/Reviews,,,,,,,,,,
/Review/@rid,/Review/#id,/Review/sentences/sentence/@id,/Review/sentences/sentence/@OutOfScope,/Review/sentences/sentence/#id,/Review/sentences/sentence/Opinions/Opinion/@category,/Review/sentences/sentence/Opinions/Opinion/@from,/Review/sentences/sentence/Opinions/Opinion/@polarity,/Review/sentences/sentence/Opinions/Opinion/@target,/Review/sentences/sentence/Opinions/Opinion/@to,/Review/sentences/sentence/text
g1080574-d1337519-r211045323,5,g1080574-d1337519-r211045323:2,,11,FOOD#QUALITY,24,negative,lasagnes,32,"On commande quand même, lasagnes pâteuses, avec beaucoup de fromage sans saveur sur le dessus, ce qui atténuait l'acidité du concentré de tomates ... !"
g1080574-d1337519-r211045323,5,g1080574-d1337519-r211045323:2,,11,FOOD#QUALITY,60,negative,fromage,67,"On commande quand même, lasagnes pâteuses, avec beaucoup de fromage sans saveur sur le dessus, ce qui atténuait l'acidité du concentré de tomates ... !"
g1080574-d1337519-r211045323,5,g1080574-d1337519-r211045323:2,,11,FOOD#QUALITY,125,negative,concentré de tomates,145,"On commande quand même, lasagnes pâteuses, avec beaucoup de fromage sans saveur sur le dessus, ce qui atténuait l'acidité du concentré de tomates ... !"
g1080574-d1337519-r211045323,5,g1080574-d1337519-r211045323:3,,12,FOOD#QUALITY,0,negative,Dessert,7,Dessert tout sauf maison .... !
g1080574-d1337519-r211045323,5,g1080574-d1337519-r211045323:4,,13,RESTAURANT#GENERAL,0,negative,NULL,0,"Je ne conseille vraiment pas, même si votre frigo est vide et que les autres restau d'à côté sont pleins et que vous ne savez pas où aller ....."
g1080574-d1337519-r211045323,5,g1080574-d1337519-r211045323:5,TRUE,14,,,,,,Il vaut encore mieux aller au Mc Do !
g1582538-d3877732-r250915172,6,g1582538-d3877732-r250915172:0,,15,RESTAURANT#GENERAL,0,positive,NULL,0,Vraiment très agréablement surpris!
g1582538-d3877732-r250915172,6,g1582538-d3877732-r250915172:1,,16,FOOD#QUALITY,3,positive,menu du jour,15,Le menu du jour est très bon et bien servi!
g1582538-d3877732-r250915172,6,g1582538-d3877732-r250915172:1,,16,SERVICE#GENERAL,0,positive,NULL,0,Le menu du jour est très bon et bien servi!
g1582538-d3877732-r250915172,6,g1582538-d3877732-r250915172:2,,17,RESTAURANT#MISCELLANEOUS,0,positive,NULL,0,"toujours très original, on y goutte des plats qu'on ne verra pas autre part."
g1582538-d3877732-r250915172,6,g1582538-d3877732-r250915172:2,,17,FOOD#STYLE_OPTIONS,40,positive,plats,45,"toujours très original, on y goutte des plats qu'on ne verra pas autre part."
g1582538-d3877732-r250915172,6,g1582538-d3877732-r250915172:3,,18,FOOD#STYLE_OPTIONS,3,positive,table des desserts,21,"La table des desserts donne vraiment envie, on vous y coupe une bonne part de tarte gourmande ou de gâteau frais, fait maison!"
g1582538-d3877732-r250915172,6,g1582538-d3877732-r250915172:3,,18,FOOD#QUALITY,78,positive,tarte gourmande,93,"La table des desserts donne vraiment envie, on vous y coupe une bonne part de tarte gourmande ou de gâteau frais, fait maison!"
g1582538-d3877732-r250915172,6,g1582538-d3877732-r250915172:3,,18,FOOD#QUALITY,100,positive,gâteau,106,"La table des desserts donne vraiment envie, on vous y coupe une bonne part de tarte gourmande ou de gâteau frais, fait maison!"
g1582538-d3877732-r250915172,6,g1582538-d3877732-r250915172:4,,19,AMBIENCE#GENERAL,0,positive,NULL,0,On se sent un peu comme à la maison avec la qualité bien relevée!
g1582538-d3877732-r250915172,6,g1582538-d3877732-r250915172:4,,19,FOOD#QUALITY,0,positive,NULL,0,On se sent un peu comme à la maison avec la qualité bien relevée!
g1582538-d3877732-r250915172,6,g1582538-d3877732-r250915172:5,,20,SERVICE#GENERAL,5,positive,équipe,11,Et l'équipe est adorable!
g1582538-d3877732-r250915172,6,g1582538-d3877732-r250915172:6,,21,AMBIENCE#GENERAL,26,positive,terrasse,34,Y aller également pour la terrasse qui est très jolie!
g1833139-d7211477-r282922737,7,g1833139-d7211477-r282922737:0,,22,RESTAURANT#MISCELLANEOUS,0,positive,NULL,0,concept étonnant au départ mais très éfficace car la cuisine est bonne et l'endroit convivial!! le tartare est excélent et les frites maison sont a volonté pour un prix tout a fait convenable!
g1833139-d7211477-r282922737,7,g1833139-d7211477-r282922737:0,,22,FOOD#QUALITY,53,positive,cuisine,60,concept étonnant au départ mais très éfficace car la cuisine est bonne et l'endroit convivial!! le tartare est excélent et les frites maison sont a volonté pour un prix tout a fait convenable!
g1833139-d7211477-r282922737,7,g1833139-d7211477-r282922737:0,,22,AMBIENCE#GENERAL,76,positive,endroit,83,concept étonnant au départ mais très éfficace car la cuisine est bonne et l'endroit convivial!! le tartare est excélent et les frites maison sont a volonté pour un prix tout a fait convenable!
g1833139-d7211477-r282922737,7,g1833139-d7211477-r282922737:0,,22,FOOD#QUALITY,99,positive,tartare,106,concept étonnant au départ mais très éfficace car la cuisine est bonne et l'endroit convivial!! le tartare est excélent et les frites maison sont a volonté pour un prix tout a fait convenable!
g1833139-d7211477-r282922737,7,g1833139-d7211477-r282922737:0,,22,FOOD#QUALITY,127,positive,frites,133,concept étonnant au départ mais très éfficace car la cuisine est bonne et l'endroit convivial!! le tartare est excélent et les frites maison sont a volonté pour un prix tout a fait convenable!
g1833139-d7211477-r282922737,7,g1833139-d7211477-r282922737:0,,22,FOOD#PRICES,0,positive,NULL,0,concept étonnant au départ mais très éfficace car la cuisine est bonne et l'endroit convivial!! le tartare est excélent et les frites maison sont a volonté pour un prix tout a fait convenable!
g1833139-d7211477-r282922737,7,g1833139-d7211477-r282922737:0,,22,FOOD#STYLE_OPTIONS,127,positive,frites,133,concept étonnant au départ mais très éfficace car la cuisine est bonne et l'endroit convivial!! le tartare est excélent et les frites maison sont a volonté pour un prix tout a fait convenable!
g1833139-d7211477-r282922737,7,g1833139-d7211477-r282922737:1,,23,RESTAURANT#GENERAL,0,positive,NULL,0,très bien
g1833139-d7211477-r282922737,7,g1833139-d7211477-r282922737:2,,24,,,,,,
g187073-d1328515-r282975754,8,g187073-d1328515-r282975754:0,,25,SERVICE#GENERAL,10,negative,attentes,18,2 heures dattentes minumum aucun service et patronne execrable !
g187073-d1328515-r282975754,8,g187073-d1328515-r282975754:0,,25,SERVICE#GENERAL,33,negative,service,40,2 heures dattentes minumum aucun service et patronne execrable !
g187073-d1328515-r282975754,8,g187073-d1328515-r282975754:0,,25,SERVICE#GENERAL,44,negative,patronne,52,2 heures dattentes minumum aucun service et patronne execrable !
g187073-d1328515-r282975754,8,g187073-d1328515-r282975754:1,,26,RESTAURANT#GENERAL,0,negative,NULL,0,Tellement decu a deconseiller vivement !!
g187073-d1328515-r282975754,8,g187073-d1328515-r282975754:2,,27,RESTAURANT#GENERAL,0,negative,NULL,0,"Les anciens patrons navaient rien avoir, la patronne ny connait rien de rien en restauration"
g187073-d1328515-r282975754,8,g187073-d1328515-r282975754:3,,28,,,,,,
g187073-d2234111-r233672137,9,g187073-d2234111-r233672137:0,,29,AMBIENCE#GENERAL,33,positive,terrasse au bord de l'eau,58,"situé dans la petite Venise avec terrasse au bord de l'eau, l'endroit semblait idéal pour cette journée passée à Colmar."
g187073-d2234111-r233672137,9,g187073-d2234111-r233672137:0,,29,LOCATION#GENERAL,62,positive,endroit,69,"situé dans la petite Venise avec terrasse au bord de l'eau, l'endroit semblait idéal pour cette journée passée à Colmar."
g187073-d2234111-r233672137,9,g187073-d2234111-r233672137:1,,30,SERVICE#GENERAL,43,negative,accueil,50,"Puis nous avons été, disons, surpris par l'accueil."
g187073-d2234111-r233672137,9,g187073-d2234111-r233672137:2,,31,SERVICE#GENERAL,0,negative,NULL,0,Un personnage assez dédaigneux nous a accueillis à contre cœur au vu de son attitude.
g187073-d2234111-r233672137,9,g187073-d2234111-r233672137:3,,32,FOOD#STYLE_OPTIONS,11,positive,repas,16,"Même si le repas fut assez copieux et bon, nous avons pas pris autant de plaisir que le lieu nous laissait espéré."
g187073-d2234111-r233672137,9,g187073-d2234111-r233672137:3,,32,FOOD#QUALITY,11,positive,repas,16,"Même si le repas fut assez copieux et bon, nous avons pas pris autant de plaisir que le lieu nous laissait espéré."
g187073-d2234111-r233672137,9,g187073-d2234111-r233672137:3,,32,RESTAURANT#GENERAL,88,negative,lieu,92,"Même si le repas fut assez copieux et bon, nous avons pas pris autant de plaisir que le lieu nous laissait espéré."
g187073-d2234111-r233672137,9,g187073-d2234111-r233672137:4,,33,,,,,,Etait ce la fin de saison qui voulait cela?
g187073-d2234111-r233672137,9,g187073-d2234111-r233672137:5,,34,SERVICE#GENERAL,0,positive,NULL,0,"Hormis ce personnage, les autres personnes de ce restaurants furent courtoises et très affables.. dommage"
g187073-d2234111-r233672137,9,g187073-d2234111-r233672137:6,,35,,,,,,
g187073-d2346663-r285268023,10,g187073-d2346663-r285268023:0,,36,RESTAURANT#GENERAL,0,negative,NULL,0,Au début c'était pas mal du tout puis petit à petit ca a baissé en qualité sans arrêts !
g187073-d2346663-r285268023,10,g187073-d2346663-r285268023:1,,37,SERVICE#GENERAL,3,negative,service,10,"Le service est moyen, les plats également et les prix sont élevés par rapport à la qualité et à la quantité"
g187073-d2346663-r285268023,10,g187073-d2346663-r285268023:1,,37,FOOD#QUALITY,26,negative,plats,31,"Le service est moyen, les plats également et les prix sont élevés par rapport à la qualité et à la quantité"
g187073-d2346663-r285268023,10,g187073-d2346663-r285268023:1,,37,RESTAURANT#PRICES,0,negative,NULL,0,"Le service est moyen, les plats également et les prix sont élevés par rapport à la qualité et à la quantité"
g187073-d2346663-r285268023,10,g187073-d2346663-r285268023:1,,37,FOOD#STYLE_OPTIONS,26,negative,plats,31,"Le service est moyen, les plats également et les prix sont élevés par rapport à la qualité et à la quantité"
g187073-d2346663-r285268023,10,g187073-d2346663-r285268023:2,,38,,,,,,
g187073-d2705770-r280684337,11,g187073-d2705770-r280684337:0,,39,RESTAURANT#GENERAL,59,positive,restaurant,69,"Nous sommes habitués de l'établissement depuis 3ans, et le restaurant ne fais que s'améliorer."
g187073-d2705770-r280684337,11,g187073-d2705770-r280684337:1,,40,FOOD#QUALITY,3,positive,cuisine,10,"La cuisine est travaillée et change régulièrement, le service est très professionnel, attentionné et charmant."
g187073-d2705770-r280684337,11,g187073-d2705770-r280684337:1,,40,FOOD#STYLE_OPTIONS,3,positive,cuisine,10,"La cuisine est travaillée et change régulièrement, le service est très professionnel, attentionné et charmant."
g187073-d2705770-r280684337,11,g187073-d2705770-r280684337:1,,40,SERVICE#GENERAL,54,positive,service,61,"La cuisine est travaillée et change régulièrement, le service est très professionnel, attentionné et charmant."
g187073-d2705770-r280684337,11,g187073-d2705770-r280684337:2,,41,RESTAURANT#GENERAL,0,positive,NULL,0,Jamais déçus depuis 3 ans.
g187073-d2705770-r280684337,11,g187073-d2705770-r280684337:3,,42,RESTAURANT#GENERAL,0,positive,NULL,0,Continuez !
g187073-d6353467-r248081497,12,g187073-d6353467-r248081497:0,,43,RESTAURANT#GENERAL,0,positive,NULL,0,Nous y sommes allés par hasard et n'avons pas été déçus!
g187073-d6353467-r248081497,12,g187073-d6353467-r248081497:1,,44,AMBIENCE#GENERAL,16,positive,établissement,29,La chaleur de l'établissement et des serveurs contribuent à un bien-être certain!!
g187073-d6353467-r248081497,12,g187073-d6353467-r248081497:1,,44,SERVICE#GENERAL,37,positive,serveurs,45,La chaleur de l'établissement et des serveurs contribuent à un bien-être certain!!
g187073-d6353467-r248081497,12,g187073-d6353467-r248081497:2,,45,SERVICE#GENERAL,0,positive,NULL,0,"Malgré le monde présent, nous avons été rapidement servis."
g187073-d6353467-r248081497,12,g187073-d6353467-r248081497:3,,46,FOOD#QUALITY,3,positive,nourriture,13,La nourriture et le vin proposé étaient succulents.
g187073-d6353467-r248081497,12,g187073-d6353467-r248081497:3,,46,DRINKS#QUALITY,20,positive,vin,23,La nourriture et le vin proposé étaient succulents.
g187073-d6353467-r248081497,12,g187073-d6353467-r248081497:4,,47,RESTAURANT#GENERAL,0,positive,NULL,0,Nous y retournerons!
g187075-d1324447-r268262547,13,g187075-d1324447-r268262547:0,,48,SERVICE#GENERAL,0,negative,Accueil,7,Accueil minable !
g187075-d1324447-r268262547,13,g187075-d1324447-r268262547:1,,49,SERVICE#GENERAL,0,negative,Attente,7,Attente interminable !
g187075-d1324447-r268262547,13,g187075-d1324447-r268262547:2,,50,RESTAURANT#MISCELLANEOUS,0,negative,NULL,0,Premier plat servi : insectes présents !
g187075-d1324447-r268262547,13,g187075-d1324447-r268262547:3,,51,SERVICE#GENERAL,17,negative,personnel,26,Nous alertons le personnel qui rejette la faute sur nous (insectes venant de l'extérieur).
g187075-d1324447-r268262547,13,g187075-d1324447-r268262547:4,,52,,,,,,Nous laissons une seconde chance.
g187075-d1324447-r268262547,13,g187075-d1324447-r268262547:5,,53,RESTAURANT#MISCELLANEOUS,0,negative,NULL,0,Deuxième plat servi : encore des INSECTES.
g187075-d1324447-r268262547,13,g187075-d1324447-r268262547:6,,54,,,,,,"Réponse du personnel : "" Si vous ne vouliez pas d'insectes, il fallait manger à l'intérieur !"""
g187075-d1324447-r268262547,13,g187075-d1324447-r268262547:7,,55,RESTAURANT#GENERAL,0,negative,NULL,0,Je déconseille fortement !
g187075-d2494303-r273809197,14,g187075-d2494303-r273809197:0,,56,,,,,,Je mange rarement les plats du jour dans les restaurants où je me rends mais j'ai fais une exception cette fois ci.
g187075-d2494303-r273809197,14,g187075-d2494303-r273809197:1,,57,,,,,,Les personnes avec qui je déjeunais ont commandé le pdj et j'ai donc fais comme eux histoire de ne pas nous retarder.
g187075-d2494303-r273809197,14,g187075-d2494303-r273809197:2,,58,FOOD#QUALITY,0,positive,NULL,0,Celui-ci était d'un excellent rapport qualité/prix et très bon en plus.
g187075-d2494303-r273809197,14,g187075-d2494303-r273809197:2,,58,FOOD#PRICES,0,positive,NULL,0,Celui-ci était d'un excellent rapport qualité/prix et très bon en plus.
g187075-d2494303-r273809197,14,g187075-d2494303-r273809197:3,,59,SERVICE#GENERAL,2,positive,accueil,9,L'accueil fait par la patronne est toujours souriant et sympathique et le service dynamique et professionnel.
g187075-d2494303-r273809197,14,g187075-d2494303-r273809197:3,,59,SERVICE#GENERAL,0,positive,NULL,0,L'accueil fait par la patronne est toujours souriant et sympathique et le service dynamique et professionnel.
g187075-d2494303-r273809197,14,g187075-d2494303-r273809197:4,,60,FOOD#QUALITY,79,positive,plat du jour.,92,Connaissant bien la cuisine de son mari je ne suis pas étonné de la qualité du plat du jour.
g187075-d2494303-r273809197,14,g187075-d2494303-r273809197:4,,60,FOOD#QUALITY,20,positive,cuisine,27,Connaissant bien la cuisine de son mari je ne suis pas étonné de la qualité du plat du jour.
g187075-d2494303-r273809197,14,g187075-d2494303-r273809197:5,,61,AMBIENCE#GENERAL,3,positive,cadre,8,"Le cadre vient d'être rafraichi il y a quelques semaines et la maison à colombage qui abrite le restaurant a été rénovée également, bref : Que du positif."
g187075-d2494303-r273809197,14,g187075-d2494303-r273809197:5,,61,AMBIENCE#GENERAL,63,positive,maison à colombage,81,"Le cadre vient d'être rafraichi il y a quelques semaines et la maison à colombage qui abrite le restaurant a été rénovée également, bref : Que du positif."
g187075-d2494303-r273809197,14,g187075-d2494303-r273809197:5,,61,RESTAURANT#GENERAL,0,positive,NULL,0,"Le cadre vient d'être rafraichi il y a quelques semaines et la maison à colombage qui abrite le restaurant a été rénovée également, bref : Que du positif."
g187075-d3489527-r254992608,15,g187075-d3489527-r254992608:0,,62,AMBIENCE#GENERAL,20,positive,décor,25,"Petit restaurant au décor soigné, aux tables bien mises."
g187075-d3489527-r254992608,15,g187075-d3489527-r254992608:1,,63,SERVICE#GENERAL,2,negative,accueil,9,"L'accueil manque un peu de chaleur, le service qui suivra également."
g187075-d3489527-r254992608,15,g187075-d3489527-r254992608:1,,63,SERVICE#GENERAL,39,negative,service,46,"L'accueil manque un peu de chaleur, le service qui suivra également."
g187075-d3489527-r254992608,15,g187075-d3489527-r254992608:2,,64,FOOD#STYLE_OPTIONS,15,negative,menus,20,"Les différents menus à base de ""Mezzés"" se ressemblent, les spécialités sont réussies pour certaines (hoummous, taboulé..), moins réussies pour d'autres comme par exemple la purée d'aubergine assez fade ou ces boulettes ayant un arrière goût ""brûlé""."
g187075-d3489527-r254992608,15,g187075-d3489527-r254992608:2,,64,FOOD#QUALITY,102,positive,hoummous,110,"Les différents menus à base de ""Mezzés"" se ressemblent, les spécialités sont réussies pour certaines (hoummous, taboulé..), moins réussies pour d'autres comme par exemple la purée d'aubergine assez fade ou ces boulettes ayant un arrière goût ""brûlé""."
g187075-d3489527-r254992608,15,g187075-d3489527-r254992608:2,,64,FOOD#QUALITY,112,positive,taboulé,119,"Les différents menus à base de ""Mezzés"" se ressemblent, les spécialités sont réussies pour certaines (hoummous, taboulé..), moins réussies pour d'autres comme par exemple la purée d'aubergine assez fade ou ces boulettes ayant un arrière goût ""brûlé""."
g187075-d3489527-r254992608,15,g187075-d3489527-r254992608:2,,64,FOOD#QUALITY,174,negative,purée d'aubergine,191,"Les différents menus à base de ""Mezzés"" se ressemblent, les spécialités sont réussies pour certaines (hoummous, taboulé..), moins réussies pour d'autres comme par exemple la purée d'aubergine assez fade ou ces boulettes ayant un arrière goût ""brûlé""."
g187075-d3489527-r254992608,15,g187075-d3489527-r254992608:2,,64,FOOD#QUALITY,210,negative,boulettes,219,"Les différents menus à base de ""Mezzés"" se ressemblent, les spécialités sont réussies pour certaines (hoummous, taboulé..), moins réussies pour d'autres comme par exemple la purée d'aubergine assez fade ou ces boulettes ayant un arrière goût ""brûlé""."
g187075-d3489527-r254992608,15,g187075-d3489527-r254992608:3,,65,FOOD#STYLE_OPTIONS,0,negative,NULL,0,Nous sommes dans le classique du genre avec peu de surprise et des prix plutôt élevés.
g187075-d3489527-r254992608,15,g187075-d3489527-r254992608:3,,65,RESTAURANT#PRICES,0,negative,NULL,0,Nous sommes dans le classique du genre avec peu de surprise et des prix plutôt élevés.
g187075-d3489527-r254992608,15,g187075-d3489527-r254992608:4,,66,DRINKS#STYLE_OPTIONS,32,positive,carte des vins,46,Mention spéciale toutefois à la carte des vins (libanais) et au geste du restaurateur qui a offert une partie des desserts.
g187075-d3489527-r254992608,15,g187075-d3489527-r254992608:4,,66,SERVICE#GENERAL,73,positive,restaurateur,85,Mention spéciale toutefois à la carte des vins (libanais) et au geste du restaurateur qui a offert une partie des desserts.
g187075-d3489527-r254992608,15,g187075-d3489527-r254992608:5,,67,RESTAURANT#GENERAL,0,positive,NULL,0,"Allons, une bonne soirée tout de même, mais un effort souhaité sur les goûts et saveurs méditerranéennes !"
g187075-d3489527-r254992608,15,g187075-d3489527-r254992608:5,,67,FOOD#QUALITY,0,negative,NULL,0,"Allons, une bonne soirée tout de même, mais un effort souhaité sur les goûts et saveurs méditerranéennes !"
g187077-d2250282-r285122402,16,g187077-d2250282-r285122402:0,,68,RESTAURANT#GENERAL,0,positive,NULL,0,A ne pas rater !
g187077-d2250282-r285122402,16,g187077-d2250282-r285122402:1,,69,RESTAURANT#GENERAL,10,positive,restaurant,20,Excellent restaurant a tout point de vue le service la patronne très agréable les plats excellents le vin très bon !
g187077-d2250282-r285122402,16,g187077-d2250282-r285122402:1,,69,SERVICE#GENERAL,44,positive,service,51,Excellent restaurant a tout point de vue le service la patronne très agréable les plats excellents le vin très bon !
g187077-d2250282-r285122402,16,g187077-d2250282-r285122402:1,,69,SERVICE#GENERAL,55,positive,patronne,63,Excellent restaurant a tout point de vue le service la patronne très agréable les plats excellents le vin très bon !
g187077-d2250282-r285122402,16,g187077-d2250282-r285122402:1,,69,FOOD#QUALITY,82,positive,plats,87,Excellent restaurant a tout point de vue le service la patronne très agréable les plats excellents le vin très bon !
g187077-d2250282-r285122402,16,g187077-d2250282-r285122402:1,,69,DRINKS#QUALITY,102,positive,vin,105,Excellent restaurant a tout point de vue le service la patronne très agréable les plats excellents le vin très bon !
g187077-d2250282-r285122402,16,g187077-d2250282-r285122402:2,,70,RESTAURANT#GENERAL,102,positive,restaurants,113,Touristes de passage dans le coin nous y reviendrons sans hésiter une prochaine fois un des meilleurs restaurants fait depuis longtemps
g187077-d2250282-r285122402,16,g187077-d2250282-r285122402:3,,71,,,,,,
g187077-d3912314-r240787952,17,g187077-d3912314-r240787952:0,,72,AMBIENCE#GENERAL,19,neutral,décoration,29,"Bar tapas le soir, décoration changeante et parfois approximative."
g187077-d3912314-r240787952,17,g187077-d3912314-r240787952:1,,73,DRINKS#QUALITY,4,neutral,vins,8,"Les vins sont bons mais pas excellent, les tapas quand il y en a encore sont bonnes, heureusement que le personnel est sympathique."
g187077-d3912314-r240787952,17,g187077-d3912314-r240787952:1,,73,FOOD#QUALITY,43,positive,tapas,48,"Les vins sont bons mais pas excellent, les tapas quand il y en a encore sont bonnes, heureusement que le personnel est sympathique."
g187077-d3912314-r240787952,17,g187077-d3912314-r240787952:1,,73,FOOD#STYLE_OPTIONS,43,negative,tapas,48,"Les vins sont bons mais pas excellent, les tapas quand il y en a encore sont bonnes, heureusement que le personnel est sympathique."
g187077-d3912314-r240787952,17,g187077-d3912314-r240787952:1,,73,SERVICE#GENERAL,105,positive,personnel,114,"Les vins sont bons mais pas excellent, les tapas quand il y en a encore sont bonnes, heureusement que le personnel est sympathique."
g187077-d3984325-r265548233,18,g187077-d3984325-r265548233:0,,74,,,,,,Depuis longtemps je voulais pousser la porte de cet endroit dans la zone portuaire de Bayonne et voilà nous l'avons fait!!!
g187077-d3984325-r265548233,18,g187077-d3984325-r265548233:1,,75,AMBIENCE#GENERAL,3,negative,déco,7,La déco pourrait être revisité mais l'accueil est bon la prise de commande est rapide et très souriante.
g187077-d3984325-r265548233,18,g187077-d3984325-r265548233:1,,75,SERVICE#GENERAL,38,positive,accueil,45,La déco pourrait être revisité mais l'accueil est bon la prise de commande est rapide et très souriante.
g187077-d3984325-r265548233,18,g187077-d3984325-r265548233:1,,75,SERVICE#GENERAL,0,positive,NULL,0,La déco pourrait être revisité mais l'accueil est bon la prise de commande est rapide et très souriante.
g187077-d3984325-r265548233,18,g187077-d3984325-r265548233:2,,76,FOOD#QUALITY,4,neutral,plats,9,Les plats sont classiques mais corrects avec un prix qui l'est aussi.Vient ensuite l'ambiance musicale qui correspond à l'idée que l'on se fait de ses endroits .
g187077-d3984325-r265548233,18,g187077-d3984325-r265548233:2,,76,FOOD#STYLE_OPTIONS,4,neutral,plats,9,Les plats sont classiques mais corrects avec un prix qui l'est aussi.Vient ensuite l'ambiance musicale qui correspond à l'idée que l'on se fait de ses endroits .
