/Reviews,,,,,,,,,,
/Review/@rid,/Review/#id,/Review/sentences/sentence/@id,/Review/sentences/sentence/@OutOfScope,/Review/sentences/sentence/#id,/Review/sentences/sentence/Opinions/Opinion/@category,/Review/sentences/sentence/Opinions/Opinion/@from,/Review/sentences/sentence/Opinions/Opinion/@polarity,/Review/sentences/sentence/Opinions/Opinion/@target,/Review/sentences/sentence/Opinions/Opinion/@to,/Review/sentences/sentence/text
10099,2,10099:1,,11,,,,,,"Зашли случайно, обе в китайских ресторанах не бывали, решили попробовать, что это такое."
10099,2,10099:2,,12,,,,,,"Что заказывать не знали, положились на вкус официантки."
10099,2,10099:3,,13,RESTAURANT#GENERAL,0,positive,NULL,0,Совершенно не разочаровались!
10099,2,10099:4,,14,,,,,,"Подруге принесли судака, мне - свинину по-пекински."
10099,2,10099:5,,15,FOOD#QUALITY,0,positive,Еда,3,"Еда вкусная, необычная."
10099,2,10099:6,,16,FOOD#QUALITY,0,positive,NULL,0,Интересно будет зайти и попробовать что-нибудь еще)
10099,2,10099:7,,17,AMBIENCE#GENERAL,10,neutral,интерьера,19,"По поводу интерьера: место спокойное, шумных компаний нет (не было, по крайней мере, в момент нашего посещения), очень приятная и уютная атмосфера, все в лучших традициях."
10099,2,10099:7,,17,RESTAURANT#GENERAL,21,neutral,место,26,"По поводу интерьера: место спокойное, шумных компаний нет (не было, по крайней мере, в момент нашего посещения), очень приятная и уютная атмосфера, все в лучших традициях."
10099,2,10099:7,,17,AMBIENCE#GENERAL,137,positive,атмосфера,146,"По поводу интерьера: место спокойное, шумных компаний нет (не было, по крайней мере, в момент нашего посещения), очень приятная и уютная атмосфера, все в лучших традициях."
10099,2,10099:8,,18,RESTAURANT#GENERAL,31,positive,заведением,41,Остались очень довольны данным заведением.
10231,3,10231:0,,19,FOOD#QUALITY,40,positive,кухне,45,"Я несколько раз была в этом заведении,о кухне могу сказать только самое хорошее."
10231,3,10231:1,,20,FOOD#QUALITY,12,positive,паста с лососем,27,"Потрясающая паста с лососем,очень вкусные супчики,отличные десерты."
10231,3,10231:1,,20,FOOD#QUALITY,42,positive,супчики,49,"Потрясающая паста с лососем,очень вкусные супчики,отличные десерты."
10231,3,10231:1,,20,FOOD#QUALITY,59,positive,десерты,66,"Потрясающая паста с лососем,очень вкусные супчики,отличные десерты."
10231,3,10231:2,,21,SERVICE#GENERAL,54,positive,обслуживанием,67,"Последний раз была с друзьями,все остались довольны и обслуживанием и едой."
10231,3,10231:2,,21,FOOD#QUALITY,70,positive,едой,74,"Последний раз была с друзьями,все остались довольны и обслуживанием и едой."
10231,3,10231:3,,22,AMBIENCE#GENERAL,0,neutral,Интерьер,8,"Интерьер не плохой, несколько залов на разный вкус и компанию."
10231,3,10231:3,,22,AMBIENCE#GENERAL,30,neutral,залов,35,"Интерьер не плохой, несколько залов на разный вкус и компанию."
10231,3,10231:4,,23,RESTAURANT#GENERAL,16,positive,место,21,Вообщем стоящее место для обеда и посиделок с друзьями.
10239,4,10239:0,,24,,,,,,"Вчера отмечали день рождения в ресторане, сходив туда за два дня на разведку."
10239,4,10239:1,,25,RESTAURANT#GENERAL,0,positive,NULL,0,"Нам двоим все понравилось и мы решили пригласить туда гостей, одна из которых по части еды была большим знатоком и критиком."
10239,4,10239:2,,26,RESTAURANT#GENERAL,0,positive,NULL,0,"Сразу хочу сказать, что критиковать ей не пришлось, т.к. она осталась, как впрочем и все остальные гости, очень довольна!"
10239,4,10239:3,,27,AMBIENCE#GENERAL,0,neutral,Интерьер,8,"Интерьер в легком французском стиле с приятным освещением на столиках, обслуживание без навязывания лишних блюд и напитков (официантка Анна), все происходило четко и быстро."
10239,4,10239:3,,27,AMBIENCE#GENERAL,47,positive,освещением,57,"Интерьер в легком французском стиле с приятным освещением на столиках, обслуживание без навязывания лишних блюд и напитков (официантка Анна), все происходило четко и быстро."
10239,4,10239:3,,27,SERVICE#GENERAL,71,neutral,обслуживание,83,"Интерьер в легком французском стиле с приятным освещением на столиках, обслуживание без навязывания лишних блюд и напитков (официантка Анна), все происходило четко и быстро."
10239,4,10239:4,,28,FOOD#QUALITY,7,positive,качестве и исполнении блюд,33,Ну а о качестве и исполнении блюд даже нечего говорить!
10239,4,10239:4,,28,FOOD#QUALITY,29,positive,блюд,33,Ну а о качестве и исполнении блюд даже нечего говорить!
10239,4,10239:5,,29,FOOD#QUALITY,17,positive,салаты,23,"Взяли все разные салаты и горячие, и все остались очень довольны (ирыба, и мясо, и птица)."
10239,4,10239:5,,29,FOOD#QUALITY,26,positive,горячие,33,"Взяли все разные салаты и горячие, и все остались очень довольны (ирыба, и мясо, и птица)."
10239,4,10239:5,,29,FOOD#QUALITY,66,positive,ирыба,71,"Взяли все разные салаты и горячие, и все остались очень довольны (ирыба, и мясо, и птица)."
10239,4,10239:5,,29,FOOD#QUALITY,75,positive,мясо,79,"Взяли все разные салаты и горячие, и все остались очень довольны (ирыба, и мясо, и птица)."
10239,4,10239:5,,29,FOOD#QUALITY,83,positive,птица,88,"Взяли все разные салаты и горячие, и все остались очень довольны (ирыба, и мясо, и птица)."
10239,4,10239:6,,30,FOOD#QUALITY,0,positive,NULL,0,Все красиво украшено и приготовлено прямо перед подачей на стол.
10239,4,10239:7,,31,RESTAURANT#GENERAL,54,positive,"ресторан ""Веритас""",72,"Думаю, что этот доселе незнакомый нам в центре города ресторан ""Веритас"", станет нашим семейным местом встреч!"
10239,4,10239:8,,32,RESTAURANT#GENERAL,131,positive,"""Веритас""",140,"Теперь при вопросе от знакомых ""в какой ресторан сходить с гостями из Москвы или отпраздновать день рождения?"" мы будем советовать ""Веритас""."
10239,4,10239:9,,33,SERVICE#GENERAL,16,positive,персоналу,25,Большое спасибо персоналу ресторана за душевный и качественный прием.
10239,4,10239:9,,33,SERVICE#GENERAL,63,positive,прием,68,Большое спасибо персоналу ресторана за душевный и качественный прием.
10239,4,10239:10,,34,,,,,,Дальнейших вам успехов!
1032,5,1032:0,,35,,,,,,"Посетили этот ресторан 25,08,12."
1032,5,1032:1,,36,RESTAURANT#GENERAL,0,negative,NULL,0,После посещения желания прийти ещё раз нет.
1032,5,1032:2,,37,SERVICE#GENERAL,35,negative,официантов,45,Очень много недочетов как в работе официантов так и в блюдах. 1.
1032,5,1032:2,,37,FOOD#QUALITY,54,negative,блюдах,60,Очень много недочетов как в работе официантов так и в блюдах. 1.
1032,5,1032:3,,38,,,,,,"Были с ребенком, заказали из детского меню пиццу."
1032,5,1032:4,,39,FOOD#QUALITY,21,negative,пицца,26,"К большому удивлению пицца (ещё раз - из детского меню!) была на столько острая, что и взрослые не смогли её есть, не говоря уже о ребенке."
1032,5,1032:5,,40,SERVICE#GENERAL,0,negative,Официант,8,"Официант вообще прокомментировала это так, что детское меню - это для взрослых, которые хотят заказать маленькие порции, а не для детей. :)) 2."
1032,5,1032:6,,41,SERVICE#GENERAL,0,negative,NULL,0,"Попросили принести обычный яблочный сок, не свежевыжатый, принесли свежевыжатый, пришлось вернуть. 3."
1032,5,1032:7,,42,SERVICE#GENERAL,0,negative,NULL,0,"Просили принести ""свежевыжатый сок в большом стакане + газированную воду"" сок принесли в маленьком стакане про воду забыли. 4."
1032,5,1032:8,,43,,,,,,Просили официанта помочь выбрать из 2-х блюд.
1032,5,1032:9,,44,SERVICE#GENERAL,0,negative,Официант,8,"Официант сказал ""у нас все вкусное"" и помочь с выбором не смог."
1032,5,1032:10,,45,FOOD#QUALITY,3,negative,кухню,8,"За кухню оценка 3, т.к. из всего заказа понравилась только панакота."
1032,5,1032:10,,45,FOOD#QUALITY,59,positive,панакота,67,"За кухню оценка 3, т.к. из всего заказа понравилась только панакота."
1032,5,1032:11,,46,FOOD#QUALITY,0,negative,Салат Цезарь,12,Салат Цезарь был так себе + очень острая пицца из детского меню.
1032,5,1032:11,,46,FOOD#QUALITY,41,negative,пицца,46,Салат Цезарь был так себе + очень острая пицца из детского меню.
1032,5,1032:12,,47,SERVICE#GENERAL,3,negative,сервис,9,"За сервис 3, т.к. официант путала заказы, не могла помочь с выбором (или не хотела, когда клиент просит помочь определиться, он не хочет услышать ""все вкусное, берите все"")."
1032,5,1032:12,,47,SERVICE#GENERAL,18,negative,официант,26,"За сервис 3, т.к. официант путала заказы, не могла помочь с выбором (или не хотела, когда клиент просит помочь определиться, он не хочет услышать ""все вкусное, берите все"")."
1032,5,1032:13,,48,SERVICE#GENERAL,0,negative,NULL,0,"А мнение что детское меню не для детей, вообще ""убило""."
1032,5,1032:14,,49,SERVICE#GENERAL,24,positive,няню,28,"Из плюсов хочу отметить няню в детской комнате, очень милая девушка, ребенку очень понравилась."
1032,5,1032:14,,49,SERVICE#GENERAL,60,positive,девушка,67,"Из плюсов хочу отметить няню в детской комнате, очень милая девушка, ребенку очень понравилась."
10354,6,10354:0,,50,RESTAURANT#GENERAL,113,positive,заведение,122,"Я не ходила в этот ресторан в детстве, не знаю, как всё было когда-то, но сейчас это вполне симпатичное и уютное заведение с хорошей кухней."
10354,6,10354:0,,50,AMBIENCE#GENERAL,113,positive,заведение,122,"Я не ходила в этот ресторан в детстве, не знаю, как всё было когда-то, но сейчас это вполне симпатичное и уютное заведение с хорошей кухней."
10354,6,10354:0,,50,FOOD#QUALITY,133,positive,кухней,139,"Я не ходила в этот ресторан в детстве, не знаю, как всё было когда-то, но сейчас это вполне симпатичное и уютное заведение с хорошей кухней."
10354,6,10354:1,,51,,,,,,"Впервые посетили ""Чебурек"" c месяц назад - отмечали с друзьями прошедшую ранее свадьбу."
10354,6,10354:2,,52,SERVICE#GENERAL,0,positive,Администрация,13,"Администрация любезно предоставила нам новый банкетный зал, где мы закрылись, включили свою музыку, курили кальян, веселились, и нам никто не мешал."
10354,6,10354:3,,53,FOOD#QUALITY,0,positive,Кухня,5,"Кухня всем друзьям понравилась, обслуживание тоже (девушки-официантки замечательные)."
10354,6,10354:3,,53,SERVICE#GENERAL,32,positive,обслуживание,44,"Кухня всем друзьям понравилась, обслуживание тоже (девушки-официантки замечательные)."
10354,6,10354:3,,53,SERVICE#GENERAL,51,positive,девушки-официантки,69,"Кухня всем друзьям понравилась, обслуживание тоже (девушки-официантки замечательные)."
10354,6,10354:4,,54,RESTAURANT#PRICES,0,positive,NULL,0,"Меня же больше всего порадовало, что администрация пошла нам навстречу и сделала хорошую скидку на банкет :)"
10354,6,10354:4,,54,SERVICE#GENERAL,37,positive,администрация,50,"Меня же больше всего порадовало, что администрация пошла нам навстречу и сделала хорошую скидку на банкет :)"
10354,6,10354:5,,55,RESTAURANT#GENERAL,41,positive,"""Чебурек""",50,"Уже через неделю моя подруга вернулась в ""Чебурек"" со своими родными, где они отметили юбилей отца."
10354,6,10354:6,,56,RESTAURANT#GENERAL,0,positive,NULL,0,Мы также возвращаемся сюда снова и снова.
10354,6,10354:7,,57,RESTAURANT#PRICES,0,negative,NULL,0,"Единственное, что расстраивает - это рост цен."
10354,6,10354:8,,58,RESTAURANT#PRICES,0,negative,NULL,0,За последний месяц цены менялись уже два раза.
10354,6,10354:9,,59,RESTAURANT#PRICES,48,negative,ужин,52,"Растут они по чуть-чуть, но всё равно стоимость ужина на двоих с каждым посещением получалась у нас всё выше и выше :)"
10354,6,10354:10,,60,,,,,,"Но без этого, конечно, никуда."
10354,6,10354:11,,61,FOOD#QUALITY,31,positive,чебуреки с сыром сулугуни и зеленью,66,"Из кухни могу порекомендовать: чебуреки с сыром сулугуни и зеленью (волшебные!), сациви из баклажан, суп чанахи, конечно же, хинкали, ну и, наверное, бараньи ножки (не помню точное название блюда)."
10354,6,10354:11,,61,FOOD#QUALITY,81,positive,сациви из баклажан,99,"Из кухни могу порекомендовать: чебуреки с сыром сулугуни и зеленью (волшебные!), сациви из баклажан, суп чанахи, конечно же, хинкали, ну и, наверное, бараньи ножки (не помню точное название блюда)."
10354,6,10354:11,,61,FOOD#QUALITY,101,positive,суп чанахи,111,"Из кухни могу порекомендовать: чебуреки с сыром сулугуни и зеленью (волшебные!), сациви из баклажан, суп чанахи, конечно же, хинкали, ну и, наверное, бараньи ножки (не помню точное название блюда)."
10354,6,10354:11,,61,FOOD#QUALITY,125,positive,хинкали,132,"Из кухни могу порекомендовать: чебуреки с сыром сулугуни и зеленью (волшебные!), сациви из баклажан, суп чанахи, конечно же, хинкали, ну и, наверное, бараньи ножки (не помню точное название блюда)."
10354,6,10354:11,,61,FOOD#QUALITY,150,positive,бараньи ножки,163,"Из кухни могу порекомендовать: чебуреки с сыром сулугуни и зеленью (волшебные!), сациви из баклажан, суп чанахи, конечно же, хинкали, ну и, наверное, бараньи ножки (не помню точное название блюда)."
10354,6,10354:12,,62,FOOD#QUALITY,0,positive,NULL,0,"Всё это не оставит равнодушным никого, очень вкусно и ""аутентично""!))"
1052,7,1052:0,,63,,,,,,Посещала это заведение раз пять.
1052,7,1052:1,,64,FOOD#QUALITY,42,positive,кухня,47,Возвращаться туда заставляла лишь хорошая кухня..
1052,7,1052:2,,65,,,,,,Карпаччо подают со всевозможными бальзамиками и маслом.
1052,7,1052:3,,66,DRINKS#STYLE_OPTIONS,15,neutral,вин,18,Неплохой выбор вин.
1052,7,1052:4,,67,AMBIENCE#GENERAL,0,positive,Интерьер,8,"Интерьер приятный: есть гардероб, диваны, приглушенный свет, ненавязчивая музыка (даже как-то раз наткнулись там на саксофониста), приятная атмосфера..."
1052,7,1052:4,,67,RESTAURANT#MISCELLANEOUS,24,positive,гардероб,32,"Интерьер приятный: есть гардероб, диваны, приглушенный свет, ненавязчивая музыка (даже как-то раз наткнулись там на саксофониста), приятная атмосфера..."
1052,7,1052:4,,67,AMBIENCE#GENERAL,34,positive,диваны,40,"Интерьер приятный: есть гардероб, диваны, приглушенный свет, ненавязчивая музыка (даже как-то раз наткнулись там на саксофониста), приятная атмосфера..."
1052,7,1052:4,,67,AMBIENCE#GENERAL,74,positive,музыка,80,"Интерьер приятный: есть гардероб, диваны, приглушенный свет, ненавязчивая музыка (даже как-то раз наткнулись там на саксофониста), приятная атмосфера..."
1052,7,1052:4,,67,AMBIENCE#GENERAL,140,positive,атмосфера,149,"Интерьер приятный: есть гардероб, диваны, приглушенный свет, ненавязчивая музыка (даже как-то раз наткнулись там на саксофониста), приятная атмосфера..."
1052,7,1052:5,,68,,,,,,НО!
1052,7,1052:6,,69,SERVICE#GENERAL,0,negative,Обслуживание,12,Обслуживание отвратительно!
1052,7,1052:7,,70,SERVICE#GENERAL,28,negative,официант,36,"Навсегда останется в памяти официант, который обращался к нам исключительно на ""ты"", дерзил, а когда ему было сделано замечание, он нам сообщил, что он поругался со своей девушкой и у него отвратительное настроение!"
1052,7,1052:8,,71,,,,,,"В В другой раз нам ""повезло"" не меньше."
1052,7,1052:9,,72,SERVICE#GENERAL,0,negative,NULL,0,Муж заказал стейк и мы често ждали его прибытия больше часа!
1052,7,1052:10,,73,SERVICE#GENERAL,11,negative,официантка,21,"Когда наша официантка все таки соизволила появиться (сидели мы почти у входа), от стейка мы отказались, но он волшебным образом всё равно оказался на столе уже через 5 минут и пришлось долго объяснять официантке, что его уже никто есть не будет!..."
1052,7,1052:11,,74,RESTAURANT#PRICES,0,positive,NULL,0,"Резюме следующее: место в целом отличное, цены не кусаются, но следует серьезно задуматься о замене персонала..."
1052,7,1052:11,,74,RESTAURANT#GENERAL,18,positive,место,23,"Резюме следующее: место в целом отличное, цены не кусаются, но следует серьезно задуматься о замене персонала..."
1052,7,1052:11,,74,SERVICE#GENERAL,100,negative,персонала,109,"Резюме следующее: место в целом отличное, цены не кусаются, но следует серьезно задуматься о замене персонала..."
10625,8,10625:0,,75,,,,,,"Субботним вечером зашли компанией в кафе Dolce Italy, попить кофе с пирожными."
10625,8,10625:1,,76,,,,,,"Было без пятнадцати девять, а кафе, как оказалось, закрывается ровно в девять вечера."
10625,8,10625:2,,77,SERVICE#GENERAL,0,positive,NULL,0,"Нам любезно предложили разместиться в ресторане, а пирожные пообещали принести туда."
10625,8,10625:3,,78,,,,,,Так и произошло наше знакомство с рестораном Italy.
10625,8,10625:4,,79,,,,,,"Народу было много, полный зал."
10625,8,10625:5,,80,AMBIENCE#GENERAL,83,positive,вентиляция,93,"Для нас смогли найти только столик для курящих, но это сильно не помешало, так как вентиляция справляется."
10625,8,10625:6,,81,FOOD#QUALITY,0,positive,NULL,0,"То что мы заказывали, нам понравилось."
10625,8,10625:7,,82,AMBIENCE#GENERAL,0,neutral,Интерьер,8,"Интерьер спокойный, сделано со вкусом, но без особых изысков."
10625,8,10625:8,,83,,,,,,"На мой взгляд, больше подходит для компании, чем для того, чтобы прийти вдвоём."
10625,8,10625:9,,84,SERVICE#GENERAL,13,negative,сервиса,20,"Что касается сервиса, то официантка в начале про нас забыла, пришлось окримнуть, чтоб сделать заказа."
10625,8,10625:9,,84,SERVICE#GENERAL,25,negative,официантка,35,"Что касается сервиса, то официантка в начале про нас забыла, пришлось окримнуть, чтоб сделать заказа."
10625,8,10625:10,,85,SERVICE#GENERAL,0,positive,NULL,0,Но в остальном всё вежливо и предупредительно.
10625,8,10625:11,,86,,,,,,К салату цезарь нужен был соус без анчоусов.
10625,8,10625:12,,87,FOOD#STYLE_OPTIONS,8,negative,повар,13,"Вначале повар сказал, что они могут предложить лишь майонез, что соус готовится утром одинаковый для всех."
10625,8,10625:12,,87,FOOD#STYLE_OPTIONS,52,negative,майонез,59,"Вначале повар сказал, что они могут предложить лишь майонез, что соус готовится утром одинаковый для всех."
10625,8,10625:12,,87,FOOD#STYLE_OPTIONS,65,negative,соус,69,"Вначале повар сказал, что они могут предложить лишь майонез, что соус готовится утром одинаковый для всех."
10625,8,10625:13,,88,,,,,,Минут через десять прибежал снова и обещал сделать всё в лучшем виде..
10625,8,10625:14,,89,RESTAURANT#GENERAL,22,positive,место,27,"В общем, зайдём в это место снова."
10625,8,10625:15,,90,,,,,,Обязательно попробуем больше итальянских блюд.
10625,8,10625:16,TRUE,91,,,,,,Давно уже хотим с женой найти для себя хороший итальянский ресторан.
10625,8,10625:17,,92,,,,,,Вдруг Italy окажется именно им? :)
10645,9,10645:0,,93,,,,,,Заезжали поужинать с подругой пару недель назад.
10645,9,10645:1,,94,,,,,,Столик не заказывали.
10645,9,10645:2,,95,SERVICE#GENERAL,4,neutral,сервис,10,"Про сервис ничего негативного не скажешь- быстро подходят, все улябаются, подходят спрашивают, всё ли нравится."
10645,9,10645:3,,96,,,,,,Приятно.
10645,9,10645:4,,97,AMBIENCE#GENERAL,0,neutral,Интерьер,8,"Интерьер на любителя, но мило и удобно."
10645,9,10645:5,,98,FOOD#QUALITY,0,positive,Еда,3,Еда хорошая.
10645,9,10645:6,,99,FOOD#QUALITY,0,positive,NULL,0,"Вкусно, не так дорого."
10645,9,10645:6,,99,FOOD#PRICES,0,positive,NULL,0,"Вкусно, не так дорого."
10645,9,10645:7,,100,FOOD#STYLE_OPTIONS,0,conflict,Подача плова,12,"Подача плова- оригинальная, но..."
10645,9,10645:8,,101,,,,,,"Мне лично это не понравилось, хотя идея конечно не плохая."
10645,9,10645:9,,102,,,,,,Девушкам явно нравится.
10645,9,10645:10,,103,FOOD#STYLE_OPTIONS,26,negative,блюд из мяса,38,Я лично ожидал чуть боьше блюд из мяса в таком ресторане на мангале.
10645,9,10645:11,,104,FOOD#STYLE_OPTIONS,27,neutral,шашлыку,34,"С другой стороны по одному шашлыку есть из каждого вида мяса, в принципе хватает, но хочется чего то необычное увидеть.."
10663,10,10663:0,,105,,,,,,Первое посещение Дачи было в рамках поиска ресторана для проведения свадебного банкета.
10663,10,10663:1,,106,SERVICE#GENERAL,24,positive,отношение,33,Прямо с порога радушное отношение.
10663,10,10663:2,,107,SERVICE#GENERAL,26,positive,мужчина из гардероба,46,Очень вежливый и приятный мужчина из гардероба.
10663,10,10663:3,,108,SERVICE#GENERAL,0,positive,NULL,0,"Улыбка, настроение улучшается!."
10663,10,10663:4,,109,SERVICE#GENERAL,11,positive,администратора,25,"Вызвал нам администратора, наиприятнейшая девушка, все рассказала, показала, никаких вопросов не возникло ,даже заглянули краем глаза в малый зал (в это время там начинался банкет)."
10663,10,10663:4,,109,SERVICE#GENERAL,42,positive,девушка,49,"Вызвал нам администратора, наиприятнейшая девушка, все рассказала, показала, никаких вопросов не возникло ,даже заглянули краем глаза в малый зал (в это время там начинался банкет)."
10663,10,10663:5,,110,SERVICE#GENERAL,0,positive,NULL,0,"Оставили координаты, в этот же вечер было получено на почту меню."
10663,10,10663:6,,111,SERVICE#GENERAL,0,positive,Девушки официантки,18,"Девушки официантки все здороваются и улыбаются, интерьер потрясающий."
10663,10,10663:6,,111,AMBIENCE#GENERAL,48,positive,интерьер,56,"Девушки официантки все здороваются и улыбаются, интерьер потрясающий."
10663,10,10663:7,,112,,,,,,Решили вернуться пообедать.
10663,10,10663:8,,113,SERVICE#GENERAL,15,positive,встреча,22,Опять радушная встреча в гардеробе.
10663,10,10663:9,,114,SERVICE#GENERAL,0,positive,NULL,0,"Приятный комплимент в холодную погоду, пока ждали заказ попили горячего чая, потрясающе!"
10663,10,10663:9,,114,DRINKS#QUALITY,72,positive,чая,75,"Приятный комплимент в холодную погоду, пока ждали заказ попили горячего чая, потрясающе!"
10663,10,10663:10,,115,SERVICE#GENERAL,0,positive,Девушка официантка,18,"Девушка официантка (в чеке было написано Луиза) вежливая, обслуживание ненавязчивое, качественное."
10663,10,10663:10,,115,SERVICE#GENERAL,58,positive,обслуживание,70,"Девушка официантка (в чеке было написано Луиза) вежливая, обслуживание ненавязчивое, качественное."
10663,10,10663:11,,116,FOOD#QUALITY,0,positive,Кухня,5,Кухня очень хорошая!
10663,10,10663:12,,117,FOOD#QUALITY,0,positive,Мясо,4,"Мясо из своей коптильни потрясающее, вкуснятина!"
10663,10,10663:13,,118,FOOD#QUALITY,0,positive,Порции,6,Порции большие.
10663,10,10663:14,,119,RESTAURANT#GENERAL,0,positive,NULL,0,Остались очень довольны!
10663,10,10663:15,,120,RESTAURANT#GENERAL,26,positive,ресторана,35,"Сомнений по поводу выбора ресторана на свадьбу не возникло, надеюсь, что в самый важный день нашей жизни мы тоже останемся довольны, на этой неделе идем заказывать :)."
10663,10,10663:16,,121,RESTAURANT#GENERAL,41,positive,место,46,Всем советую сходить в это замечательное место!
10798,11,10798:0,,122,,,,,,Были сегодня с молодым человеком впервые.
10798,11,10798:1,,123,RESTAURANT#GENERAL,26,positive,место,31,"Могу сказать одно - нашли место, куда действительно стоит зайти каждому и приятно провести время в тихой, уютной обстановке."
10798,11,10798:1,,123,AMBIENCE#GENERAL,113,positive,обстановке,123,"Могу сказать одно - нашли место, куда действительно стоит зайти каждому и приятно провести время в тихой, уютной обстановке."
10798,11,10798:2,,124,AMBIENCE#GENERAL,31,positive,свечи,36,"Правда, очень мило, романтично свечи в воде на каждом столике, удобные кресла, приглушенный свет, музыка, аромат даже..все как надо."
10798,11,10798:2,,124,AMBIENCE#GENERAL,71,positive,кресла,77,"Правда, очень мило, романтично свечи в воде на каждом столике, удобные кресла, приглушенный свет, музыка, аромат даже..все как надо."
10798,11,10798:2,,124,AMBIENCE#GENERAL,79,positive,приглушенный свет,96,"Правда, очень мило, романтично свечи в воде на каждом столике, удобные кресла, приглушенный свет, музыка, аромат даже..все как надо."
