/Reviews,,,,,,,,,,
/Review/@rid,/Review/#id,/Review/sentences/sentence/@id,/Review/sentences/sentence/@OutOfScope,/Review/sentences/sentence/#id,/Review/sentences/sentence/Opinions/Opinion/@category,/Review/sentences/sentence/Opinions/Opinion/@from,/Review/sentences/sentence/Opinions/Opinion/@polarity,/Review/sentences/sentence/Opinions/Opinion/@target,/Review/sentences/sentence/Opinions/Opinion/@to,/Review/sentences/sentence/text
1001,2,1001:2,,8,SERVICE#GENERAL,27,negative,balik geldi,38,Kalamardan ve koladan önce balik geldi ve apar topar önümüze atildi.
1001,2,1001:3,,9,FOOD#QUALITY,13,negative,kalamar,20,ayrica gelen kalamar soguk ve sünger gibiydi.
1001,2,1001:4,,10,RESTAURANT#GENERAL,0,negative,NULL,0,uzun lafin kisasi kesinlikle ve asla bir daha gitmem ve tavsiyede etmem.
1001,2,1001:5,,11,RESTAURANT#GENERAL,39,negative,kalitesi,47,Daha önce de söyledigim gibi büyüdükçe kalitesi düsen yerlerden
1002,3,1002:0,,12,FOOD#QUALITY,11,negative,ev yemegi,20,Kesinlikle ev yemegi degil - Bu kadar basarisiz ev yemekleri olmasina ragmen ögle saatlerinde ki yogunlugu çözebilmis degilim.
1002,3,1002:1,,13,FOOD#QUALITY,22,negative,ev yemeginin,34,Ya insanlar gerçekten ev yemeginin nasil oldugunu bilmiyorlar.
1002,3,1002:2,,14,RESTAURANT#GENERAL,0,negative,NULL,0,Ya da herkes benim gibi 1 kere deniyor ve bir daha gitmiyor.
1002,3,1002:3,,15,RESTAURANT#PRICES,17,negative,fiyatlarinin,29,1 kere denedigim fiyatlarinin yüksek yemeklerinin lezzetsiz oldugu bir mekan önermiyorum.
1002,3,1002:3,,15,FOOD#QUALITY,37,negative,yemeklerinin,49,1 kere denedigim fiyatlarinin yüksek yemeklerinin lezzetsiz oldugu bir mekan önermiyorum.
1003,4,1003:0,,16,AMBIENCE#GENERAL,18,negative,kasap reyonu,30,"mekanın girişinde kasap reyonu ışıltılı,sıcak bir ortam yaratılmaya çalışılmış manzara olmadığı için bulunduğu konumda pek samimi bulmadım."
1003,4,1003:1,,17,SERVICE#GENERAL,0,negative,garsonumuz,10,garsonumuz ilgisizdi biz söyledikce yaptı buda benim restauranttan beklentimi zayıflatıyor.
1003,4,1003:2,,18,FOOD#QUALITY,27,positive,küşleme,34,lokumun daha iyisini yedim küşleme güzeldi.
1003,4,1003:2,,18,FOOD#QUALITY,0,neutral,lokumun,7,lokumun daha iyisini yedim küşleme güzeldi.
1003,4,1003:3,TRUE,19,,,,,,şazeli salata yani...
1003,4,1003:4,,20,RESTAURANT#GENERAL,10,neutral,mekana,16,bilemedim mekana daha sonra belki bir şans daha verebilirim.
1004,5,1004:0,,21,DRINKS#PRICES,91,negative,çayı,95,2 sene önce hızlı bir kahvaltı yapmak için geldiğimiz mekana dair hatırımda kalan 6 tl lik çayı oldu:
1004,5,1004:1,,22,DRINKS#PRICES,119,negative,çay,122,) menüde dikkat etmemiştik ama hesap gelince ufak bir şok yaşamıştık😩 güzel olabilir ama kahvaltıdan fazla ödediğimiz çay yüzünden bir daha uğramadık.
1004,5,1004:1,,22,RESTAURANT#GENERAL,0,positive,NULL,0,) menüde dikkat etmemiştik ama hesap gelince ufak bir şok yaşamıştık😩 güzel olabilir ama kahvaltıdan fazla ödediğimiz çay yüzünden bir daha uğramadık.
1005,6,1005:0,,23,FOOD#QUALITY,0,positive,Şatobiryanı,11,Şatobiryanı öneririm.
1005,6,1005:1,,24,FOOD#QUALITY,0,positive,Sosu,4,Sosu tereyagli ve yumusak .
1005,6,1005:2,,25,FOOD#QUALITY,5,positive,et,7,Sert et sevmeyenler icin cok lezzetliydi.
1005,6,1005:3,,26,FOOD#QUALITY,0,positive,Guvecte yogurt ve salatayla,27,Guvecte yogurt ve salatayla iyi bir uclu oldu.
1005,6,1005:4,,27,SERVICE#GENERAL,0,positive,Servisi,7,Servisi hizli valesi var.
1005,6,1005:5,,28,AMBIENCE#GENERAL,17,positive,gardenya bolumu,32,Acik mekanda ise gardenya bolumu guzel.
1005,6,1005:6,,29,RESTAURANT#GENERAL,0,positive,NULL,0,Kalabalik icin ideal.
1005,6,1005:7,TRUE,30,,,,,,Yaninda cafe ve nargile bolumu var.
1006,7,1006:0,TRUE,31,,,,,,"Cok fazla cesit var,insanin kafasi karışıyor dogrusu."
1006,7,1006:1,,32,FOOD#QUALITY,57,neutral,bourbon vanilla,72,Bugun çalışan arkadasin yonlendirmesiyle siyah caylardan bourbon vanilla ictik.
1006,7,1006:2,,33,DRINKS#QUALITY,50,positive,beyaz caylarini,65,Vanilya tadi gerçekten baya hissediliyodu ama ben beyaz caylarini daha cok begenmistim.
1006,7,1006:3,,34,AMBIENCE#GENERAL,0,positive,Ortam,5,"Ortam güzel,özellikle rahat oturma köşeleri👌 Esas kahve sever biri oldugum icin cok tercih ettigim mekan değil ama yine de arada degisiklik icin guzel olabilir."
1006,7,1006:3,,34,AMBIENCE#GENERAL,28,positive,oturma köşeleri,43,"Ortam güzel,özellikle rahat oturma köşeleri👌 Esas kahve sever biri oldugum icin cok tercih ettigim mekan değil ama yine de arada degisiklik icin guzel olabilir."
1007,8,1007:0,,35,RESTAURANT#GENERAL,38,negative,gitmenizi,47,Yoğun olduğu günlerde(cumartes-pazar) gitmenizi tavsiye etmem.
1007,8,1007:1,TRUE,36,,,,,,Lezzet değişiyor...
1007,8,1007:2,,37,RESTAURANT#GENERAL,20,positive,Pendik merkez ana şubesi,44,Şubelerden en iyisi Pendik merkez ana şubesi iyidir.
1008,9,1008:0,,38,FOOD#QUALITY,42,positive,kurufasülyeci,55,Bugüne kadar dışarıda yediğim en lezzetli kurufasülyeci.
1008,9,1008:1,TRUE,39,,,,,,Bir arkadaşımın tavsiyesi ile Ortaköy şubesine gittim.
1008,9,1008:2,,40,FOOD#QUALITY,0,positive,Fasulyesi,9,"Fasulyesi ağızda dağılıyor adeta, lokum gibi."
1008,9,1008:3,,41,FOOD#STYLE_OPTIONS,36,neutral,bekletiyorlarmış,52,Duyduğum kadarıyla suda değil sütte bekletiyorlarmış.
1008,9,1008:4,,42,FOOD#STYLE_OPTIONS,8,positive,"turşu, cacık veya yoğurtla",34,"Yanında turşu, cacık veya yoğurtla harika oluyor."
1008,9,1008:5,,43,FOOD#QUALITY,0,positive,Pilavı,6,"Pilavı da çok lezzetli, mis gibi tereyağ kokuyor."
1008,9,1008:5,,43,FOOD#QUALITY,41,positive,kokuyor,48,"Pilavı da çok lezzetli, mis gibi tereyağ kokuyor."
1008,9,1008:6,,44,FOOD#QUALITY,7,positive,sütlaçla,15,Finali sütlaçla yapmanızı tavsiye ediyorum.
1008,9,1008:7,,45,FOOD#QUALITY,0,positive,Sütlacı,7,Sütlacı da enfes.
1009,10,1009:0,,46,FOOD#QUALITY,137,positive,lezzet,143,"Hard Rock Cafe'de hiç sıra beklemeden oturmaya alışık değiliz ki biz, Avrupa veya Amerika'dakilerle aynı duyguyu vermiyor bu sebeple ama lezzet tabii yine aynı."
1009,10,1009:0,,46,SERVICE#GENERAL,22,neutral,sıra,26,"Hard Rock Cafe'de hiç sıra beklemeden oturmaya alışık değiliz ki biz, Avrupa veya Amerika'dakilerle aynı duyguyu vermiyor bu sebeple ama lezzet tabii yine aynı."
1009,10,1009:1,,47,FOOD#QUALITY,0,positive,Atıştırmalık Jumbo Combo,24,Atıştırmalık Jumbo Combo pek yummy!
1010,11,1010:0,,48,FOOD#QUALITY,0,positive,Deniz ürünleri,14,Deniz ürünleri çok başarılı.
1010,11,1010:1,,49,AMBIENCE#GENERAL,0,positive,Manzarası,9,Manzarası zaten mükemmel.
1010,11,1010:2,,50,AMBIENCE#GENERAL,43,positive,hissediyorsun,56,"Bütün istanbul'un güzelliğini, yoğunluğunu hissediyorsun."
1010,11,1010:3,,51,AMBIENCE#GENERAL,17,neutral,öğrenci mekanı,31,Onun dışında pek öğrenci mekanı değil.
1010,11,1010:4,,52,AMBIENCE#GENERAL,56,neutral,yer,59,"Özel günlerde gidilecek, küçük kutlamalar yapılacak bir yer"
1011,12,1011:0,,53,AMBIENCE#GENERAL,8,positive,sohbet edebilmek,24,"Rahatça sohbet edebilmek istiyorsanız, orta mükemmel."
1011,12,1011:1,,54,AMBIENCE#GENERAL,0,positive,Çalan müzik,11,"Çalan müzik tam kıvamında, rahatsız etmiyor."
1011,12,1011:2,,55,AMBIENCE#GENERAL,24,positive,manzara,31,"Yemekleri çok lezzetli, manzara mükemmel."
1011,12,1011:2,,55,FOOD#QUALITY,0,positive,Yemekleri,9,"Yemekleri çok lezzetli, manzara mükemmel."
1011,12,1011:3,,56,FOOD#PRICES,6,negative,hesap,11,"ancak hesap biraz abartılı geliyor, balık yemeden kişi başı 100 liradan fazla ödedik, itiraz etmek gerekir."
1012,13,1012:0,,57,SERVICE#GENERAL,21,negative,servis,27,Kalabalik zamanlarda servis fazlasiyla aksiyor.
1012,13,1012:1,,58,SERVICE#GENERAL,104,negative,siparis,111,"Bosken soylemis oldugum makarna ne kadar hizli geldiyse, mekanin dolmasiyla arkadasimin soylemis oldugu siparis unutuldu, defalarca hatirlatma yapmamiz gerekti."
1012,13,1012:2,,59,AMBIENCE#GENERAL,7,negative,masalarin,16,Ayrica masalarin fazla ic ice olmasi zaman zaman rahatsiz olmaniza neden olabiliyor
1013,14,1013:0,,60,AMBIENCE#GENERAL,44,positive,ortamında,53,"Kış aylarında içerideki sıcak ve loş ışıklı ortamında güzel yemekler yiyebilir, yazın da dışarıda o harika çilekli magnoliasından tadabilirsiniz."
1013,14,1013:0,,60,FOOD#QUALITY,60,positive,yemekler,68,"Kış aylarında içerideki sıcak ve loş ışıklı ortamında güzel yemekler yiyebilir, yazın da dışarıda o harika çilekli magnoliasından tadabilirsiniz."
1013,14,1013:0,,60,FOOD#QUALITY,107,positive,çilekli magnoliasından,129,"Kış aylarında içerideki sıcak ve loş ışıklı ortamında güzel yemekler yiyebilir, yazın da dışarıda o harika çilekli magnoliasından tadabilirsiniz."
1013,14,1013:1,,61,FOOD#QUALITY,31,positive,tat,34,İçinizi serinletecek enfes bir tat.
1014,15,1014:0,,62,SERVICE#GENERAL,0,negative,Garsonlar,9,Garsonlar suratsiz.
1014,15,1014:1,,63,RESTAURANT#GENERAL,0,negative,NULL,0,Bu kadar methedilmeyi hakketmiyor.
1014,15,1014:2,,64,FOOD#STYLE_OPTIONS,0,negative,Kasarli köftenin,16,Kasarli köftenin içinde kasar olmayan ve köfte ustasi geçinen bir yer!
1014,15,1014:2,,64,RESTAURANT#GENERAL,66,negative,yer,69,Kasarli köftenin içinde kasar olmayan ve köfte ustasi geçinen bir yer!
1014,15,1014:3,TRUE,65,,,,,,Açiklama:
1014,15,1014:4,TRUE,66,,,,,,kasarla köfte yoguruluyormus.
1014,15,1014:5,,67,SERVICE#GENERAL,0,negative,Isletme sahibi,14,Isletme sahibi kaba.
1014,15,1014:6,,68,FOOD#STYLE_OPTIONS,6,negative,kasarli köfte,19,Bizim kasarli köfte tanimimiz böyle diyor sadece!
1014,15,1014:7,,69,RESTAURANT#GENERAL,0,negative,Müsteri memnuniyeti,19,Müsteri memnuniyeti sifir!
1015,16,1015:0,,70,FOOD#QUALITY,25,positive,pide,29,"Yılların Sampi'si, canım pide istediğimde eve sipariş için tercih ettiğim yerlerdendir."
1015,16,1015:1,,71,FOOD#STYLE_OPTIONS,29,negative,menüde,35,O zaman keşke başlangıçlarda menüde yer almasa!
1015,16,1015:2,,72,RESTAURANT#GENERAL,85,positive,fiyatları,94,Beşiktaş'ta tam otobüs duraklarının arkasında olmasından dolayı ulaşımı çok kolay ve fiyatları elbette çok makul.
1015,16,1015:2,,72,LOCATION#GENERAL,64,positive,ulaşımı,71,Beşiktaş'ta tam otobüs duraklarının arkasında olmasından dolayı ulaşımı çok kolay ve fiyatları elbette çok makul.
1015,16,1015:3,TRUE,73,,,,,,İlk defa bir şubesine gidip oturup yemek yedim.
1015,16,1015:4,,74,FOOD#STYLE_OPTIONS,10,positive,pide,14,"Ben çıtır pide sevenlerdenim, dolayısıyla siparişi verirken özellikle rica ettim ve gerçekten de çitir çitir pide geldi."
1015,16,1015:5,,75,FOOD#STYLE_OPTIONS,66,negative,pideyi,72,Ancak maalesef birlikte gittiğim arkadaşlarım hiç sevmezmiş çıtır pideyi ve tabii ki onların ki de çıtır geldi.
1015,16,1015:6,TRUE,76,,,,,,Evet suçluyum!
1015,16,1015:7,TRUE,77,,,,,,Tek ayak üstünde köşeme çekiliyorum!
1015,16,1015:8,,78,FOOD#QUALITY,6,positive,tadı,10,Neyse tadı paket servisten elbette çok daha iyidi neticede beklemeden yeme imkanınız var.
1015,16,1015:9,,79,FOOD#STYLE_OPTIONS,0,positive,Malzemesi,9,"Malzemesi bol, porsiyonu tam kıvamındaydı."
1015,16,1015:9,,79,FOOD#STYLE_OPTIONS,15,positive,porsiyonu,24,"Malzemesi bol, porsiyonu tam kıvamındaydı."
1015,16,1015:10,TRUE,80,,,,,,"Başlangıç olarak Lahmacun sipariş etmek istemiştik, ancak garson Lahmacunun Pide'den daha uzun sürdüğünü belirtti, çünkü hamuru taze açılıyormuş."
1016,17,1016:0,,81,LOCATION#GENERAL,0,positive,Beşiktaş'ın göbeğinde,21,Beşiktaş'ın göbeğinde.
1016,17,1016:1,TRUE,82,,,,,,"Çok da pide delisi olmayan, başka bir şubesine bugüne kadar da hiç gitmemiş biri."
1016,17,1016:2,,83,RESTAURANT#GENERAL,3,negative,deneyim,10,Ve deneyim maalesef çok da olumlu olmadı.
1016,17,1016:3,,84,FOOD#QUALITY,0,positive,Pide lezzeti,12,"Pide lezzeti lafım yok, ama sipariş verirken bir arkadaşımızın kenarlarını çıtır çıtır istemesini yanlış anlamış olacak ki, tüm siparişleri çıtır çıtır getirdi."
1016,17,1016:3,,84,SERVICE#GENERAL,128,negative,siparişleri,139,"Pide lezzeti lafım yok, ama sipariş verirken bir arkadaşımızın kenarlarını çıtır çıtır istemesini yanlış anlamış olacak ki, tüm siparişleri çıtır çıtır getirdi."
1016,17,1016:4,,85,FOOD#QUALITY,41,positive,ortası,47,"Sevmediğimden yiyemedim kenarlarını, ama ortası pek lezizdi."
1016,17,1016:4,,85,FOOD#STYLE_OPTIONS,24,negative,kenarlarını,35,"Sevmediğimden yiyemedim kenarlarını, ama ortası pek lezizdi."
1016,17,1016:5,,86,SERVICE#GENERAL,87,negative,gelecek,94,"Başlangıç için menüde başlangıçlarda yer alan lahmacunun, ana yiyecek pideden daha geç gelecek olması ise ayrı bi durumdu tabii."
1016,17,1016:6,,87,FOOD#QUALITY,0,negative,Yemek,5,"Yemek yemek için çok fazla vaktiniz yoksa, bütçeyi çok sarsmayalım, çok keyifli yemek yemesek de olur yeter ki karnımız doysun diye düşünenler için Çarşı'nın göbeğinde Sampi gayet ideal."
1016,17,1016:6,,87,RESTAURANT#PRICES,43,positive,bütçeyi,50,"Yemek yemek için çok fazla vaktiniz yoksa, bütçeyi çok sarsmayalım, çok keyifli yemek yemesek de olur yeter ki karnımız doysun diye düşünenler için Çarşı'nın göbeğinde Sampi gayet ideal."
1017,18,1017:0,TRUE,88,,,,,,Servis:
1017,18,1017:1,TRUE,89,,,,,,4 Fiyat:
1017,18,1017:2,TRUE,90,,,,,,5 Mekan:
1017,18,1017:3,TRUE,91,,,,,,8 Lezzet:
1017,18,1017:4,,92,FOOD#QUALITY,33,positive,kahvalti,41,"4 sicak iceceklerde servis agir, kahvalti icin tercih edilwbilir olsa da lezzete gore fiyat yuksek kaliyor."
1017,18,1017:4,,92,FOOD#PRICES,86,negative,fiyat,91,"4 sicak iceceklerde servis agir, kahvalti icin tercih edilwbilir olsa da lezzete gore fiyat yuksek kaliyor."
1017,18,1017:4,,92,SERVICE#GENERAL,20,negative,servis,26,"4 sicak iceceklerde servis agir, kahvalti icin tercih edilwbilir olsa da lezzete gore fiyat yuksek kaliyor."
1018,19,1018:0,,93,FOOD#QUALITY,69,positive,yemekleri,78,Mutlaka bir hafta önceden rezarvasyon yaptırın iyi bir rum meyhanesi yemekleri başarılı olduğu gibi şahane bir manzarası var bu mekanın en büyük olayı sürekli ikram yapmalarıdır pahalı olmasına rağmen hak ediyor.
1018,19,1018:0,,93,FOOD#STYLE_OPTIONS,159,positive,ikram,164,Mutlaka bir hafta önceden rezarvasyon yaptırın iyi bir rum meyhanesi yemekleri başarılı olduğu gibi şahane bir manzarası var bu mekanın en büyük olayı sürekli ikram yapmalarıdır pahalı olmasına rağmen hak ediyor.
1018,19,1018:0,,93,AMBIENCE#GENERAL,111,positive,manzarası,120,Mutlaka bir hafta önceden rezarvasyon yaptırın iyi bir rum meyhanesi yemekleri başarılı olduğu gibi şahane bir manzarası var bu mekanın en büyük olayı sürekli ikram yapmalarıdır pahalı olmasına rağmen hak ediyor.
1018,19,1018:1,,94,RESTAURANT#GENERAL,97,positive,yerlerden,106,Mutlaka ızgara mantar ve istakoz kavurma deneyin gittiğim ve hiçbir zaman pişman olmadığım ender yerlerden biridir
1018,19,1018:1,,94,FOOD#QUALITY,25,positive,istakoz kavurma,40,Mutlaka ızgara mantar ve istakoz kavurma deneyin gittiğim ve hiçbir zaman pişman olmadığım ender yerlerden biridir
1018,19,1018:1,,94,FOOD#QUALITY,8,positive,ızgara mantar,21,Mutlaka ızgara mantar ve istakoz kavurma deneyin gittiğim ve hiçbir zaman pişman olmadığım ender yerlerden biridir
1019,20,1019:0,,95,FOOD#QUALITY,44,positive,mezelerde,53,Baliklarin yanina Rum ve ermeni mutfagindan mezelerde pek bir yakisiyor.
1019,20,1019:1,,96,FOOD#QUALITY,22,positive,kagitta balik pastirma,44,"kuskonmaz somon sarma,kagitta balik pastirma kesinlikle denenmeli."
1019,20,1019:1,,96,FOOD#QUALITY,0,positive,kuskonmaz somon sarma,21,"kuskonmaz somon sarma,kagitta balik pastirma kesinlikle denenmeli."
1020,21,1020:0,,97,DRINKS#QUALITY,7,positive,caylar,13,Burada caylar harika!
1020,21,1020:1,TRUE,98,,,,,,Bourbon Vanilla 34 numarali cay.
1020,21,1020:2,,99,FOOD#QUALITY,57,positive,lezzet,63,Vanilla ve portakal aromasina doyamayacaginiz harika bir lezzet olmus.
1020,21,1020:3,,100,AMBIENCE#GENERAL,48,negative,manzara,55,Ortam muhabbet edebilmek icin gayet guzel fakat manzara beklentiniz var ise baska yeri tercih etmelisiniz.
1020,21,1020:3,,100,AMBIENCE#GENERAL,0,positive,Ortam,5,Ortam muhabbet edebilmek icin gayet guzel fakat manzara beklentiniz var ise baska yeri tercih etmelisiniz.
1020,21,1020:4,,101,DRINKS#STYLE_OPTIONS,27,positive,cay,30,Tam tamina 60 farkli cesit cay bulabileceginiz bu mekani ziyaret etmelisiniz!
1021,22,1021:0,,102,RESTAURANT#GENERAL,7,positive,mekan,12,"Hoş bi mekan, severek giderim ve ayrılırken de memnuniyetle ayrılırım her zaman."
1021,22,1021:1,,103,AMBIENCE#GENERAL,48,positive,köprünün ve hisarın ışıkları,76,"Özellikle akşamları gidilmesini tavsiye ederim, köprünün ve hisarın ışıkları yandığında ayrı bi zevki var."
1021,22,1021:2,,104,AMBIENCE#GENERAL,6,positive,canlı müzikle,19,Hemde canlı müzikle :
1022,23,1022:0,,105,RESTAURANT#GENERAL,0,negative,NULL,0,Daha iyisi var.
1022,23,1022:1,,106,FOOD#QUALITY,8,negative,doneri,14,Buranin doneri dedikleri kadar efsane degil.
1022,23,1022:2,,107,FOOD#QUALITY,0,negative,Eti,3,"Eti yagli , kokuyor, ince dilinmis ve en kotusu aradan 3 saat gecmesine ragmen migdem bulaniyor."
1022,23,1022:2,,107,FOOD#STYLE_OPTIONS,0,negative,Eti,3,"Eti yagli , kokuyor, ince dilinmis ve en kotusu aradan 3 saat gecmesine ragmen migdem bulaniyor."
1022,23,1022:3,,108,AMBIENCE#GENERAL,0,negative,Ortami,6,Ortami da begenmedim kalabalik 3. Sinif bir yer.
1022,23,1022:4,,109,RESTAURANT#GENERAL,0,negative,NULL,0,Bir daha gitmem
1023,24,1023:0,,110,AMBIENCE#GENERAL,14,positive,mekan,19,"Eti lezzetli, mekan gösterişli."
1023,24,1023:0,,110,FOOD#QUALITY,0,positive,Eti,3,"Eti lezzetli, mekan gösterişli."
1023,24,1023:1,,111,SERVICE#GENERAL,4,negative,sunum,9,Ama sunum resmen sıfır.
1023,24,1023:2,,112,FOOD#STYLE_OPTIONS,41,negative,tabağa,47,30 tl aldığınız hamburger için düz beyaz tabağa koymaktan öteye gidebilirsiniz bence?
1023,24,1023:3,,113,FOOD#QUALITY,0,negative,Havuç dilimi,12,Havuç dilimi ise aşırı yağlı ve şerbetli.
1023,24,1023:4,,114,RESTAURANT#GENERAL,0,negative,NULL,0,Pek yaratıcı özel bir yanı yok.
1024,25,1024:0,,115,SERVICE#GENERAL,39,negative,servis,45,Pazar günü 14.30'a kadar kahvaltı dışı servis yapmayan Big Chefs!
1024,25,1024:1,,116,SERVICE#GENERAL,0,negative,NULL,0,"Kahvaltı sonrası kahve içmeye gittik, kapıdan döndük ve saat 13.30'du, şaka sandım bir an..."
1024,25,1024:2,,117,RESTAURANT#GENERAL,7,negative,Big Chefs,16,"Olmadı Big Chefs, zincirsin sen..."
1025,26,1025:0,TRUE,118,,,,,,Leventte ki buyuk alisveris merkezlerinden cok sıkılmış olarak buraya gidelim dedik.
1025,26,1025:1,TRUE,119,,,,,,Ben kofte durum arkadasim tavuk WRAP( menu de meksika mutfagi olarak adlandirilmis bolumde ismi böyle geciyordu biz garson beye tavuk durum diyince garson bey buyuk bi titizlikle onun wrap oldugunu soyledi) istedi.
1025,26,1025:2,,120,FOOD#STYLE_OPTIONS,32,negative,tavuk WRAPimiz,46,Menude yazilmis olmasina ragmen tavuk WRAPimiz patates ile gelmedi nedenini sordugumuz da patatesi kaldirdiklarini menulerini henuz degistirmediklerini soylediler.
1025,26,1025:3,,121,SERVICE#GENERAL,39,negative,kofte durum,50,Gelen tavuk Wrapten 5 dakika sonra biz kofte durum istememize ragmen tavuk sis dürümu geldi durumu soyledik ve degistirdiler.
1025,26,1025:4,,122,FOOD#QUALITY,21,neutral,kofte durum,32,"Tavuklar kupkuruydu, kofte durum ise siradandi."
1025,26,1025:4,,122,FOOD#QUALITY,0,negative,Tavuklar,8,"Tavuklar kupkuruydu, kofte durum ise siradandi."
1025,26,1025:5,,123,FOOD#QUALITY,84,negative,tatla,89,Ikisininde yanindaki yesillikler sus icin konulmus olup yemeye kalktigimizda aci bi tatla karsilastik.
1025,26,1025:6,,124,FOOD#STYLE_OPTIONS,0,neutral,Zeytinyagli tabagi,18,"Zeytinyagli tabagi soyledik icinde fasulye, barbunya, biber dolmasi, sarma ve saksuka vardi."
1025,26,1025:7,,125,FOOD#STYLE_OPTIONS,28,negative,koymak,34,Tadlari yerindeydi fakat az koymak icin bayagi bi zorlamislar kendilerini.
1025,26,1025:7,,125,FOOD#QUALITY,0,positive,Tadlari,7,Tadlari yerindeydi fakat az koymak icin bayagi bi zorlamislar kendilerini.
1025,26,1025:8,,126,SERVICE#GENERAL,17,negative,servis,23,"Fiyatlar normal, servis cok yavaş, tuvaletler ise pis."
1025,26,1025:8,,126,RESTAURANT#PRICES,0,neutral,Fiyatlar,8,"Fiyatlar normal, servis cok yavaş, tuvaletler ise pis."
1025,26,1025:8,,126,AMBIENCE#GENERAL,35,negative,tuvaletler,45,"Fiyatlar normal, servis cok yavaş, tuvaletler ise pis."
1026,27,1026:0,,127,SERVICE#GENERAL,66,negative,servis elemanlari,83,"güzel olan tek sey manzaraydi, evet çocuk oyun alani var bakimsiz servis elemanlari suratsiz, hele omlet yapan bir bayan var ki benim oturdugum masa dibindeydi gelen herkese bir surat bir tavir ben böyle birsey görmedim ."
1026,27,1026:0,,127,SERVICE#GENERAL,115,negative,bayan,120,"güzel olan tek sey manzaraydi, evet çocuk oyun alani var bakimsiz servis elemanlari suratsiz, hele omlet yapan bir bayan var ki benim oturdugum masa dibindeydi gelen herkese bir surat bir tavir ben böyle birsey görmedim ."
1026,27,1026:0,,127,AMBIENCE#GENERAL,19,positive,manzaraydi,29,"güzel olan tek sey manzaraydi, evet çocuk oyun alani var bakimsiz servis elemanlari suratsiz, hele omlet yapan bir bayan var ki benim oturdugum masa dibindeydi gelen herkese bir surat bir tavir ben böyle birsey görmedim ."
1026,27,1026:1,,128,FOOD#STYLE_OPTIONS,26,positive,çesit,31,"açik büfe kahvaltisi evet çesit çoktu ancak sunum beni tatmin etmedi, temizlik hijyen hissi uyandirmadi."
1026,27,1026:1,,128,FOOD#STYLE_OPTIONS,44,negative,sunum,49,"açik büfe kahvaltisi evet çesit çoktu ancak sunum beni tatmin etmedi, temizlik hijyen hissi uyandirmadi."
1027,28,1027:0,,129,RESTAURANT#GENERAL,4,positive,mekan,9,Hos mekan - Mekan yaklasik 3-4 aydir var Tuzla'da.
1027,28,1027:1,,130,RESTAURANT#GENERAL,18,positive,yerlerden,27,Gidilebilecek iyi yerlerden birisi.
1027,28,1027:2,,131,SERVICE#GENERAL,115,negative,garsonlarin,126,Ilk açildigi ay gittigimizde çok memnun kalmistik ama daha sonraki gidislerimizde servisin çok fazla aksadigina ve garsonlarin yogunluk nedeni ile herkes ile ilgilenememesini gözlemledik.
