/Reviews,,,,,
/Review/@rid,/Review/#id,/Review/sentences/sentence/@id,/Review/sentences/sentence/Opinions/Opinion/@category,/Review/sentences/sentence/Opinions/Opinion/@polarity,/Review/sentences/sentence/text
10,10,10:29,,,可以顺势把电池做大。
10,10,10:30,,,4、机械快门线接口。
10,10,10:31,,,我是从凤凰303，
10,10,10:32,,,海鸥4b入的门，
10,10,10:33,,,机械快门线因为是机械传动，
10,10,10:34,CAMERA#OPERATION_PERFORMANCE,negative,稳定性照电子快门线和遥控器差的多，
10,10,10:35,,,想想一条钢丝插在快门按钮上晃来晃去，
10,10,10:36,,,我就想说，
10,10,10:37,,,为了复古，
10,10,10:38,,,就全部照搬，
10,10,10:39,,,不知道设计师到底怎么想的。
10,10,10:40,,,还有那个富士x100，
10,10,10:41,CAMERA#DESIGN_FEATURES,negative,也是如此的设计。
10,10,10:42,,,5、还有一条，
10,10,10:43,,,对我来说是缺点，
10,10,10:44,,,但对别人也许是优点。
10,10,10:45,,,就是我觉得把闪光灯的位置如果让给取景器更好。
10,10,10:46,,,因为我觉得闪光灯离镜 ...
10,10,10:47,,,——为了能让骚尼能引起重视，
10,10,10:48,,,争取每天把影友对RX1这个意见顶起来，
10,10,10:49,,,啥时骚尼把这些不足改正、改进了这些不足，
10,10,10:50,,,就下手，
10,10,10:51,,,不再玩任何其它品牌机子了！
10,10,10:52,,,我等……
11,11,11:0,,,刚入手D600，
11,11,11:1,HARDWARE#GENERAL,positive,新机开封0快门OK，
11,11,11:2,HARDWARE#OPERATION_PERFORMANCE,negative,不过感觉快门很涩，
11,11,11:3,,,感觉没有以前用的D90清脆，
11,11,11:4,,,单次快门有很明显的两声。
11,11,11:5,HARDWARE#OPERATION_PERFORMANCE,negative,快门打到250尽然有重影，
11,11,11:6,,,也不新手，
11,11,11:7,,,奇了怪了。
11,11,11:8,,,后来打到CH档，
11,11,11:9,,,按住快门时，
11,11,11:10,,,并不连续，
11,11,11:11,,,中间会有停顿。
11,11,11:12,,,感觉很不畅，
11,11,11:13,,,像有东西卡一样。
11,11,11:14,,,后来我调节快门至1000，
11,11,11:15,,,CH打到5fps，
11,11,11:16,,,就连续打机关枪，
11,11,11:17,,,快门大概打了200次左右。
11,11,11:18,HARDWARE#OPERATION_PERFORMANCE,positive,快门声音变清脆多了。
11,11,11:19,,,单次快门没有之前明显的两声了，
11,11,11:20,,,真头大！
11,11,11:21,,,再看新拍的照片也没有之前的重影了。
11,11,11:22,,,我这算不算传说中的快门事件？
11,11,11:23,,,还是个例外？
11,11,11:24,,,请问各位前辈学长们，
11,11,11:25,,,有没有遇到相同问题？
11,11,11:26,,,盼分解！
11,11,11:27,,,"真心觉得,"
11,11,11:28,CAMERA#QUALITY,negative,"D600质量还不如以前的D90,"
11,11,11:29,,,要不是看在全副的面子上...
11,11,11:30,,,泪牛满面~
12,12,12:0,,,最近看到论坛上很多摄友对于索尼的A58嗤之以鼻，
12,12,12:1,,,挑很多毛病。
12,12,12:2,,,看到了非常多，
12,12,12:3,,,其实我想发表一下自己的看法。
12,12,12:4,,,其实我不否认，
12,12,12:5,,,一开始这款机子公布以后我也很失望，
12,12,12:6,,,期待是因为感觉终于有一部索尼新的CMOS传感器来代替原来的1620万的“神之传感器”了。
12,12,12:7,PHOTO#QUALITY,positive,像素提升了400万，
12,12,12:8,PHOTO#QUALITY,positive,而且高感的效果并没有下降，
12,12,12:9,,,从目前的样片来看，
12,12,12:10,PHOTO#QUALITY,positive,感觉高感效果和宽容度不亚于原来的A57。
12,12,12:11,CAMERA#OPERATION_PERFORMANCE,positive,感觉高感效果和宽容度不亚于原来的A57。
12,12,12:12,,,论坛上的大多朋友之所以很反感这部机器，
12,12,12:13,,,主要的原因其实不外乎三个：
12,12,12:14,HARDWARE#DESIGN_FEATURES,negative,1，和“5”开头的机器甚至“3”开头的机器都不相符的塑料卡口。
12,12,12:15,,,2，在佳能的屏幕像素升至102万、自家的卡片机RX100都升至123万像素的时候，
12,12,12:16,DISPLAY#DESIGN_FEATURES,positive,A58的LCD屏幕不升反降，
12,12,12:17,,,变成了与A37相同的46万像素。
12,12,12:18,CAMERA#OPERATION_PERFORMANCE,negative,3，完全没有发挥半透镜优势的对焦6张/秒的连拍速度。
12,12,12:19,,,对于画质这方面，
12,12,12:20,,,我也没资格说A58一定好于A57，
12,12,12:21,,,但是就目前来看，
12,12,12:22,,,599美元的18-55 Ⅱ套机无疑是最有利的竞争资本。
12,12,12:23,,,而且就目前的资料来看，
12,12,12:24,,,A58就是A37的替代品，
12,12,12:25,,,因为A57并没有停产，
12,12,12:26,,,这两者的定位从参数上就能看得非常清楚。
12,12,12:27,,,在这个价位下，
12,12,12:28,,,你还能奢望什么呢。
12,12,12:29,,,3000+的单反/单电相机，
12,12,12:30,,,说句实话，
12,12,12:31,,,不算贵。
12,12,12:32,,,一切的性能都是从价位上直接反映出来的，
12,12,12:33,,,如果我发一个帖子说“我想要一个镁合金机身，
12,12,12:34,,,全画幅，
12,12,12:35,,,2400万像素，
12,12,12:36,,,各种功能齐全、
12,12,12:37,,,并且够我用2年不过时的相机，
12,12,12:38,,,但我只有5000块钱，
12,12,12:39,,,求推荐。”
12,12,12:40,,,这种帖子一定不乏楼主傻X、做梦去吧、自己造一台之类的回复吧~
12,12,12:41,,,原因很简单，
12,12,12:42,,,因为我付出的钱和我拿到的东西不是等价的，
12,12,12:43,,,同样的道理，
12,12,12:44,,,把A58的卡口换成金属，
12,12,12:45,,,用上A57的快门、把连拍速度提上去，
12,12,12:46,,,再换成92万的主流LCD，
12,12,12:47,,,（也就是一个升级了传感器的A57）
12,12,12:48,,,你说请把它配上一个18-55Ⅱ镜头以599美金的价格卖给我，
12,12,12:49,,,朋友们，
12,12,12:50,,,厂家不是傻子。
12,12,12:51,,,当然，
12,12,12:52,,,对器材的追求永远是摄影者不变的话题，
12,12,12:53,,,谁都希望以最低的价格拿到最好的东西。
12,12,12:54,,,但是，
12,12,12:55,,,毕竟成本在那摆着。
12,12,12:56,,,希望大家把眼光转向技术层面，
12,12,12:57,,,一个能用一台入门级拍出好作品的人，
12,12,12:58,,,给他更好的机器只会让他的创作更加得心应手。
12,12,12:59,,,而一味追求器材，
12,12,0.541666667,,,其实是忽略了摄影的本质。
12,12,0.542361111,,,还希望论坛里的朋友多把目光转向技术层面。
12,12,0.543055556,,,最后声明一下，
12,12,0.54375,,,本人并不是什么索黑或者索粉，
12,12,0.544444444,,,我只是一个理性购买器材的摄影爱好者，
12,12,0.545138889,,,手头的器材是A77，
12,12,0.545833333,,,NEX6，
12,12,0.546527778,,,尼康FM2，
12,12,0.547222222,,,海鸥4B以及宝丽来Model100。
12,12,0.547916667,,,我选择的只是好用、耐用的器材，
12,12,0.548611111,,,和品牌关系不大。
12,12,0.549305556,,,发这个帖子也并不是顶索尼，
12,12,0.55,,,而是希望论坛里的朋友们对新发布而又没有达到自己预想的机器抱一个端正的态度。
12,12,0.550694444,,,最后希望大家一如既往的多出好片~
13,13,13:0,,,参看了一下epl5，
13,13,13:1,,,发现各方面都不错，
13,13,13:2,,,合眼缘，
13,13,13:3,CAMERA#QUALITY,positive,性能貌似也不弱
13,13,13:4,,,希望松下跟进，
13,13,13:5,,,尺寸能更小就最好了，
13,13,13:6,,,要USB充电！
13,13,13:7,,,搭个14饼揣口袋，
13,13,13:8,,,圆满。
14,14,14:0,,,我开始也是在这两里选，
14,14,14:1,LENS#DESIGN_FEATURES,negative,EPL5没有EVE，
14,14,14:2,,,这个我很看重，
14,14,14:3,,,因为在阳光下不带EVE很痛苦，
14,14,14:4,,,而且上个长焦，
14,14,14:5,,,用头顶着，
14,14,14:6,,,稳定性好很多，
14,14,14:7,,,一查EM5那种EVE是1900元，
14,14,14:8,,,再看一屏，
14,14,14:9,DISPLAY#OPERATION_PERFORMANCE,positive,EM5也强出不少，
14,14,14:10,,,EPL5单机3000左右，
14,14,14:11,,,加上屏和EVE的因素，
14,14,14:12,,,这时3000+2000=5000元了，
14,14,14:13,,,EM5大概6200元，
14,14,14:14,,,这1200元就是全属机身，
14,14,14:15,,,5轴了防抖，
14,14,14:16,,,机身做工，
14,14,14:17,,,操做感什么的。
14,14,14:18,,,想了想，
14,14,14:19,,,对自己好点吧，
14,14,14:20,,,上EM5吧，
14,14,14:21,,,要是上了EPL5，
14,14,14:22,,,肯定还是想着EM5
14,14,14:23,,,下月EP5发布，
14,14,14:24,,,带EVE，
14,14,14:25,,,价格估计在这两之间，
14,14,14:26,,,要不等一等。
14,14,14:27,PHOTO#QUALITY,negative,其实松下G5除了画质外，
14,14,14:28,,,各方面我都很满意，
14,14,14:29,,,EVE，
14,14,14:30,,,内闪，
14,14,14:31,,,翻转屏，
14,14,14:32,,,静音快门，
14,14,14:33,,,握感很好，
14,14,14:34,CAMERA#OPERATION_PERFORMANCE,negative,奥巴的机器握感都不好
15,15,15:0,CAMERA#OPERATION_PERFORMANCE,positive,em5比epl5的优点是防抖极强，
15,15,15:1,HARDWARE#USABILITY,positive,防滴溅，
15,15,15:2,CAMERA#PORTABILITY,negative,缺点是体积略大，
15,15,15:3,CAMERA#PORTABILITY,negative,重量重不少
15,15,15:4,CAMERA#DESIGN_FEATURES,positive,（但实际外观也很小巧），
15,15,15:5,CAMERA#PRICE,negative,价格贵不少。
15,15,15:6,,,epl5优势是更加轻便，
15,15,15:7,CAMERA#DESIGN_FEATURES,positive,外形比较时尚，
15,15,15:8,,,也便宜不少。
15,15,15:9,,,资金充足尽量买em5
16,16,16:0,,,前段时间我刚在TB上入了17-50（港行），
16,16,16:1,,,还不错！
16,16,16:2,PHOTO#QUALITY,positive,成像锐利，
16,16,16:3,PHOTO#QUALITY,negative,就是色彩比较淡，
16,16,16:4,,,有点呆板，
16,16,16:5,PHOTO#QUALITY,positive,没有宾得的鲜锐感。
16,16,16:6,,,但总体来说还是不错的，
16,16,16:7,FOCUS#OPERATION_PERFORMANCE,positive,对焦比sdm快，
16,16,16:8,CAMERA#QUALITY,positive,做工也不错，
16,16,16:9,,,比不了饼干，
16,16,16:10,,,但不比18-135差。
16,16,16:11,,,由于适马和宾得和sony有协议所以少了os，
16,16,16:12,,,这个比较遗憾！
16,16,16:13,,,今年还打算入8-16和70-200，
16,16,16:14,,,穷人买不起原厂啊，
16,16,16:15,,,换门伤不起，
16,16,16:16,,,也舍不得饼干，
16,16,16:17,,,小地方更伤不起sdm。
16,16,16:18,,,所以我觉得适马是不错的选择！
16,16,16:19,,,注意17-50行程比较短，
16,16,16:20,,,17端容易近距跑焦
17,17,17:0,,,G5吧，
17,17,17:1,,,目前单机3700，
17,17,17:2,,,套机5000左右。
17,17,17:3,FOCUS#OPERATION_PERFORMANCE,positive,对焦速度很快、
17,17,17:4,DISPLAY#USABILITY,positive,液晶屏可以全角度旋转，
17,17,17:5,PHOTO#QUALITY,positive,高感也不比EPL5/EM5差，
17,17,17:6,,,多EPL5还多个EVF。
17,17,17:7,,,如果喜欢奥巴可以考虑EPL5，
17,17,17:8,,,除了屏只能上翻170度，
17,17,17:9,,,不过自拍应该够，
17,17,17:10,PHOTO#QUALITY,positive,高感也不错，
17,17,17:11,CAMERA#OPERATION_PERFORMANCE,negative,只是控制和手感恐怕没有G5这么舒服。
17,17,17:12,CAMERA#QUALITY,negative,只是控制和手感恐怕没有G5这么舒服。
17,17,17:13,PHOTO#QUALITY,negative,PS：色彩的话，
17,17,17:14,,,其实现在新出的G5和GH3都不差，
17,17,17:15,,,跟奥巴比各有千秋。
18,18,18:0,FOCUS#OPERATION_PERFORMANCE,positive,据说松下对焦比奥巴快点，
18,18,18:1,,,不过奥巴也非常快了，
18,18,18:2,,,可以忽略
18,18,18:3,,,gx1比g3新一点，
18,18,18:4,FOCUS#OPERATION_PERFORMANCE,positive,当时宣传对焦更快，
18,18,18:5,,,不过也是微小的差距，
18,18,18:6,PHOTO#QUALITY,negative,gf系列的画质一般。
18,18,18:7,PHOTO#GENERAL,positive,成像epl5最新最好，
18,18,18:8,CAMERA#PRICE,negative,价格也最高，
18,18,18:9,,,建议还是买epl5
19,19,19:0,,,试用了一下5D2，
19,19,19:1,CAMERA#OPERATION_PERFORMANCE,positive,效果很出乎我的意料。
19,19,19:2,,,之前，
19,19,19:3,,,"只用过40D,"
19,19,19:4,,,没有用过全幅。
19,19,19:5,,,同样的镜头，
19,19,19:6,PHOTO#GENERAL,positive,5D2出片，
19,19,19:7,,,细腻、清晰、层次丰富，
19,19,19:8,,,是比40D好太多了。
19,19,19:9,,,奇怪，
19,19,19:10,,,原图自己电脑上看很清楚，
19,19,19:11,,,怎么压缩后传到无忌上这么不清楚了？
19,19,19:12,,,郁闷。
20,20,20:0,,,"先吐槽一下,"
20,20,20:1,FOCUS#OPERATION_PERFORMANCE,negative,"650d的对焦,"
20,20,20:2,,,"是在是太烂了,"
20,20,20:3,,,"大部分都不清楚(我用的快速对焦模式),"
20,20,20:4,,,"唉,早知道就买7d了."
20,20,20:5,FOCUS#OPERATION_PERFORMANCE,negative,"对焦烂也就算了,"
20,20,20:6,PHOTO#QUALITY,negative,"画面也惨不忍睹,"
20,20,20:7,,,"雾蒙蒙的,"
20,20,20:8,,,"用dpp也调不好(我用7d也用了3年多了,dpp操作还是比较熟悉的.)"
20,20,20:9,,,1.镜头都是15-85.
20,20,20:10,LENS#OPERATION_PERFORMANCE,positive,"2.7d阳光下拍出来很正常,"
20,20,20:11,LENS#OPERATION_PERFORMANCE,negative,"650d拍出来白蒙蒙的,"
20,20,20:12,,,"都是av模式,iso100,局部测光, 顺光拍摄, 快速对焦."
20,20,20:13,,,"哪个大哥大姐给支点招啊,"
20,20,20:14,,,"是不是机子和镜头有问题啊,"
20,20,20:15,,,还是650d和7d拍摄的设置要不一样一点啊???
21,21,21:0,,,就是给RX1提意见，您可以不必进来浪费时间
21,21,21:1,HARDWARE#OPERATION_PERFORMANCE,negative,1.机械快门线的确蛋疼。
21,21,21:2,BATTERY#QUALITY,positive,2.电池还行吧，
21,21,21:3,,,不过我没有去过高寒地区
21,21,21:4,PHOTO#QUALITY,negative,3.jpg直出太差了，
21,21,21:5,PHOTO#QUALITY,negative,色彩太假、
21,21,21:6,PHOTO#QUALITY,negative,锐度偏低，
21,21,21:7,,,比富士差一大截
22,22,22:0,CAMERA#OPERATION_PERFORMANCE,negative,索尼的电子技术确实不高不深，
22,22,22:1,BATTERY#QUALITY,negative,它相机里电池自行放电由来已久，
22,22,22:2,,,这么小的电子问题都长久没解决，
22,22,22:3,CAMERA#DESIGN_FEATURES,negative,说明他的电子设计和技术较低端。
22,22,22:4,CAMERA#DESIGN_FEATURES,negative,说明他的电子设计和技术较低端。
22,22,22:5,CAMERA#PORTABILITY,negative,rx1最大的问题是为小体积而小体积，
22,22,22:6,,,主要目标是广大娇小女士，
22,22,22:7,,,在三八妇女节来临之际，
22,22,22:8,,,我们还是要投索尼一票。
22,22,22:9,,,关键是没有了手柄没有了眼平取景器，
22,22,22:10,CAMERA#PORTABILITY,negative,让那些用rx1的女士双臂平伸端着手感很差的500克重物显得那么滑稽可笑。
22,22,22:11,,,男士的大手更是局促了。
22,22,22:12,CAMERA#PORTABILITY,negative,问题是体积也没见小啊，
22,22,22:13,LENS#DESIGN_FEATURES,negative,镜头突出很多。
22,22,22:14,CAMERA#DESIGN_FEATURES,negative,所以索尼设计理念上不高明，
22,22,22:15,,,甚至可以说很差。
23,23,23:0,,,昨天买了“黑卡”RX100，
23,23,23:1,,,比LX3好用许多。
23,23,23:2,,,随意试机，
23,23,23:3,,,使用A档，
23,23,23:4,,,色彩标准模式，
23,23,23:5,,,尽管还没搞定操作细节，
23,23,23:6,CAMERA#OPERATION_PERFORMANCE,positive,但感觉操控性、
23,23,23:7,PHOTO#QUALITY,positive,成像质量，
23,23,23:8,,,远超松下LX3。
23,23,23:9,CAMERA#QUALITY,negative,不过手感一般，
23,23,23:10,CAMERA#OPERATION_PERFORMANCE,negative,正面太滑，
23,23,23:11,,,易摔落，
23,23,23:12,,,一定要带上腕带。
23,23,23:13,,,感觉极其完美，
23,23,23:14,,,索尼不该犯低级错误。
24,24,24:0,,,说来惭愧，
24,24,24:1,,,K-01到手时间不短，
24,24,24:2,,,不过用的次数却很少。
24,24,24:3,,,天冷是一方面，
24,24,24:4,,,当然主要还是因为人犯懒了。。。
24,24,24:5,,,K-01应该说是一台很有看点的相机。
24,24,24:6,CAMERA#DESIGN_FEATURES,positive,刚发布的时候这个外观可以说没少招口水。
24,24,24:7,,,大名鼎鼎的Marc Newson倾情奉献。
24,24,24:8,,,不过摄影爱好者似乎并不怎么买著名设计师的账。
24,24,24:9,,,再看后来出现的哈苏Lunar，
24,24,24:10,,,显然摄影爱好者心中有自己对相机的固定理解，
24,24,24:11,,,违背这种理解的就会被认作是“异类”。
24,24,24:12,,,简单来说，
24,24,24:13,,,也就是“相机就该有相机的样子”。
25,25,25:0,,,言归正传。
25,25,25:1,,,其实K-01的设计并没有那么糟糕。
25,25,25:2,,,看久了之后甚至还会觉得挺可爱的。
25,25,25:3,HARDWARE#QUALITY,positive,圆润的按钮其实手感很不错。
25,25,25:4,,,如果不是太重的话，
25,25,25:5,,,K-01算得上一部很耐玩的相机。
25,25,25:6,,,当然，
25,25,25:7,,,这种更偏向“玩物”，
25,25,25:8,,,而非功能性的特点，
25,25,25:9,,,也是很多爱好者喷它的理由之一。
25,25,25:10,,,回到摄影话题上。
25,25,25:11,,,K-01最大的特点应该是完全移植了单反的K卡口。
25,25,25:12,,,这在无反相机中是独树一帜的。
25,25,25:13,,,即使最依赖单反系统的佳能，
25,25,25:14,,,也为EOS M设计了全新的卡口。
25,25,25:15,,,采用单反卡口，
25,25,25:16,LENS#DESIGN_FEATURES,positive,表面上看拥有完全支持单反镜头的优势，
25,25,25:17,CAMERA#PORTABILITY,negative,但实际上付出的却是体积——无法相机最重要的优势——的代价。
26,26,26:0,,,不过，
26,26,26:1,,,其实我并不是“极致便携”的追随者。
26,26,26:2,,,我始终认为相机是需要有一定体积和重量的，
26,26,26:3,,,因为相机一定要能让人“端稳”。
26,26,26:4,,,太小太轻的相机很难端稳，
26,26,26:5,,,加上重心位置的问题，
26,26,26:6,,,其实相机比镜头稍重一些用起来会更趁手。
26,26,26:7,CAMERA#QUALITY,positive,K-01的体积握起来手感还是不错的，
26,26,26:8,CAMERA#PORTABILITY,positive,份量也不轻，
