/Reviews,,,,,
/Review/@rid,/Review/#id,/Review/sentences/sentence/@id,/Review/sentences/sentence/Opinions/Opinion/@category,/Review/sentences/sentence/Opinions/Opinion/@polarity,/Review/sentences/sentence/text
4,4,4:0,,,iPhone5半天的感受：
4,4,4:1,DISPLAY#QUALITY,positive,屏幕惊艳，
4,4,4:2,MULTIMEDIA_DEVICES#DESIGN_FEATURES,positive,拍照效果完美
4,4,4:3,PHONE#DESIGN_FEATURES,positive,入手感觉很精巧，
4,4,4:4,,,因为很轻，
4,4,4:5,,,也很薄。
4,4,4:6,,,刚开始会不习惯，
4,4,4:7,,,过一会就感觉很好了，
4,4,4:8,,,我手里的是一个黑色版，
4,4,4:9,,,拿在手里听音乐的时候，
4,4,4:10,,,感觉像个从太空来的装置。
4,4,4:11,,,结论当然是值得买，
4,4,4:12,,,用苹果手机的感受确实不是其他手机能比的
4,4,4:13,BATTERY#QUALITY,positive,电池没问题，
4,4,4:14,,,感觉应该是4S略长点，
4,4,4:15,,,用了一天，
4,4,4:16,,,下载上网电话短信各种操作，
4,4,4:17,,,到晚上还有30%的电。
4,4,4:18,PHONE#DESIGN_FEATURES,positive,做工很好，
4,4,4:19,,,不能拆的机身让手机看上去毫无破绽，
4,4,4:20,,,机身长出了一截，
4,4,4:21,,,但是宽度没有增加，
4,4,4:22,,,所以看上去会细长一些，
4,4,4:23,,,这个得看个人喜欢不喜欢了，
4,4,4:24,,,估计女孩子会更开心。
4,4,4:25,PHONE#GENERAL,positive,每个细节都很出色，
4,4,4:26,,,这让我想起互联网设计师们经常说的一句话，
4,4,4:27,PHONE#DESIGN_FEATURES,positive,这是像素级的设计。
4,4,4:28,DISPLAY#QUALITY,positive,屏幕好，
4,4,4:29,,,不过因为之前一直在用news pad，
4,4,4:30,,,倒也没有觉得很赞，
4,4,4:31,,,认真看看，
4,4,4:32,,,可以看到每个汉字都很精细，
4,4,4:33,,,像浮在屏幕上一样。
4,4,4:34,,,用过iPhone5，
4,4,4:35,,,再用我其他的手机，
4,4,4:36,,,看着屏幕会有点别扭。
4,4,4:37,MULTIMEDIA_DEVICES#DESIGN_FEATURES,positive,那个拍照实在是太好了，
4,4,4:38,,,好得让人无话可说了，
4,4,4:39,,,之前很多人说三星的galaxy s3拍得好，
4,4,4:40,,,跟这个一比，
4,4,4:41,,,就显得有点山寨。
4,4,4:42,,,到底好到什么程度，
4,4,4:43,,,只有亲身体会才能知道了。
4,4,4:44,PORTS#CONNECTIVITY,positive,新的接口小巧得多了，
4,4,4:45,,,有点接近一个小USB接口，
4,4,4:46,,,肯定是比之前那个大扁口看着舒服，
4,4,4:47,,,也难怪苹果决心改掉。
4,4,4:48,MULTIMEDIA_DEVICES#DESIGN_FEATURES,positive,音响是最让人惊讶的，
4,4,4:49,HARDWARE#DESIGN_FEATURES,positive,那个新耳机，
4,4,4:50,,,要说起来应该算是入耳式的，
4,4,4:51,,,之前我特别不喜欢各种入耳式的耳机，
4,4,4:52,,,但是这个毫无压力，
4,4,4:53,,,设计得很好，
4,4,4:54,,,塞在耳朵里没有一点不舒服的感觉。
4,4,4:55,,,用iphone5配上这个耳机听音乐，
4,4,4:56,,,真的是享受，
4,4,4:57,,,说起来音乐是比视频更强大的移动应用，
4,4,4:58,,,至少目前看是这样。
4,4,4:59,DISPLAY#QUALITY,positive,当然屏幕这么好，
4,4,0.208333333,MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE,positive,iphone5看视频很棒了，
4,4,0.209027778,,,我用迅雷看看导进去一集生活大爆炸，
4,4,0.209722222,,,屏幕两边是留的有黑边，
4,4,0.210416667,,,不过大概是因为黑色版本，
4,4,0.211111111,,,所以也看不出来，
4,4,0.211805556,DISPLAY#QUALITY,positive,画面很炫。
4,4,0.2125,OS#OPERATION_PERFORMANCE,positive,系统操作没什么可说的，
4,4,0.213194444,,,苹果一向的流畅，
4,4,0.213888889,DISPLAY#DESIGN_FEATURES,positive,触摸仍然是无人可及，
4,4,0.214583333,,,不过尝试着用浏览器加载网络视频时，
4,4,0.215277778,,,如果是太高清的视频，
4,4,0.215972222,,,会出现一时无法响应的情况，
4,4,0.216666667,,,按掉回到主屏幕，
4,4,0.217361111,,,再回到浏览器下还是没有反应，
4,4,0.218055556,,,这个以前没有碰到过。
4,4,0.21875,,,说说软件，
4,4,0.219444444,SOFTWARE#DESIGN_FEATURES,positive,苹果的软件实在是太多太好，
4,4,0.220138889,,,很多软件都有安卓版和ios版，
4,4,0.220833333,,,相比之下，
4,4,0.221527778,OS#DESIGN_FEATURES,positive,无论是界面设计还是交互，
4,4,0.222222222,OS#DESIGN_FEATURES,positive,无论是界面设计还是交互，
4,4,0.222916667,,,ios的版本都要强得多，
4,4,0.223611111,,,尤其是界面设计，
4,4,0.224305556,,,难道安卓的设计师们也自认是吊丝设计师吗，
4,4,0.225,,,这真是让人想不通啊。
4,4,0.225694444,SOFTWARE#DESIGN_FEATURES,positive,最后siri，
4,4,0.226388889,,,这个识别率很高，
4,4,0.227083333,,,我用河南普通话发问，
4,4,0.227777778,,,也识别出来了，
4,4,0.228472222,,,好吧，
4,4,0.229166667,,,我佩服你。
5,5,5:0,,,霸道、大气中独有的精典iphone5
5,5,5:1,,,苹果iPhone5上市以来已经过去1个多月了，
5,5,5:2,,,iPhone的热潮依然不减，
5,5,5:3,,,而且还有明显的升温，
5,5,5:4,,,iPhone 5的售价从6800元回升至8000元左右，
5,5,5:5,,,经过一段时期的逆袭后，
5,5,5:6,,,过去一周，
5,5,5:7,,,苹果延续大暴跌，
5,5,5:8,,,现iPhone5最新报价有相当大的跌幅，
5,5,5:9,,,喜欢的朋友不妨继续观望
5,5,5:10,,,个人认为这个网上的it产品的性价比不错在线友情提示:
5,5,5:11,,,这款机子确实很不错！
6,6,6:0,,,一星期我已经买了两台K860i了，
6,6,6:1,,,一白一黑。
6,6,6:2,,,之前准备买小米的，
6,6,6:3,,,太讨厌抢购了，
6,6,6:4,,,转投大K。
6,6,6:5,,,一周使用下来，
6,6,6:6,,,没发现电话回音的问题（当然就算是有也已经做好准备自己搞定了），
6,6,6:7,,,其他都很正常，
6,6,6:8,,,大K确实是很不错的一款4核强机，
6,6,6:9,,,如果联想在宣传和培养用户群方面做得更好一点，
6,6,6:10,,,一定不会输给小米。
6,6,6:11,,,为了联想以后做得更好，
6,6,6:12,,,我还是要说点大K的不足之处。
6,6,6:13,,,当然听不听在联想，
6,6,6:14,,,说不说在我。
6,6,6:15,MULTIMEDIA_DEVICES#DESIGN_FEATURES,negative,1.这款手机设计上最大的败笔就是摄像头，
6,6,6:16,,,且不说其他网友说的突出出来的问题，
6,6,6:17,MULTIMEDIA_DEVICES#DESIGN_FEATURES,negative,就是摄像头的位置，
6,6,6:18,,,显然就没经过仔细考虑。
6,6,6:19,,,大K 在照相时肯定要两手操作的，
6,6,6:20,,,摄像头的位置让左手很容易捏到，
6,6,6:21,,,让镜头变花，
6,6,6:22,,,或照相的时候左手手指很容易遮挡镜头，
6,6,6:23,,,你就算是兰花指翘到天上去，
6,6,6:24,,,还是很容易挡到。
6,6,6:25,SUPPORT#USABILITY,negative,2.说明书没说明，
6,6,6:26,SOFTWARE#DESIGN_FEATURES,negative,功能菜单设置又不是很合理，
6,6,6:27,,,所以刚拿到大K时，
6,6,6:28,,,为了某个功能要摸索很长时间。
6,6,6:29,,,①文件的复制、剪切、删除、传送功能是使用频率非常高的功能，
6,6,6:30,,,大K却把这些功能设置在次级菜单里，
6,6,6:31,,,找出这些功能费了不少时间，
6,6,6:32,PHONE#OPERATION_PERFORMANCE,negative,以后操作应该不是很方便；
6,6,6:33,MULTIMEDIA_DEVICES#DESIGN_FEATURES,negative,②照相机的连拍功能，
6,6,6:34,,,找了几天都没找到，
6,6,6:35,,,以为没有，
6,6,6:36,,,准备咨询售后，
6,6,6:37,,,最后在一个次级菜单里找到了教程，
6,6,6:38,,,看了教程才知道怎么操作。
6,6,6:39,,,希望联想越做越好，
6,6,6:40,,,让我们这些支持国货的机油有个伸腰的机会。
6,6,6:41,,,你们的K860i相机镜头经常会是这样的吗？
7,7,7:0,,,关注索尼L36h很久，
7,7,7:1,,,3月初第一批国行到货，
7,7,7:2,,,果断入手。
7,7,7:3,,,4999元送MW600蓝牙。
7,7,7:4,,,图片不晒了，
7,7,7:5,,,到处倒是，
7,7,7:6,,,直接谈体会。
7,7,7:7,DISPLAY#DESIGN_FEATURES,positive,一、外观感受：
7,7,7:8,,,精致、简约、唯美。
7,7,7:9,,,直板机登峰造极的造型设计作品，
7,7,7:10,,,很难超越。
7,7,7:11,,,黑、白、紫三种颜色各有特点，
7,7,7:12,,,我喜欢黑、白二色，
7,7,7:13,,,最终选择白色。
7,7,7:14,,,大屏直板机受三围尺寸所限，
7,7,7:15,,,造型设计几乎没有空间，
7,7,7:16,,,只能在边、角区域辗转腾挪，
7,7,7:17,,,难度巨大。
7,7,7:18,PHONE#DESIGN_FEATURES,positive,L36h的造型删繁就简，
7,7,7:19,,,以拱窗型纤细边框，
7,7,7:20,,,使柔和优雅与方正大气交融；
7,7,7:21,,,用镜面和磨砂的质感反差，
7,7,7:22,,,实现静谧同生动并存。
7,7,7:23,,,一款艺术化的工业产品，
7,7,7:24,,,个性独特，
7,7,7:25,,,无可替代。
7,7,7:26,,,二、防水：
7,7,7:27,,,购机时销售员打开手机防水塞介绍，
7,7,7:28,,,内嵌试水条，
7,7,7:29,,,遇水变红，
7,7,7:30,,,如因进水造成故障，
7,7,7:31,,,不予保修。
7,7,7:32,,,我说这不合理，
7,7,7:33,,,防水机进水属于质量缺陷，
7,7,7:34,,,不该拒保。
7,7,7:35,,,售货员也认为有矛盾，
7,7,7:36,,,于是达成共识，
7,7,7:37,,,先试水后购机。
7,7,7:38,,,之后将新机放入水中测试，
7,7,7:39,,,可在水底正常亮屏显示来电，
7,7,7:40,,,出水后检查试水条无变色。
7,7,7:41,,,三、开机使用：
7,7,7:42,MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE,positive,1、3G上网速度很快，
7,7,7:43,,,明显优于我的旧机。
7,7,7:44,,,2、无纸版使用说明书，
7,7,7:45,,,可从手机在线支持下载《用户指南》。
7,7,7:46,,,耗20M流量。
7,7,7:47,,,3、屏幕未发现坏点。
7,7,7:48,,,441ppi的5寸屏，
7,7,7:49,DISPLAY#QUALITY,positive,显示效果纤毫必现，
7,7,7:50,DISPLAY#DESIGN_FEATURES,positive,色彩明艳。
7,7,7:51,,,4、电脑连接问题：
7,7,7:52,,,点选 设定\开发人员选项（打开右上角开关并确定）\勾选USB调试并确定，
7,7,7:53,,,之后方可成功连接电脑。
7,7,7:54,,,5、系统自带OffigeSuite办公软件只有阅读功能不能编辑文档，
7,7,7:55,,,可卸载更换。
7,7,7:56,,,6、点选 设定\应用\可卸载无用软件，
7,7,7:57,,,暂缓行货不宜root之苦。
7,7,7:58,,,7、陀螺仪和游戏问题：
7,7,7:59,,,试玩大型3D游戏《现代战争4》，
7,7,0.333333333,DISPLAY#QUALITY,positive,画面清晰恢宏，
7,7,0.334027778,WARRANTY#OPERATION_PERFORMANCE,positive,动作流畅，
7,7,0.334722222,,,陀螺仪瞄准效果逼真（我端抢扭到腰疼），
7,7,0.335416667,,,害怕无陀螺仪的朋友可以安心了。
7,7,0.336111111,,,但玩游戏发热严重。
7,7,0.336805556,,,四、缺憾：
7,7,0.3375,SOFTWARE#OPERATION_PERFORMANCE,negative,1、扬声器音量小，
7,7,0.338194444,,,意料之中，
7,7,0.338888889,,,无奈。
7,7,0.339583333,BATTERY#DESIGN_FEATURES,negative,2、机型薄则电量不够，
7,7,0.340277778,,,两难选择。
7,7,0.340972222,,,技术瓶颈。
7,7,0.341666667,HARDWARE#QUALITY,negative,3、防爆膜不放刮，
7,7,0.342361111,,,使用两周屏幕已出现一道划痕。
7,7,0.343055556,,,五、总结：
7,7,0.34375,,,直板手机接近封顶之作，
7,7,0.344444444,,,综合感觉最佳，
7,7,0.345138889,,,足以抵抗其它新机诱惑。
7,7,0.345833333,,,预判今后的发展，
7,7,0.346527778,,,裸眼3D料难抵挡谷歌双镜，
7,7,0.347222222,,,手机摆脱屏幕限制，
7,7,0.347916667,,,前景不可限量。
8,8,8:0,,,宅女献上蓝色国行三星S3，
8,8,8:1,,,下面谈谈回家以后的使用感受：
8,8,8:2,,,个人喜欢三星S3的地方：
8,8,8:3,DISPLAY#QUALITY,positive,屏幕大，
8,8,8:4,,,手机很薄，
8,8,8:5,,,很轻，
8,8,8:6,,,喜欢！
8,8,8:7,,,装了4个游戏(捕鱼达人、汤姆猫，水果忍者，飞机）还有几个软件，
8,8,8:8,,,才想起来去跑分，
8,8,8:9,,,用的按兔兔，
8,8,8:10,,,跑了12051分，
8,8,8:11,,,不知道算不算高，
8,8,8:12,,,我看排名，
8,8,8:13,,,魅族4核的排我们前面啊，
8,8,8:14,,,伤不起。
8,8,8:15,MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE,positive,用S3试拍了几张照片，
8,8,8:16,,,效果不错！
8,8,8:17,PHONE#OPERATION_PERFORMANCE,positive,而且反应好快！
8,8,8:18,PHONE#CONNECTIVITY,positive,另外S3的信号也不错，
8,8,8:19,,,无论是GPS信号还是WIFI信号还是手机信号都不错！
8,8,8:20,DISPLAY#QUALITY,positive,关于屏幕坏点，
8,8,8:21,,,我检测了，
8,8,8:22,,,没有坏点。
8,8,8:23,HARDWARE#QUALITY,positive,S3的金属听筒也很牢固。
8,8,8:24,,,其他的优点大家也听很多了，
8,8,8:25,,,这是我最直观的一些感受。
8,8,8:26,,,个人感觉不好的地方是用浏览器打开网页的时候，
8,8,8:27,,,缩小和放大网页时，
8,8,8:28,,,有卡顿。
8,8,8:29,,,当屏幕锁了以后，
8,8,8:30,,,再按HOME键或者开关键准备解锁时，
8,8,8:31,DISPLAY#QUALITY,negative,按键以后到屏幕亮起来时，
8,8,8:32,,,时间有点长，
8,8,8:33,,,不是一按就有反应，
8,8,8:34,,,但在接受范围之内。
8,8,8:35,,,期待新的ROM能优化这些小问题~
8,8,8:36,,,由于我这边今天才能剪卡，
8,8,8:37,,,所以通话还没测试。
8,8,8:38,,,总的来说，
8,8,8:39,,,还是对三星S3很满意的。
9,9,9:0,,,入手港版白色苹果IPhone5使用2周，
9,9,9:1,,,谈谈使用感受~
9,9,9:2,,,使用到现在已经2周了，
9,9,9:3,,,先谈谈感受
9,9,9:4,,,1.机子再怎么用心保护也会受损，
9,9,9:5,,,特别是边框斜边抛光部分，
9,9,9:6,,,已经损了牙签大小，
9,9,9:7,,,不知道怎么弄的，
9,9,9:8,,,所以担心受损或者完美主义记得买回来就带套
9,9,9:9,,,2.机子虽然容易受损，
9,9,9:10,,,但比4S坚强很多，
9,9,9:11,,,朋友同时买得机子，
9,9,9:12,,,开了LED提醒，
9,9,9:13,,,来电吓到家人当场甩出去，
9,9,9:14,,,后边框角5*2mm面积撞平了，
9,9,9:15,,,其他完好无损，
9,9,9:16,,,提醒大家谨慎开LED提醒
9,9,9:17,,,3.背后的苹果LOGO还有IPHONE字样也是抛光的，
9,9,9:18,,,我的机子没事，
9,9,9:19,,,朋友的已经花了，
9,9,9:20,,,怎么擦都擦不了
9,9,9:21,,,4.屏幕正常使用，
9,9,9:22,,,没贴膜，
9,9,9:23,,,放口袋放包里，
9,9,9:24,,,目测无刮痕
9,9,9:25,,,5.充电时间没去算，
9,9,9:26,,,充满可以用10多个小时，
9,9,9:27,,,正常wifi+gprs上网打电话
9,9,9:28,,,6.机子很轻，
9,9,9:29,,,看了半个月5再去看4S，
9,9,9:30,,,真的不适应，
9,9,9:31,,,感觉4S很重屏幕很窄
9,9,9:32,DISPLAY#DESIGN_FEATURES,negative,感觉4S很重屏幕很窄
9,9,9:33,SOFTWARE#DESIGN_FEATURES,positive,7.Siri的粤语跟普通话辨认都不错，
9,9,9:34,SOFTWARE#OPERATION_PERFORMANCE,negative,就是没广告上的反应那么快
9,9,9:35,OS#OPERATION_PERFORMANCE,positive,8.勿扰模式很不错，
9,9,9:36,,,休眠情况可以拒绝对方二次来电？
9,9,9:37,,,试了电话打不进来
9,9,9:38,,,9.外观上，
9,9,9:39,,,因为本人不喜欢黑色版的，
9,9,9:40,,,故选择了白色的，
9,9,9:41,,,感觉很有高雅贵族气息（非装逼，只是这么觉得）
9,9,9:42,,,边框的损耗问题，
9,9,9:43,,,也不是说非常容易擦花，
9,9,9:44,,,但是我是裸奔的，
9,9,9:45,,,也是轻拿轻放，
9,9,9:46,,,但还是背面左下角有了个非常不明显的伤痕（个人感觉边框有点锋利，因此有些许碰撞的话有可能导致刮花，下面图片会指出）
9,9,9:47,HARDWARE#QUALITY,positive,10.硬件上，
9,9,9:48,,,使用起来确实是比4s要快，
9,9,9:49,,,非常的流畅！
9,9,9:50,DISPLAY#QUALITY,positive,屏幕的色彩显示要比4s好上很多，
9,9,9:51,,,非常好看
9,9,9:52,MULTIMEDIA_DEVICES#QUALITY,positive,摄像头就没感觉有提升多少，
9,9,9:53,,,不过还是非常优秀的
9,9,9:54,HARDWARE#QUALITY,negative,不得不说一下配的那个什么pod的新款耳机，
9,9,9:55,,,真的有点失望了，
9,9,9:56,,,可能太期待它的音质效果了，
9,9,9:57,,,戴上去也算不上很舒适，
9,9,9:58,,,反而觉得很迷你，
9,9,9:59,PHONE#OPERATION_PERFORMANCE,negative,音质感觉还是没有什么提升啊，
9,9,0.416666667,,,甚至还感觉比不上4s那耳机
9,9,0.417361111,,,11.系统上，
9,9,0.418055556,,,我不知道是自己太容易满足还是大家要求太高，
9,9,0.41875,OS#OPERATION_PERFORMANCE,positive,我觉得ios6真的是很不错
9,9,0.419444444,BATTERY#QUALITY,positive,不得不说的是电量！
9,9,0.420138889,,,真的是优化得很好，
9,9,0.420833333,,,我连续用了3、4个小时，
9,9,0.421527778,,,有玩游戏，
9,9,0.422222222,,,上网，
9,9,0.422916667,,,下载东西，
9,9,0.423611111,,,听歌等等，
9,9,0.424305556,,,还剩百分之五十多
9,9,0.425,,,换作以前的4s这个使用量顶多就只剩百分之三十了
9,9,0.425694444,,,一般使用一天一充或者一天半一充是完全没有问题的
9,9,0.426388889,SOFTWARE#DESIGN_FEATURES,positive,还有passbook，
9,9,0.427083333,,,非常的方便和实惠，
9,9,0.427777778,,,这个要大家体验了，
9,9,0.428472222,,,其他的话地图没什么感觉，
9,9,0.429166667,,,不是太好，
9,9,0.429861111,,,也不是大家喷的那么差，
9,9,0.430555556,,,反正中国内使用我觉得可以了，
9,9,0.43125,,,但是不要卫星模式就好了
10,10,10:0,,,联想K860入手3天感受_一周后问题~
10,10,10:1,,,本人是10月10日半夜蹲点官网订的，
10,10,10:2,,,折腾到半夜2点才订到，
10,10,10:3,,,着实费了不少劲！~
10,10,10:4,,,1、外观：买之前曾看评论，
10,10,10:5,,,有人说设计的不好看，
10,10,10:6,,,但不管别人怎么说，
10,10,10:7,,,我觉得K860真的很大气，
10,10,10:8,,,商务范十足，
10,10,10:9,,,又不显得过于死板，
10,10,10:10,,,有时尚气息（YY一下，如果有白色版就完美了~）；
10,10,10:11,KEYBOARD#DESIGN_FEATURES,negative,不过机身上的几个按键的设计本人并不喜欢，
10,10,10:12,,,那么大的机身按键那么小，
10,10,10:13,,,按起来忒费劲了，
10,10,10:14,KEYBOARD#DESIGN_FEATURES,negative,尤其是顶部的开关键，
10,10,10:15,,,太小太浅，
10,10,10:16,,,按起来不舒服；
10,10,10:17,,,另外，
10,10,10:18,PORTS#CONNECTIVITY,negative,机身接口有点少，
10,10,10:19,,,希望以后的设计能加入TF卡（SD卡更好）热插拔口、HDMI和USB3.0口（未来的设计方向啊）；
10,10,10:20,HARDWARE#QUALITY,positive,2、硬件：大猩猩屏+AHIPS看着用着都舒服；
10,10,10:21,,,四核CPU没有一点卡顿，
