/Reviews,,,,,,,,,
/@slot1,/@slot12,/@slot2,/Review/@rid,/Review/#id,/Review/sentences/sentence/@id,/Review/sentences/sentence/#id,/Review/sentences/sentence/Opinions/Opinion/@category,/Review/sentences/sentence/Opinions/Opinion/@polarity,/Review/sentences/sentence/text
u,u,u,Motorola_Nexus_6_2,5,Motorola_Nexus_6_2:2,32,PHONE#OPERATION_PERFORMANCE,positive,Doormiddel van zijn snelle processor kan je razend snel werken met je telefoon.
u,u,u,Motorola_Nexus_6_2,5,Motorola_Nexus_6_2:3,33,PHONE#DESIGN_FEATURES,positive,"En omdat de telefoon zo groot is hij ideaal om E-books (Assassin's Creed is een aanrader), pdf's en artikels op te lezen."
u,u,u,Motorola_Nexus_6_2,5,Motorola_Nexus_6_2:4,34,DISPLAY#QUALITY,positive,Ook is het scherm zeer helder en bevat hij mooie kleuren.
u,u,u,Motorola_Nexus_6_2,5,Motorola_Nexus_6_2:4,34,PHONE#DESIGN_FEATURES,positive,Ook is het scherm zeer helder en bevat hij mooie kleuren.
u,u,u,Motorola_Nexus_6_2,5,Motorola_Nexus_6_2:5,35,PHONE#OPERATION_PERFORMANCE,positive,De GSM heeft veel gebruiks-mogelijkheden en werkt prima met de nieuwe android.
u,u,u,Motorola_Nexus_6_2,5,Motorola_Nexus_6_2:5,35,PHONE#USABILITY,positive,De GSM heeft veel gebruiks-mogelijkheden en werkt prima met de nieuwe android.
u,u,u,Motorola_Nexus_6_2,5,Motorola_Nexus_6_2:6,36,DISPLAY#QUALITY,negative,Ik raad wel aan een hoesje te kopen voor de gsm omdat het scherm kwetsbaar is.
u,u,u,Motorola_Nexus_6_2,5,Motorola_Nexus_6_2:7,37,,,Voor de optimale ervaring te behouden raad ik zeker aan een taskkiller te installeren en een app die je gegevens opruimt. (bv clean master)
u,u,u,Motorola_Nexus_6_1,6,Motorola_Nexus_6_1:1,38,PHONE#DESIGN_FEATURES,positive,Mooie mobiel dacht dat hij te groot zou zijn maar ben na een paar dagen al gewend.
u,u,u,Motorola_Nexus_6_1,6,Motorola_Nexus_6_1:2,39,PHONE#DESIGN_FEATURES,positive,Pas nog steeds in mijn broekzak!
u,u,u,Motorola_Nexus_6_1,6,Motorola_Nexus_6_1:3,40,,,en pak nu veel minder snel mijn laptop.
u,u,u,Samsung_Galaxy_S5_5,7,Samsung_Galaxy_S5_5:1,41,PHONE#GENERAL,positive,"De Samsung S5 sinds 2 weken in bezit, wat een vooruitgang op de S3 zeg."
u,u,u,Samsung_Galaxy_S5_5,7,Samsung_Galaxy_S5_5:2,42,CPU#OPERATION_PERFORMANCE,positive,Veel scherpere foto's een snellere processor en ga zo maar door.
u,u,u,Samsung_Galaxy_S5_5,7,Samsung_Galaxy_S5_5:2,42,MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE,positive,Veel scherpere foto's een snellere processor en ga zo maar door.
u,u,u,Samsung_Galaxy_S5_5,7,Samsung_Galaxy_S5_5:3,43,PHONE#CONNECTIVITY,positive,"Ik ben dik tevreden, ik heb internet veel onderweg en dat gaat snel en feilloos, mailen en appen, sms versturen, het ging nog nooit zo super als met de S5."
u,u,u,Samsung_Galaxy_S5_5,7,Samsung_Galaxy_S5_5:3,43,PHONE#GENERAL,positive,"Ik ben dik tevreden, ik heb internet veel onderweg en dat gaat snel en feilloos, mailen en appen, sms versturen, het ging nog nooit zo super als met de S5."
u,u,u,Samsung_Galaxy_S5_5,7,Samsung_Galaxy_S5_5:3,43,PHONE#OPERATION_PERFORMANCE,positive,"Ik ben dik tevreden, ik heb internet veel onderweg en dat gaat snel en feilloos, mailen en appen, sms versturen, het ging nog nooit zo super als met de S5."
u,u,u,Samsung_Galaxy_S5_5,7,Samsung_Galaxy_S5_5:4,44,PHONE#GENERAL,positive,Ik ga zeker nog veel plezier aan dit super toestel van Samsung beleven!!
u,u,u,LG_L40_D160_3,8,LG_L40_D160_3:1,45,PHONE#DESIGN_FEATURES,positive,Leuk klein toestelletje dat helemaal naar behoren werkt.
u,u,u,LG_L40_D160_3,8,LG_L40_D160_3:1,45,PHONE#OPERATION_PERFORMANCE,positive,Leuk klein toestelletje dat helemaal naar behoren werkt.
u,u,u,LG_L40_D160_3,8,LG_L40_D160_3:2,46,BATTERY#GENERAL,positive,"Prima batterij, snel opgeladen en goede standbytijd."
u,u,u,LG_L40_D160_3,8,LG_L40_D160_3:2,46,BATTERY#OPERATION_PERFORMANCE,positive,"Prima batterij, snel opgeladen en goede standbytijd."
u,u,u,LG_L40_D160_3,8,LG_L40_D160_3:3,47,PHONE#DESIGN_FEATURES,positive,Na een tijd met een 5 inch toestel rond gesjouwd te hebben is dit kleintje zo handig om in je broekzak of je tasje te stoppen.
u,u,u,LG_L40_D160_3,8,LG_L40_D160_3:4,48,PHONE#GENERAL,positive,Ben er helemaal blij en tevreden mee.
u,u,u,LG_L40_D160_3,8,LG_L40_D160_3:5,49,KEYBOARD#QUALITY,positive,Ondanks het kleine schermpje toch prettig op te typen.
u,u,u,LG_L40_D160_3,8,LG_L40_D160_3:5,49,DISPLAY#DESIGN_FEATURES,neutral,Ondanks het kleine schermpje toch prettig op te typen.
u,u,u,LG_L40_D160_3,8,LG_L40_D160_3:6,50,PHONE#GENERAL,positive,Aanrader!
u,u,u,Sony_Xperia_Z3_5,9,Sony_Xperia_Z3_5:1,51,PHONE#GENERAL,positive,Al met al een prima toestel.
u,u,u,Sony_Xperia_Z3_5,9,Sony_Xperia_Z3_5:2,52,HARDWARE#GENERAL,neutral,Alles wat erover geschreven is is waar op het waterdicht zijn na.
u,u,u,Sony_Xperia_Z3_5,9,Sony_Xperia_Z3_5:3,53,,,waarschijnlijk een fabricage fout... lees er op forums enorm veel over.
u,u,u,Sony_Xperia_Z3_5,9,Sony_Xperia_Z3_5:4,54,HARDWARE#GENERAL,negative,"10 seconden in een bak met water en het was einde oefening... geweldig snel, mooi design, niet teveel sony features wat ikzelf prettig vind Prima toestel dus"
u,u,u,Sony_Xperia_Z3_5,9,Sony_Xperia_Z3_5:4,54,PHONE#DESIGN_FEATURES,positive,"10 seconden in een bak met water en het was einde oefening... geweldig snel, mooi design, niet teveel sony features wat ikzelf prettig vind Prima toestel dus"
u,u,u,Sony_Xperia_Z3_5,9,Sony_Xperia_Z3_5:4,54,PHONE#OPERATION_PERFORMANCE,positive,"10 seconden in een bak met water en het was einde oefening... geweldig snel, mooi design, niet teveel sony features wat ikzelf prettig vind Prima toestel dus"
u,u,u,Sony_Xperia_Z3_5,9,Sony_Xperia_Z3_5:5,55,PHONE#GENERAL,positive,Prima toestel dus
u,u,u,Samsung_Galaxy_Note_4_2,10,Samsung_Galaxy_Note_4_2:1,56,PHONE#GENERAL,positive,De Samsung Galaxy Note 4 is de smartphone die je moet gebruiken.
u,u,u,Samsung_Galaxy_Note_4_2,10,Samsung_Galaxy_Note_4_2:2,57,PHONE#QUALITY,positive,De Note 4 heeft zowel een goede kwaliteit en veel GB opslag zonder dat je er een SD-Kaart bij moet kopen.
u,u,u,Samsung_Galaxy_Note_4_2,10,Samsung_Galaxy_Note_4_2:2,57,HARD_DISC#DESIGN_FEATURES,positive,De Note 4 heeft zowel een goede kwaliteit en veel GB opslag zonder dat je er een SD-Kaart bij moet kopen.
u,u,u,Samsung_Galaxy_Note_4_2,10,Samsung_Galaxy_Note_4_2:3,58,PHONE#OPERATION_PERFORMANCE,positive,Ik garandeer de Note 4 zeker voor iedereen die van snelle smartphones houd.
u,u,u,Samsung_Galaxy_Note_4_2,10,Samsung_Galaxy_Note_4_2:4,59,DISPLAY#GENERAL,positive,"En de 5,7 Inch Quad-Band Screen maakt hem helemaal natuurlijk."
u,u,u,Samsung_Galaxy_Note_4_2,10,Samsung_Galaxy_Note_4_2:5,60,PHONE#QUALITY,positive,"Maar, ik beveel hem voor iedereen die ik ken en die van goeie smartphones houd."
u,u,u,Samsung_Galaxy_Note_4_2,10,Samsung_Galaxy_Note_4_2:6,61,,,"Groetjes, Joey Van der Veen"
u,u,u,Apple_iPhone_5c_8GB_2,11,Apple_iPhone_5c_8GB_2:1,62,SHIPPING#QUALITY,positive,Besteld en de volgende dag geleverd.
u,u,u,Apple_iPhone_5c_8GB_2,11,Apple_iPhone_5c_8GB_2:2,63,PHONE#GENERAL,positive,", Fijne telefoon."
u,u,u,Apple_iPhone_5c_8GB_2,11,Apple_iPhone_5c_8GB_2:3,64,COMPANY#GENERAL,positive,Zoals elke iPhone.
u,u,u,Apple_iPhone_5c_8GB_2,11,Apple_iPhone_5c_8GB_2:4,65,PHONE#PRICE,neutral,Gekozen omdat deze iets goedkoper was dan de 5s.
u,u,u,Apple_iPhone_5c_8GB_2,11,Apple_iPhone_5c_8GB_2:5,66,PHONE#OPERATION_PERFORMANCE,neutral,Maar hij doet wat hij moet doen.
u,u,u,Apple_iPhone_5c_8GB_2,11,Apple_iPhone_5c_8GB_2:6,67,PHONE#GENERAL,positive,Erg blij mee
u,u,u,Samsung_Galaxy_Note_3_5,12,Samsung_Galaxy_Note_3_5:1,68,,,Mijn vriendin heeft deze gekocht en na het zien van alle gemakken heb ik er ook één aangeschaft via Bol.com.
u,u,u,Samsung_Galaxy_Note_3_5,12,Samsung_Galaxy_Note_3_5:2,69,SHIPPING#QUALITY,positive,De service is supersnel want het was de volgende dag al aangeboden door de postbode.
u,u,u,Samsung_Galaxy_Note_3_5,12,Samsung_Galaxy_Note_3_5:3,70,PHONE#DESIGN_FEATURES,positive,Er zitten heel veel leuke features en mogelijkheden op dit ding.
u,u,u,Samsung_Galaxy_Note_3_5,12,Samsung_Galaxy_Note_3_5:4,71,,,Op o.a. Youtube kun je nog veel meer mogelijkheden zien dan je ooit voor mogelijk zou houden.
u,u,u,Samsung_Galaxy_Note_3_5,12,Samsung_Galaxy_Note_3_5:5,72,MULTIMEDIA_DEVICES#QUALITY,positive,"Het scherm is helder, de camerakwaliteiten zijn goed."
u,u,u,Samsung_Galaxy_Note_3_5,12,Samsung_Galaxy_Note_3_5:5,72,DISPLAY#QUALITY,positive,"Het scherm is helder, de camerakwaliteiten zijn goed."
u,u,u,Samsung_Galaxy_Note_3_5,12,Samsung_Galaxy_Note_3_5:6,73,,,Je kan telefoonnummers schrijven en er dan mee bellen.
u,u,u,Samsung_Galaxy_Note_3_5,12,Samsung_Galaxy_Note_3_5:7,74,,,Tekst kan je inspreken en dit wordt dan omgezet in tekst voor o.a. SMS.
u,u,u,Samsung_Galaxy_Note_3_5,12,Samsung_Galaxy_Note_3_5:8,75,,,De mogelijheden zijn teveel om hier allemaal even te noemen.
u,u,u,Samsung_Galaxy_Note_3_5,12,Samsung_Galaxy_Note_3_5:9,76,PHONE#DESIGN_FEATURES,neutral,"Hij is wat groter, maar dat wilde ik ook."
u,u,u,Samsung_Galaxy_Note_3_5,12,Samsung_Galaxy_Note_3_5:10,77,,,Ik was die kleine schermpjes helemaal zat.
u,u,u,Samsung_Galaxy_Note_3_5,12,Samsung_Galaxy_Note_3_5:11,78,PHONE#DESIGN_FEATURES,neutral,Hij is dun en past dan toch nog in mijn borstzak en jaszakken.
u,u,u,Samsung_Galaxy_Note_3_5,12,Samsung_Galaxy_Note_3_5:12,79,PHONE#GENERAL,positive,Ik raad hem zeker aan want je zal er jaren plezier van hebben.
u,u,u,Sony_Xperia_E1_1,13,Sony_Xperia_E1_1:1,80,,,"Een jaar terug heb ik mijn eerste Sony Experia E1 aangeschaft, maar door omstandigheden, ben ik het toestel kwijtgeraakt, ik mocht een kleinzoon ermee gelukkid maken."
u,u,u,Sony_Xperia_E1_1,13,Sony_Xperia_E1_1:2,81,,,"Aldus besloot ik een tweede Sony Experia E1 aan te schaffen, gezien mijn ondervindingen ermee."
u,u,u,Sony_Xperia_E1_1,13,Sony_Xperia_E1_1:3,82,OS#GENERAL,positive,"Het Android besturingsysteem, ligt me heel wat beter dan de mobile windows 8, wat ik heb staan op een andere gsm."
u,u,u,Sony_Xperia_E1_1,13,Sony_Xperia_E1_1:4,83,OS#OPERATION_PERFORMANCE,positive,"De data gesplitst houden tussen de wifi en de simkaart werkt perfekt, en laat me toe van alle internet onkosten te vermijden, die anders op rekening zouden komen van de simkaart."
u,u,u,Sony_Xperia_E1_1,13,Sony_Xperia_E1_1:5,84,PHONE#USABILITY,positive,"De Sony Experia E1 is uitermate gebruiksvriendelijk, laat toe van je berichten direkt uit te lezen, en ook van verscheidene email accounts er aktief te houden, alles via wifi, in mijn geval."
u,u,u,Sony_Xperia_E1_1,13,Sony_Xperia_E1_1:6,85,PHONE#GENERAL,positive,"Ik kan alleen maar de Sony Experia E1 aanbevelen, zeker gezien zijn prijs/kwaliteit/en operationeel gemak"
u,u,u,Sony_Xperia_E1_1,13,Sony_Xperia_E1_1:6,85,PHONE#QUALITY,positive,"Ik kan alleen maar de Sony Experia E1 aanbevelen, zeker gezien zijn prijs/kwaliteit/en operationeel gemak"
u,u,u,Sony_Xperia_E1_1,13,Sony_Xperia_E1_1:6,85,PHONE#PRICE,positive,"Ik kan alleen maar de Sony Experia E1 aanbevelen, zeker gezien zijn prijs/kwaliteit/en operationeel gemak"
u,u,u,Sony_Xperia_E1_1,13,Sony_Xperia_E1_1:6,85,PHONE#USABILITY,positive,"Ik kan alleen maar de Sony Experia E1 aanbevelen, zeker gezien zijn prijs/kwaliteit/en operationeel gemak"
u,u,u,LG_G4_5,14,LG_G4_5:1,86,PHONE#GENERAL,positive,Ik ben sinds een aantal weken trotse bezitter van een LG G4.
u,u,u,LG_G4_5,14,LG_G4_5:2,87,PHONE#GENERAL,positive,Deze telefoon is fantastisch!
u,u,u,LG_G4_5,14,LG_G4_5:3,88,PHONE#DESIGN_FEATURES,positive,"Mooi design met de bruin lederen achterkant, deze achterzijde is licht gebogen en ligt daardoor perfect in je hand."
u,u,u,LG_G4_5,14,LG_G4_5:4,89,PHONE#DESIGN_FEATURES,positive,"Als je deze telefoon laat zien is het voor veel al een reden om hem te willen hebben, prachtig design."
u,u,u,LG_G4_5,14,LG_G4_5:5,90,MULTIMEDIA_DEVICES#QUALITY,positive,"Licht gebogen, lederen achterkant, een groot superscherp beeldscherm, een fantastisch geluid, supersnel, en een superlange stand-by tijd."
u,u,u,LG_G4_5,14,LG_G4_5:5,90,PHONE#OPERATION_PERFORMANCE,positive,"Licht gebogen, lederen achterkant, een groot superscherp beeldscherm, een fantastisch geluid, supersnel, en een superlange stand-by tijd."
u,u,u,LG_G4_5,14,LG_G4_5:5,90,DISPLAY#DESIGN_FEATURES,positive,"Licht gebogen, lederen achterkant, een groot superscherp beeldscherm, een fantastisch geluid, supersnel, en een superlange stand-by tijd."
u,u,u,LG_G4_5,14,LG_G4_5:5,90,DISPLAY#QUALITY,positive,"Licht gebogen, lederen achterkant, een groot superscherp beeldscherm, een fantastisch geluid, supersnel, en een superlange stand-by tijd."
u,u,u,LG_G4_5,14,LG_G4_5:6,91,BATTERY#GENERAL,positive,Batterijen van LG telefoons zijn gewoon beter dan die van andere merken is mijn ervaring en dat is bij de LG G4 ook weer het geval.
u,u,u,LG_G4_5,14,LG_G4_5:7,92,,,Dit is de eerste echte SPIEGEL-REFLEX met een telefoon aan boord.
u,u,u,LG_G4_5,14,LG_G4_5:8,93,,,Een speigel-reflex camera op zakformaat!
u,u,u,LG_G4_5,14,LG_G4_5:9,94,,,Handig op vakantie!
u,u,u,LG_G4_5,14,LG_G4_5:10,95,MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE,positive,De camera werkt echt super snel en bovendien erg gemakkelijk in gebruik.
u,u,u,LG_G4_5,14,LG_G4_5:10,95,MULTIMEDIA_DEVICES#USABILITY,positive,De camera werkt echt super snel en bovendien erg gemakkelijk in gebruik.
u,u,u,LG_G4_5,14,LG_G4_5:11,96,,,"Het instellen van de witbalans, de ISO-waarde, de sluitertijd, de macro-functie, diafragma instellen, voor de liefhebber een fotoshop programma."
u,u,u,LG_G4_5,14,LG_G4_5:12,97,,,En er zit zelfs een foto-shop programma op!
u,u,u,LG_G4_5,14,LG_G4_5:13,98,MULTIMEDIA_DEVICES#GENERAL,positive,"Echt deze telefoon onderscheid zich op de telefoon kwaliteit, design, gebruiksgemak en dan zit er ook nog eens de allerbeste camera op."
u,u,u,LG_G4_5,14,LG_G4_5:13,98,PHONE#QUALITY,positive,"Echt deze telefoon onderscheid zich op de telefoon kwaliteit, design, gebruiksgemak en dan zit er ook nog eens de allerbeste camera op."
u,u,u,LG_G4_5,14,LG_G4_5:13,98,PHONE#DESIGN_FEATURES,positive,"Echt deze telefoon onderscheid zich op de telefoon kwaliteit, design, gebruiksgemak en dan zit er ook nog eens de allerbeste camera op."
u,u,u,LG_G4_5,14,LG_G4_5:13,98,PHONE#USABILITY,positive,"Echt deze telefoon onderscheid zich op de telefoon kwaliteit, design, gebruiksgemak en dan zit er ook nog eens de allerbeste camera op."
u,u,u,LG_G4_5,14,LG_G4_5:14,99,PHONE#GENERAL,positive,Aanrader voor een ieder die van fotograferen en bellen houdt.
u,u,u,Sony_Xperia_E1_3,15,Sony_Xperia_E1_3:1,100,MULTIMEDIA_DEVICES#QUALITY,positive,"Fijne telefoon, goede geluidskwaliteit."
u,u,u,Sony_Xperia_E1_3,15,Sony_Xperia_E1_3:1,100,PHONE#GENERAL,positive,"Fijne telefoon, goede geluidskwaliteit."
u,u,u,Sony_Xperia_E1_3,15,Sony_Xperia_E1_3:2,101,PHONE#USABILITY,positive,Migratie van oudere Xperia probleemloos!
u,u,u,Samsung_Galaxy_S6_Edge_5,16,Samsung_Galaxy_S6_Edge_5:1,102,,,Sinds vrijdag in bezig van dit toestel nadat mijn S4 echt op was.
u,u,u,Samsung_Galaxy_S6_Edge_5,16,Samsung_Galaxy_S6_Edge_5:2,103,PHONE#DESIGN_FEATURES,neutral,"En wat opvalt is dat hij anders aanvoelt, zowel de voorkant als de achterkant zijn van glas gemaakt en of het een verbetering is durf ik nog niet te zeggen."
u,u,u,Samsung_Galaxy_S6_Edge_5,16,Samsung_Galaxy_S6_Edge_5:3,104,PHONE#DESIGN_FEATURES,negative,Ik heb al meegemaakt dat ik hem ergens op stof of kunststof legde en dat je de onderkant gewoon weg zag glijden.
u,u,u,Samsung_Galaxy_S6_Edge_5,16,Samsung_Galaxy_S6_Edge_5:4,105,,,"Als je hem aanzet, krijg je gelijk al een update, maar dat is zo gedaan."
u,u,u,Samsung_Galaxy_S6_Edge_5,16,Samsung_Galaxy_S6_Edge_5:5,106,PHONE#DESIGN_FEATURES,positive,Het toestel ziet er gaaf uit en na het instellen kun je hem gelijk gebruiken.
u,u,u,Samsung_Galaxy_S6_Edge_5,16,Samsung_Galaxy_S6_Edge_5:5,106,PHONE#USABILITY,positive,Het toestel ziet er gaaf uit en na het instellen kun je hem gelijk gebruiken.
u,u,u,Samsung_Galaxy_S6_Edge_5,16,Samsung_Galaxy_S6_Edge_5:6,107,,,Met een speciale app genaamd Smart Switch kan je bestanden van een andere telefoon gelijk overzetten.
u,u,u,Samsung_Galaxy_S6_Edge_5,16,Samsung_Galaxy_S6_Edge_5:7,108,DISPLAY#DESIGN_FEATURES,positive,Het scherm is mooi en duidelijk en niets op aan te merken.
u,u,u,Samsung_Galaxy_S6_Edge_5,16,Samsung_Galaxy_S6_Edge_5:7,108,DISPLAY#OPERATION_PERFORMANCE,positive,Het scherm is mooi en duidelijk en niets op aan te merken.
u,u,u,Samsung_Galaxy_S6_Edge_5,16,Samsung_Galaxy_S6_Edge_5:8,109,,,Ook is de trilfunctie die ontbrak bij Android 5.0 ook bij 5.02 gewoon weer aanwezig.
u,u,u,Samsung_Galaxy_S6_Edge_5,16,Samsung_Galaxy_S6_Edge_5:9,110,,,"De camera is uitgebreid met vele functies, en heb ik nog niet echt kunnen testen."
u,u,u,Samsung_Galaxy_S6_Edge_5,16,Samsung_Galaxy_S6_Edge_5:10,111,,,"Waar je bij de S5 nog moest schuiven met je vinger om de telefoon te unlocken, kan je hier gewoon je vinger op de homeknop leggen en unlocked het toestel zich snel."
