/Reviews,,,,,
/Review/@rid,/Review/#id,/Review/Opinions/Opinion/@category,/Review/Opinions/Opinion/@polarity,/Review/sentences/sentence/@id,/Review/sentences/sentence/text
1053543,5,RESTAURANT#GENERAL,positive,,
1053543,5,,,1053543:0,We ate outside at Haru's Sake bar because Haru's restaurant next door was overflowing.
1053543,5,,,1053543:1,What's the difference between the two?
1053543,5,,,1053543:2,"Their sake list was extensive, but we were looking for Purple Haze, which wasn't listed but made for us upon request!"
1053543,5,,,1053543:3,"The spicy tuna roll was unusually good and the rock shrimp tempura was awesome, great appetizer to share!"
1053543,5,,,1053543:4,We went around 9:30 on a Friday and it had died down a bit by then so the service was great!
1055910,6,RESTAURANT#GENERAL,positive,,
1055910,6,FOOD#QUALITY,positive,,
1055910,6,SERVICE#GENERAL,positive,,
1055910,6,AMBIENCE#GENERAL,positive,,
1055910,6,,,1055910:0,we love th pink pony.
1055910,6,,,1055910:1,THe perfect spot.
1055910,6,,,1055910:2,Food-awesome.
1055910,6,,,1055910:3,Service- friendly and attentive.
1055910,6,,,1055910:4,Ambiance- relaxed and stylish.
1055910,6,,,1055910:5,"Don't judge this place prima facie, you have to try it to believe it, a home away from home for the literate heart."
1058221,7,FOOD#QUALITY,neutral,,
1058221,7,SERVICE#GENERAL,negative,,
1058221,7,RESTAURANT#GENERAL,negative,,
1058221,7,,,1058221:0,"i have eaten here a handful of times, for no reason besides sheer convenience."
1058221,7,,,1058221:1,"(i hang out, and live, in the neighborhood..)"
1058221,7,,,1058221:2,the food is decent.
1058221,7,,,1058221:3,"however, it's the service that leaves a bad taste in my mouth."
1058221,7,,,1058221:4,"i happen to have a policy that goes along with a little bit of self-respect, which includes not letting a waiter intimidate me, i.e. make me feel bad asking for trivialities like water, or the check."
1058221,7,,,1058221:5,"i know, you were too busy showing off your vintage tee shirt and looking bored, but my agenda is i'm here to eat and enjoy the company of friends, seeking a pleasant experience."
1058221,7,,,1058221:6,"well, i didn't find it there, and trust, i have told everyone i can think of about my experience."
1058221,7,,,1058221:7,the last time i walked by it looked pretty empty. hmmm.
1062641,8,RESTAURANT#GENERAL,positive,,
1062641,8,FOOD#QUALITY,positive,,
1062641,8,SERVICE#GENERAL,positive,,
1062641,8,,,1062641:0,This place has got to be the best japanese restaurant in the new york area.
1062641,8,,,1062641:1,I had a great experience.
1062641,8,,,1062641:2,Food is great.
1062641,8,,,1062641:3,Service is top notch.
1062641,8,,,1062641:4,I have been going back again and again.
1074868,9,RESTAURANT#MISCELLANEOUS,positive,,
1074868,9,FOOD#QUALITY,positive,,
1074868,9,SERVICE#GENERAL,positive,,
1074868,9,RESTAURANT#GENERAL,positive,,
1074868,9,,,1074868:0,I went to this restaurant with a woman that I met recently.
1074868,9,,,1074868:1,She lives nearby but had never gone to this establishment thinking that it might be too touristy.
1074868,9,,,1074868:2,Surprisingly nothing could be further from the truth.
1074868,9,,,1074868:3,"In the evening, this place attracted a well dressed, with it, NY crowd."
1074868,9,,,1074868:4,The food was well prepared and the service impecable.
1074868,9,,,1074868:5,I'm going back.
1086478,10,FOOD#QUALITY,conflict,,
1086478,10,SERVICE#GENERAL,negative,,
1086478,10,AMBIENCE#GENERAL,positive,,
1086478,10,RESTAURANT#MISCELLANEOUS,positive,,
1086478,10,RESTAURANT#GENERAL,positive,,
1086478,10,,,1086478:0,"The food here is rather good, but only if you like to wait for it."
1086478,10,,,1086478:1,"I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing."
1086478,10,,,1086478:2,"The service varys from day to day- sometimes they're very nice, and sometimes not."
1086478,10,,,1086478:3,"The kitchen however, is almost always slow."
1086478,10,,,1086478:4,"Also, specify if you like your food spicy- its rather bland if you don't."
1086478,10,,,1086478:5,"The ambience is pretty and nice for conversation, so a casual lunch here would probably be best."
1090587,11,LOCATION#GENERAL,positive,,
1090587,11,SERVICE#GENERAL,positive,,
1090587,11,FOOD#QUALITY,positive,,
1090587,11,FOOD#PRICES,positive,,
1090587,11,RESTAURANT#GENERAL,positive,,
1090587,11,,,1090587:0,Just went here for my girlfriends 23rd bday.
1090587,11,,,1090587:1,If you've ever been along the river in Weehawken you have an idea of the top of view the chart house has to offer.
1090587,11,,,1090587:2,Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.
1090587,11,,,1090587:3,The lava cake dessert was incredible and I recommend it.
1102681,12,AMBIENCE#GENERAL,positive,,
1102681,12,FOOD#QUALITY,neutral,,
1102681,12,FOOD#STYLE_OPTIONS,positive,,
1102681,12,RESTAURANT#GENERAL,positive,,
1102681,12,,,1102681:0,"Once you step into Cosette, you're miraculously in a small, off-the-beaten path Parisian bistro."
1102681,12,,,1102681:1,"This tiny restaurant is as cozy as it gets, with that certain Parisian flair."
1102681,12,,,1102681:2,"The food was average to above-average; the French Onion soup filling yet not overly impressive, and the desserts not brilliant in any way."
1102681,12,,,1102681:3,"However, go for the ambience, and consider the food just a companion for a trip across the world!"
1119578,13,RESTAURANT#GENERAL,negative,,
1119578,13,FOOD#QUALITY,negative,,
1119578,13,FOOD#PRICES,negative,,
1119578,13,,,1119578:0,This has got to be one of the most overrated restaurants in Brooklyn.
1119578,13,,,1119578:1,The pizza is overpriced and soggy.
1119578,13,,,1119578:2,"Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right."
1119578,13,,,1119578:3,"A big disappointment, all around."
1123262,14,FOOD#QUALITY,positive,,
1123262,14,DRINKS#STYLE_OPTIONS,positive,,
1123262,14,FOOD#STYLE_OPTIONS,positive,,
1123262,14,RESTAURANT#GENERAL,positive,,
1123262,14,,,1123262:0,I think I've had some the best meals of my life at minnow.
1123262,14,,,1123262:1,"The seafood is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises."
1123262,14,,,1123262:2,The combination of super-fresh ingredients in the dishes are unusual but really delicious.
1123262,14,,,1123262:3,Worth the trip from Manhattan.
1126814,15,RESTAURANT#GENERAL,positive,,
1126814,15,AMBIENCE#GENERAL,positive,,
1126814,15,FOOD#QUALITY,positive,,
1126814,15,SERVICE#GENERAL,positive,,
1126814,15,DRINKS#QUALITY,neutral,,
1126814,15,DRINKS#PRICES,positive,,
1126814,15,,,1126814:0,"Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere."
1126814,15,,,1126814:1,"My wife and I always enjoy the young, not always well trained but nevertheless friendly, staff, all of whom have a story."
1126814,15,,,1126814:2,Sit outside in the warm weather; inside for cozy winter.
1126814,15,,,1126814:3,Decent wine at reasonable prices.
1126814,15,,,1126814:4,Have been dozens of times and never failed to enjoy the experience.
1126814,15,,,1126814:5,"Our teenage kids love it, too."
1131595,16,RESTAURANT#MISCELLANEOUS,negative,,
1131595,16,SERVICE#GENERAL,negative,,
1131595,16,FOOD#QUALITY,negative,,
1131595,16,RESTAURANT#GENERAL,negative,,
1131595,16,,,1131595:0,This place is incredibly tiny.
1131595,16,,,1131595:1,They refuse to seat parties of 3 or more on weekends.
1131595,16,,,1131595:2,The hostess is rude to the point of being offensive.
1131595,16,,,1131595:3,The food was bland oily.
1131595,16,,,1131595:4,I just don't understand all the hype...
1138996,17,FOOD#QUALITY,positive,,
1138996,17,DRINKS#QUALITY,positive,,
1138996,17,SERVICE#GENERAL,positive,,
1138996,17,RESTAURANT#GENERAL,positive,,
1138996,17,,,1138996:0,We went to Ino for Valentines.
1138996,17,,,1138996:1,"We have been to this place many times, and always have great food, wine, and service."
1138996,17,,,1138996:2,"We were worried we would have trouble getting in, but somehow managed to have a short wait."
1138996,17,,,1138996:3,As always we had a great glass of wine while we waited.
1138996,17,,,1138996:4,"When we sat, we got great and fast service."
1138996,17,,,1138996:5,The people that work there are always so friendly you forget you are in New York sometimes.
1138996,17,,,1138996:6,Make sure you try this place as often as you can.
1145510,18,RESTAURANT#GENERAL,positive,,
1145510,18,FOOD#QUALITY,positive,,
1145510,18,AMBIENCE#GENERAL,positive,,
1145510,18,FOOD#PRICES,negative,,
1145510,18,,,1145510:0,This is a fun restaurant to go to.
1145510,18,,,1145510:1,The pizza is yummy and I like the atmoshpere.
1145510,18,,,1145510:2,But the pizza is way to expensive.
1145510,18,,,1145510:3,"A large is $20, and toppings are about $3 each."
1147211,19,RESTAURANT#GENERAL,positive,,
1147211,19,SERVICE#GENERAL,positive,,
1147211,19,FOOD#QUALITY,positive,,
1147211,19,RESTAURANT#PRICES,negative,,
1147211,19,,,1147211:0,This place is great.
1147211,19,,,1147211:1,I had a huge group for my birthday and we were well taken care of.
1147211,19,,,1147211:2,The waitress was very patient with us and the food is phenomenal!
1147211,19,,,1147211:3,"Service was prompt, friendly and great."
1147211,19,,,1147211:4,Slightly on the pricey side but worth it!
1153034,20,FOOD#QUALITY,positive,,
1153034,20,SERVICE#GENERAL,positive,,
1153034,20,LOCATION#GENERAL,positive,,
1153034,20,AMBIENCE#GENERAL,positive,,
1153034,20,RESTAURANT#GENERAL,positive,,
1153034,20,,,1153034:0,Great pizza and fantastic service.
1153034,20,,,1153034:1,"There was a small wait, but shorter than I expected."
1153034,20,,,1153034:2,Located at the end of a magnificent block.
1153034,20,,,1153034:3,Very cozy and warm inside.....
1153034,20,,,1153034:4,I will be back!
1162037,21,FOOD#QUALITY,positive,,
1162037,21,RESTAURANT#GENERAL,positive,,
1162037,21,FOOD#STYLE_OPTIONS,positive,,
1162037,21,AMBIENCE#GENERAL,neutral,,
1162037,21,RESTAURANT#PRICES,positive,,
1162037,21,,,1162037:0,"Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too ."
1162037,21,,,1162037:1,"With the great variety on the menu , I eat here often and never get bored ."
1162037,21,,,1162037:2,"The atmosphere isn't the greatest , but I suppose that's how they keep the prices down ."
1162037,21,,,1162037:3,It's all about the food !!
1167434,22,RESTAURANT#MISCELLANEOUS,negative,,
1167434,22,FOOD#STYLE_OPTIONS,negative,,
1167434,22,FOOD#QUALITY,negative,,
1167434,22,RESTAURANT#GENERAL,negative,,
1167434,22,,,1167434:0,I went there with my friend last saturday.
1167434,22,,,1167434:1,first it took us a long time to find the place.
1167434,22,,,1167434:2,"we were tired and cold when we got to the restaurant, then we sat down to begin ordering appetizers."
1167434,22,,,1167434:3,"but when we looked at the menu, there weren't a lot of choices, most of them were dumplings in the appetizer section."
1167434,22,,,1167434:4,then we ordered a dinosaur rolls and white tuna sashimi.
1167434,22,,,1167434:5,"those rolls were big, but not good and sashimi wasn't fresh."
1167434,22,,,1167434:6,"they were dry and disgusting, i didn't even finish my first piece."
1175958,23,SERVICE#GENERAL,positive,,
1175958,23,FOOD#QUALITY,positive,,
1175958,23,RESTAURANT#GENERAL,positive,,
1175958,23,,,1175958:0,Hurley's is like Cheers where everyone knows your name and they are ACTUALLY glad you came.
1175958,23,,,1175958:1,"Try the crunchy tuna, it is to die for."
1175958,23,,,1175958:2,"Try everything for that matter, it is all good."
1175958,23,,,1175958:3,I have been going there since it opened and I can't get enough.
1189674,24,AMBIENCE#GENERAL,positive,,
1189674,24,FOOD#QUALITY,positive,,
1189674,24,SERVICE#GENERAL,positive,,
1189674,24,FOOD#STYLE_OPTIONS,positive,,
1189674,24,DRINKS#STYLE_OPTIONS,positive,,
1189674,24,DRINKS#QUALITY,positive,,
1189674,24,DRINKS#PRICES,positive,,
1189674,24,RESTAURANT#MISCELLANEOUS,positive,,
1189674,24,RESTAURANT#GENERAL,positive,,
1189674,24,,,1189674:0,First went here to enjoy their garden terrace.
1189674,24,,,1189674:1,"The food was amazing, and the service was prompt and helpful, but not over-bearing or rushed."
1189674,24,,,1189674:2,"The Steak Tartare is a great bet, they fix it for you at the table."
1189674,24,,,1189674:3,"Admittedly some nights inside the restaurant were rather warm, but the open kitchen is part of the charm."
1189674,24,,,1189674:4,"Great wine selection, Gigondas is worth the price, and the house champagne is a great value."
1189674,24,,,1189674:5,"It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area."
1189674,24,,,1189674:6,"Have recommended the place to friends, always gets good response."
1199480,25,LOCATION#GENERAL,positive,,
1199480,25,FOOD#QUALITY,positive,,
1199480,25,RESTAURANT#GENERAL,positive,,
1199480,25,AMBIENCE#GENERAL,positive,,
1199480,25,SERVICE#GENERAL,positive,,
1199480,25,RESTAURANT#MISCELLANEOUS,positive,,
1199480,25,,,1199480:0,"Not sure where the previous reviewer, lonk, dined, but Saul is in a great neighborhood and has great food!"
1199480,25,,,1199480:1,I've been there three times and have always had wonderful experiences.
1199480,25,,,1199480:2,I'd highly recommend it for a special occasion -- it provides and intimate setting and nice service.
1212346,26,FOOD#QUALITY,conflict,,
1212346,26,SERVICE#GENERAL,negative,,
1212346,26,FOOD#STYLE_OPTIONS,negative,,
1212346,26,FOOD#PRICES,negative,,
1212346,26,RESTAURANT#GENERAL,negative,,
1212346,26,,,1212346:0,"Moules were excellent, lobster ravioli was VERY salty!"
1212346,26,,,1212346:1,"Took my mom for Mother's Day, and the maitre d' was pretty rude."
1212346,26,,,1212346:2,"Told us to sit anywhere, and when we sat he said the table was reserved."
1212346,26,,,1212346:3,Stepped on my foot on the SECOND time he reached over me to adjust lighting.
1212346,26,,,1212346:4,Tiny dessert was $8.00...just plain overpriced for what it is.
1221938,27,DRINKS#QUALITY,positive,,
1221938,27,DRINKS#PRICES,positive,,
1221938,27,FOOD#QUALITY,positive,,
1221938,27,SERVICE#GENERAL,neutral,,
1221938,27,AMBIENCE#GENERAL,positive,,
1221938,27,RESTAURANT#GENERAL,positive,,
1221938,27,,,1221938:0,The drinks are always welll made and wine selection is fairly priced.
1221938,27,,,1221938:1,Try their chef's specials-- they are to die for.
1221938,27,,,1221938:2,"Service is not exactly five star, but thats not really a big deal."
1221938,27,,,1221938:3,Downstairs lounge is always a good attraction
1225162,28,AMBIENCE#GENERAL,positive,,
1225162,28,FOOD#STYLE_OPTIONS,positive,,
1225162,28,FOOD#QUALITY,positive,,
1225162,28,FOOD#PRICES,positive,,
1225162,28,SERVICE#GENERAL,positive,,
1225162,28,DRINKS#STYLE_OPTIONS,positive,,
1225162,28,DRINKS#PRICES,positive,,
1225162,28,RESTAURANT#GENERAL,positive,,
1225162,28,,,1225162:0,"Raga's is a romantic, cozy restaurant."
1225162,28,,,1225162:1,The exotic food is beautifully presented and is a delight in delicious combinations.
1225162,28,,,1225162:2,It is also extremely well priced.
1225162,28,,,1225162:3,The staff is incredibly helpful and attentive.
1225162,28,,,1225162:4,The bar is very well stocked with interesting beers and well priced wines.
1225162,28,,,1225162:5,This is one of my favorite restaurants and it is not to be missed.
1225162,28,,,1225162:6,Your friends will thank you for introducing them to this gem!
1227999,29,RESTAURANT#GENERAL,negative,,
1227999,29,SERVICE#GENERAL,negative,,
1227999,29,FOOD#QUALITY,neutral,,
1227999,29,,,1227999:0,"When we stumbled on Leon, we thought that we had found quite the gem BUT, we were certainly wrong."
1227999,29,,,1227999:1,"The waitress moved our table practically into the bathroom and when we asked to cancel our dinner orders because we did not want to eat sitting on the toilet, we were told no..."
1227999,29,,,1227999:2,"Then, to top things off, she dropped used silverware on my boyfriend's jacket and did not stop to apologize or clean the mess that was left on clothes."
1227999,29,,,1227999:3,Such a disappointment...
1227999,29,,,1227999:4,"Rude service, medicore food...there are tons of restaurants in NY...stay away from this one"
1230993,30,RESTAURANT#GENERAL,positive,,
1230993,30,AMBIENCE#GENERAL,positive,,
1230993,30,SERVICE#GENERAL,positive,,
1230993,30,FOOD#QUALITY,positive,,
1230993,30,,,1230993:0,I had a grat time at Jekyll and Hyde!
1230993,30,,,1230993:1,I loved everythig about it-especially the shows and actors.
1230993,30,,,1230993:2,Our server was very helpful and friendly.
1230993,30,,,1230993:3,I am bringing my whole family back next time.
1230993,30,,,1230993:4,The food was good too.
1232468,31,FOOD#QUALITY,positive,,
1232468,31,LOCATION#GENERAL,positive,,
1232468,31,AMBIENCE#GENERAL,neutral,,
1232468,31,SERVICE#GENERAL,positive,,
1232468,31,RESTAURANT#GENERAL,positive,,
1232468,31,,,1232468:0,The tuna and wasabe potatoes are excellent.
1232468,31,,,1232468:1,The outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful.
1232468,31,,,1232468:2,"Inside is a little cramped, but to be expected."
1232468,31,,,1232468:3,Service was prompt and courteous.
1232468,31,,,1232468:4,This was a repeat visit and we'll definitely be back again.
1256373,32,FOOD#QUALITY,positive,,
1256373,32,FOOD#STYLE_OPTIONS,positive,,
1256373,32,RESTAURANT#GENERAL,positive,,
1256373,32,,,1256373:0,By far the best salad I have had in a fast food restaurant.
1256373,32,,,1256373:1,fine dining restaurant quality.
1256373,32,,,1256373:2,Over 100 different choices to create your own.
1256373,32,,,1256373:3,A must try!
1264954,33,RESTAURANT#GENERAL,positive,,
1264954,33,FOOD#QUALITY,positive,,
1264954,33,AMBIENCE#GENERAL,positive,,
1264954,33,FOOD#STYLE_OPTIONS,positive,,
1264954,33,SERVICE#GENERAL,positive,,
1264954,33,,,1264954:0,"On a recent Sunday afternoon, a friend and I accidently found this great restaurant on our way to see the pulitzer prize winning play DOUBT."
1264954,33,,,1264954:1,"This was the perfect quiet, relaxing, and delicious accompaniment to our afternoon of theater."
1264954,33,,,1264954:2,"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm."
1264954,33,,,1264954:3,"With so many poor experiences to be had in the theater district, is truly an excellent find!"
1264954,33,,,1264954:4,We will return many times for this oasis in mid-town.
1269216,34,SERVICE#GENERAL,positive,,
1269216,34,FOOD#STYLE_OPTIONS,positive,,
1269216,34,FOOD#QUALITY,positive,,
1269216,34,RESTAURANT#MISCELLANEOUS,positive,,
1269216,34,RESTAURANT#GENERAL,positive,,
1269216,34,,,1269216:0,I grew up on these bagels.
1269216,34,,,1269216:1,The staff is no nonsense.
1269216,34,,,1269216:2,The food options rule.
1269216,34,,,1269216:3,When I lived upstate for a while I would buy freeze the bagels and they would still be better than any else.
1269216,34,,,1269216:4,Worth visiting the 1st Ave spot because it is the original store.
1275154,35,FOOD#QUALITY,positive,,
1275154,35,DRINKS#STYLE_OPTIONS,positive,,
1275154,35,RESTAURANT#GENERAL,positive,,
1275154,35,,,1275154:0,I stumbled upon this second floor walk-up two Fridays ago when I was with two friends in town from L.A.
1275154,35,,,1275154:1,"Being serious sushi lovers, we sat at the sushi bar to be closer to the action."
1275154,35,,,1275154:2,I asked the chef what he recommends and he asked me if I like Uni. (
1275154,35,,,1275154:3,"For those of you who don't know, Uni is Sea Urchin in Japanese, which happens to be my favorite.)"
1275154,35,,,1275154:4,"He served me an Uni Hand roll, which I never had before, and let me tell you...IT WAS HEAVEN!"
1275154,35,,,1275154:5,"Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc."
1275154,35,,,1275154:6,The sake menu should not be overlooked!
1275154,35,,,1275154:7,"All in all, this midtown gem instantly became one of my favorite sushi restaurants in the city."
1275154,35,,,1275154:8,Try the lobster teriyaki and the rose special roll.
1280166,36,SERVICE#GENERAL,positive,,
1280166,36,FOOD#QUALITY,positive,,
1280166,36,DRINKS#STYLE_OPTIONS,positive,,
1280166,36,AMBIENCE#GENERAL,conflict,,
1280166,36,RESTAURANT#GENERAL,positive,,
1280166,36,,,1280166:0,We visited Orsay during NY Restaurant Week and tried their $35 menu.
1280166,36,,,1280166:1,"Service was very good - prompt, attentive and non-intrusive."
1280166,36,,,1280166:2,"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience)."
1280166,36,,,1280166:3,Wine list selection is good and wine-by-the-glass was generously filled to the top.
1280166,36,,,1280166:4,Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.
1280179,37,RESTAURANT#GENERAL,positive,,
1280179,37,SERVICE#GENERAL,neutral,,
1280179,37,FOOD#QUALITY,conflict,,
1280179,37,AMBIENCE#GENERAL,positive,,
1280179,37,,,1280179:0,"I've been to at Cafe Spice probably 5-8 times, it is probably still the best Indian restaurant around Union Square."
1280179,37,,,1280179:1,"To sum it up: Service varies from good to mediorce, depending on which waiter you get; generally it is just average Ok."
1280179,37,,,1280179:2,"Seating is always prompt, though the restaurant does fill up in the evening."
1280179,37,,,1280179:3,"Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders."
1280179,37,,,1280179:4,"As many other reviewers noticed, your order is often slow to arrive - this is particularly true in the evening but is not a problem during lunch time."
1280179,37,,,1280179:5,"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date."
1286916,38,RESTAURANT#GENERAL,positive,,
1286916,38,AMBIENCE#GENERAL,positive,,
1286916,38,FOOD#QUALITY,positive,,
1286916,38,,,1286916:0,I have NEVER been disappointed in the Red Eye.
1286916,38,,,1286916:1,"The first time I went, and was completely taken by the live jazz band and atmosphere, I ordered the Lobster Cobb Salad."
1286916,38,,,1286916:2,I've never ordered anything else from their menu...there's no need to.
1286916,38,,,1286916:3,It's simply the best meal in NYC.
1286916,38,,,1286916:4,You cannot go wrong at the Red Eye Grill.
1287538,39,AMBIENCE#GENERAL,neutral,,
1287538,39,RESTAURANT#GENERAL,positive,,
1287538,39,FOOD#QUALITY,positive,,
1287538,39,,,1287538:0,"If we were to move from the upper east side, we would genuinely miss this restaurant."
1287538,39,,,1287538:1,We've lived in the area for more than 8 years.
1287538,39,,,1287538:2,The restaurant is cute but not upscale.
1287538,39,,,1287538:3,The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.
1287538,39,,,1287538:4,I would highly recommend it.
1287538,39,,,1287538:5,It's one of our favorite places to eat in NY.
1293334,40,RESTAURANT#MISCELLANEOUS,positive,,
1293334,40,RESTAURANT#GENERAL,positive,,
1293334,40,DRINKS#STYLE_OPTIONS,positive,,
1293334,40,FOOD#QUALITY,positive,,
1293334,40,AMBIENCE#GENERAL,positive,,
1293334,40,,,1293334:0,"If you are the type of person who likes being scared and entertained, this is a great place to go and eat."
1293334,40,,,1293334:1,"My husband and I thougt it would be great to go to the Jekyll and Hyde Pub for our anniversary, and to our surprise it was fantastic."
1293334,40,,,1293334:2,"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini."
1293334,40,,,1293334:3,The entertainment was great they have shows that go on through out the dinner.
1293334,40,,,1293334:4,"Please take my advice, go and try this place."
1293334,40,,,1293334:5,Its located in greenewich village.
1293334,40,,,1293334:6,You will not be disapointed at all.
1297844,41,RESTAURANT#GENERAL,positive,,
1297844,41,FOOD#STYLE_OPTIONS,positive,,
1297844,41,FOOD#QUALITY,positive,,
1297844,41,,,1297844:0,Our first time in New York and we had to try a New York Bagel.
1297844,41,,,1297844:1,We were not dissappointed in the least bit by this little gem.
1297844,41,,,1297844:2,The bagel was huge.
1297844,41,,,1297844:3,They were served warm and had a soft fluffy interior.
1297844,41,,,1297844:4,The workers there also absolutely load the bagel with cream cheese (gets a little messy).
1297844,41,,,1297844:5,I loved it and would HIGHLY RECOMMEND.
1300636,42,FOOD#QUALITY,positive,,
1300636,42,SERVICE#GENERAL,positive,,
1300636,42,AMBIENCE#GENERAL,positive,,
1300636,42,RESTAURANT#GENERAL,positive,,
1300636,42,,,1300636:0,This was my frist time at Cafe St. Bart's and I must say how delicous the food and the service was.
1300636,42,,,1300636:1,"When I called this morning, I didn't think I would be able to get in at 12, but I was able to get in, along with four other guests."
1300636,42,,,1300636:2,I have to highly recommend the lobster roll - not to much mayo; you can tell it was a fresh lobster.
1300636,42,,,1300636:3,"Other guests enjoyed pizza, santa fe chopped salad and fish and chips."
1300636,42,,,1300636:4,"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service."
1303888,43,SERVICE#GENERAL,positive,,
1303888,43,AMBIENCE#GENERAL,positive,,
1303888,43,RESTAURANT#GENERAL,positive,,
1303888,43,,,1303888:0,All the staff is absolutely professional!!
1303888,43,,,1303888:1,I sometimes see the waiters don't have enough knowledge of their dishes.
1303888,43,,,1303888:2,But they do.
1303888,43,,,1303888:3,"(that is A MUST, but not every restaurant can do...)"
1303888,43,,,1303888:4,"If you want to dine with large party, I recommend to make reservation BASEMENT."
1303888,43,,,1303888:5,"There's nice and quiet, small but enough for 6 (or more)."
1303984,44,RESTAURANT#GENERAL,negative,,
1303984,44,FOOD#QUALITY,negative,,
1303984,44,,,1303984:0,This restaurant was way overhyped.
1303984,44,,,1303984:1,My chow fun and chow see was really bland and oily.
1303984,44,,,1303984:2,Okay-i don't mind the oily part (cause most are cooked that way) but it was way too bland.
1303984,44,,,1303984:3,The scallion pancakes and fried dumplings were nothing out of the ordinary.
1308557,45,SERVICE#GENERAL,positive,,
1308557,45,RESTAURANT#GENERAL,negative,,
1308557,45,AMBIENCE#GENERAL,negative,,
1308557,45,FOOD#QUALITY,negative,,
1308557,45,,,1308557:0,The service was the only thing good about this restaurant.
1308557,45,,,1308557:1,"It's boring on the inside, and our sushi was pretty below average... the tuna was soggy and the other rolls had no flavor."
1308557,45,,,1308557:2,I definitely wouldn't go back.
1318537,46,RESTAURANT#GENERAL,positive,,
