/Reviews,,,,,,,,,
/@slot1,/@slot12,/@slot2,/Review/@rid,/Review/#id,/Review/Opinions/Opinion/@category,/Review/Opinions/Opinion/@polarity,/Review/sentences/sentence/@id,/Review/sentences/sentence/@OutOfScope,/Review/sentences/sentence/text
u,u,u,Review-g188671-d1604411_1,7,,,Review-g188671-d1604411_1:7,,Geen probleem wat mij betreft.
u,u,u,Review-g188671-d1604411_1,7,,,Review-g188671-d1604411_1:8,,Er werd bij elk gerecht duidelijk uitgelegd wat het was en waar het vandaan kwam.
u,u,u,Review-g188671-d1604411_1,7,,,Review-g188671-d1604411_1:9,,"Nét niet sterrenwaardig, maar zeker een aanrader!"
u,u,u,Review-g1006565-d2066794_2,8,AMBIENCE#GENERAL,positive,,,
u,u,u,Review-g1006565-d2066794_2,8,DRINKS#QUALITY,positive,,,
u,u,u,Review-g1006565-d2066794_2,8,DRINKS#STYLE_OPTIONS,positive,,,
u,u,u,Review-g1006565-d2066794_2,8,FOOD#PRICES,positive,,,
u,u,u,Review-g1006565-d2066794_2,8,FOOD#QUALITY,positive,,,
u,u,u,Review-g1006565-d2066794_2,8,FOOD#STYLE_OPTIONS,negative,,,
u,u,u,Review-g1006565-d2066794_2,8,RESTAURANT#GENERAL,positive,,,
u,u,u,Review-g1006565-d2066794_2,8,SERVICE#GENERAL,positive,,,
u,u,u,Review-g1006565-d2066794_2,8,,,Review-g1006565-d2066794_2:1,,Via via hadden we gehoord dat we hier moesten zijn voor Wagye runder vlees.
u,u,u,Review-g1006565-d2066794_2,8,,,Review-g1006565-d2066794_2:2,,Onze Gps was niet de beste reisleider om in Kasteel Altembrouck te geraken.
u,u,u,Review-g1006565-d2066794_2,8,,,Review-g1006565-d2066794_2:3,,Maar eens in het kasteelrestaurant aangekomen werd het een feest.
u,u,u,Review-g1006565-d2066794_2,8,,,Review-g1006565-d2066794_2:4,,"Vooreerst de bediening, uitzonderlijk vriendelijk attent niet geforceerd maar echt."
u,u,u,Review-g1006565-d2066794_2,8,,,Review-g1006565-d2066794_2:5,,"Zelden meegemaakt, tussen het personeel was er een heerlijk plagende chemie."
u,u,u,Review-g1006565-d2066794_2,8,,,Review-g1006565-d2066794_2:6,,Je hebt de keuze tussen een beperkt aantal menus.
u,u,u,Review-g1006565-d2066794_2,8,,,Review-g1006565-d2066794_2:7,,Specialisatie zijn de Wagye runderen.
u,u,u,Review-g1006565-d2066794_2,8,,,Review-g1006565-d2066794_2:8,,Als je uitleg vraagt over dit lekkere rundvlees wordt het vlees op voorhand op een bord aan je voorgesteld.
u,u,u,Review-g1006565-d2066794_2,8,,,Review-g1006565-d2066794_2:9,,Goedkoop is het niet maar wel uitzonderlijk lekker.
u,u,u,Review-g1006565-d2066794_2,8,,,Review-g1006565-d2066794_2:10,,"Als je geen steak liefhebber bent is er een visalternatief, eend en lam aan aanvaardbare prijzen."
u,u,u,Review-g1006565-d2066794_2,8,,,Review-g1006565-d2066794_2:11,,De wijnkaart is een goede selectie van lekkere kwaliteitsvolle wijnen.
u,u,u,Review-g1006565-d2066794_2,8,,,Review-g1006565-d2066794_2:12,,Het was lang geleden dat we zo lekker geëten hebben.
u,u,u,Review-g1006565-d2066794_2,8,,,Review-g1006565-d2066794_2:13,,Op de grens tussen Nederland en België hebben we uitzonderlijk lekker geëten in een sfeervolle omgeving met een livebandje die de juiste toon vond en ons een heerlijke namiddag hebben bezorgd.
u,u,u,Review-g1006565-d2066794_1,9,FOOD#QUALITY,positive,,,
u,u,u,Review-g1006565-d2066794_1,9,FOOD#STYLE_OPTIONS,negative,,,
u,u,u,Review-g1006565-d2066794_1,9,RESTAURANT#GENERAL,negative,,,
u,u,u,Review-g1006565-d2066794_1,9,RESTAURANT#PRICES,negative,,,
u,u,u,Review-g1006565-d2066794_1,9,SERVICE#GENERAL,negative,,,
u,u,u,Review-g1006565-d2066794_1,9,,,Review-g1006565-d2066794_1:1,,Lange wachttijd.
u,u,u,Review-g1006565-d2066794_1,9,,,Review-g1006565-d2066794_1:2,,"Zelfde dessert, 2 dagen na mekaar."
u,u,u,Review-g1006565-d2066794_1,9,,,Review-g1006565-d2066794_1:3,,Ontbijtbuffet was tip top in orde.
u,u,u,Review-g1006565-d2066794_1,9,,,Review-g1006565-d2066794_1:4,,Niet goedkoop!
u,u,u,Review-g941689-d1020348_4,10,DRINKS#QUALITY,positive,,,
u,u,u,Review-g941689-d1020348_4,10,FOOD#QUALITY,positive,,,
u,u,u,Review-g941689-d1020348_4,10,FOOD#STYLE_OPTIONS,negative,,,
u,u,u,Review-g941689-d1020348_4,10,RESTAURANT#GENERAL,positive,,,
u,u,u,Review-g941689-d1020348_4,10,SERVICE#GENERAL,positive,,,
u,u,u,Review-g941689-d1020348_4,10,,,Review-g941689-d1020348_4:1,,Voor fijnproevers en mensen die eens iets anders willen dan mosselen friet.
u,u,u,Review-g941689-d1020348_4,10,,,Review-g941689-d1020348_4:2,,Laat u verrassen!
u,u,u,Review-g941689-d1020348_4,10,,,Review-g941689-d1020348_4:3,,"Wat geschrokken door het feit dat er maar 1 menu voorgesteld werd, maar o zo heerlijk gegeten en gedronken."
u,u,u,Review-g941689-d1020348_4,10,,,Review-g941689-d1020348_4:4,,"Als je graag iets anders wil, dan is dit bespreekbaar."
u,u,u,Review-g941689-d1020348_4,10,,,Review-g941689-d1020348_4:5,,"2 Mensen die bijzonder goed hun vak kennen, zeer gastvrij zijn en als de dienst het toelaat graag een babbeltje met hun gasten maken."
u,u,u,Review-g941689-d1020348_4,10,,,Review-g941689-d1020348_4:6,,Wij zijn blij dit leuke adresje te hebben ontdekt en gaan zeker terug!
u,u,u,Review-g188672-d2414248_2,11,DRINKS#PRICES,negative,,,
u,u,u,Review-g188672-d2414248_2,11,FOOD#PRICES,negative,,,
u,u,u,Review-g188672-d2414248_2,11,FOOD#QUALITY,neutral,,,
u,u,u,Review-g188672-d2414248_2,11,RESTAURANT#GENERAL,negative,,,
u,u,u,Review-g188672-d2414248_2,11,SERVICE#GENERAL,neutral,,,
u,u,u,Review-g188672-d2414248_2,11,,,Review-g188672-d2414248_2:1,,Ik heb niets aan te merken op de kwaliteit van het eten maar het is gewoon te duur.
u,u,u,Review-g188672-d2414248_2,11,,,Review-g188672-d2414248_2:2,,"De irish coffee komt de baas inderdaad aan tafel maken, je betaalt er 10 euro voor en dit is ook gewoon té duur."
u,u,u,Review-g188672-d2414248_2,11,,,Review-g188672-d2414248_2:3,,Wanneer we de zaak verlieten werden we bijna verplicht een goede recensie hier te schrijven.
u,u,u,Review-g188672-d2414248_2,11,,,Review-g188672-d2414248_2:4,,Bij deze toch gewoon mijn eerlijke mening.
u,u,u,Review-g188673-d742121_1,12,AMBIENCE#GENERAL,positive,,,
u,u,u,Review-g188673-d742121_1,12,DRINKS#QUALITY,negative,,,
u,u,u,Review-g188673-d742121_1,12,FOOD#PRICES,positive,,,
u,u,u,Review-g188673-d742121_1,12,FOOD#QUALITY,positive,,,
u,u,u,Review-g188673-d742121_1,12,LOCATION#GENERAL,positive,,,
u,u,u,Review-g188673-d742121_1,12,RESTAURANT#GENERAL,positive,,,
u,u,u,Review-g188673-d742121_1,12,SERVICE#GENERAL,positive,,,
u,u,u,Review-g188673-d742121_1,12,,,Review-g188673-d742121_1:1,,Een leuke plek op een prachtig Kortrijks plein.
u,u,u,Review-g188673-d742121_1,12,,,Review-g188673-d742121_1:2,,Mooi kader.
u,u,u,Review-g188673-d742121_1,12,,,Review-g188673-d742121_1:3,,"Wij namen het menu aan 36 euro met voorhapjes, sashimi van tonijn, hertenkalf met boschampignons en koffie met enkele mignardises."
u,u,u,Review-g188673-d742121_1,12,,,Review-g188673-d742121_1:4,,Alles zeer correct en lekker.
u,u,u,Review-g188673-d742121_1,12,,,Review-g188673-d742121_1:5,,Zeer mooi voor deze prijs.
u,u,u,Review-g188673-d742121_1,12,,,Review-g188673-d742121_1:6,,Goede bediening.
u,u,u,Review-g188673-d742121_1,12,,,Review-g188673-d742121_1:7,,Kwaliteit van de geserveerde wijnen per glas kon beter.
u,u,u,Review-g188673-d742121_2,13,AMBIENCE#GENERAL,positive,,,
u,u,u,Review-g188673-d742121_2,13,DRINKS#PRICES,positive,,,
u,u,u,Review-g188673-d742121_2,13,FOOD#QUALITY,positive,,,
u,u,u,Review-g188673-d742121_2,13,RESTAURANT#GENERAL,positive,,,
u,u,u,Review-g188673-d742121_2,13,SERVICE#GENERAL,positive,,,
u,u,u,Review-g188673-d742121_2,13,,,Review-g188673-d742121_2:1,,' S avond gaan eten met 2 vrienden.
u,u,u,Review-g188673-d742121_2,13,,,Review-g188673-d742121_2:2,,We waren goed ontvangen en direct naar de tafel begeleid.
u,u,u,Review-g188673-d742121_2,13,,,Review-g188673-d742121_2:3,,Zeer aangenaam interieur.
u,u,u,Review-g188673-d742121_2,13,,,Review-g188673-d742121_2:4,,Op het krijtbord waren er wijnsuggesties aan aan aantrekkelijke prijs.
u,u,u,Review-g188673-d742121_2,13,,,Review-g188673-d742121_2:5,,"We hebben gekozen voor de tartaar van kingkrab, zeer lekker en fris bereid."
u,u,u,Review-g188673-d742121_2,13,,,Review-g188673-d742121_2:6,,De vissoep en de huisgemaakte Garnaalkroketten deze zijn echt authentiek bereid.
u,u,u,Review-g188673-d742121_2,13,,,Review-g188673-d742121_2:7,,Daarna een filet pur met pepersaus perfect gebakken.
u,u,u,Review-g188673-d742121_2,13,,,Review-g188673-d742121_2:8,,En de risotto met vis.
u,u,u,Review-g188673-d742121_2,13,,,Review-g188673-d742121_2:9,,Zeer goede gegaarde risotto.
u,u,u,Review-g188673-d742121_2,13,,,Review-g188673-d742121_2:10,,Om de avond af te sluiten nog een irish koffie.
u,u,u,Review-g188673-d742121_2,13,,,Review-g188673-d742121_2:11,,"Zeker een aanrader zowel interieur, bediening, en eten."
u,u,u,Review-g188673-d742121_2,13,,,Review-g188673-d742121_2:12,,Tot nog eens.
u,u,u,Review-g1006565-d2066794_4,14,AMBIENCE#GENERAL,positive,,,
u,u,u,Review-g1006565-d2066794_4,14,FOOD#QUALITY,positive,,,
u,u,u,Review-g1006565-d2066794_4,14,FOOD#STYLE_OPTIONS,negative,,,
u,u,u,Review-g1006565-d2066794_4,14,RESTAURANT#GENERAL,positive,,,
u,u,u,Review-g1006565-d2066794_4,14,RESTAURANT#PRICES,positive,,,
u,u,u,Review-g1006565-d2066794_4,14,SERVICE#GENERAL,positive,,,
u,u,u,Review-g1006565-d2066794_4,14,,,Review-g1006565-d2066794_4:1,,Dit is de 3de keer dat wij hier eten.
u,u,u,Review-g1006565-d2066794_4,14,,,Review-g1006565-d2066794_4:2,,Het is een fantastische gelegenheid.
u,u,u,Review-g1006565-d2066794_4,14,,,Review-g1006565-d2066794_4:3,,Bij mooi weer buiten op de binnenplaats of aan de vijver iets eten of drinken.
u,u,u,Review-g1006565-d2066794_4,14,,,Review-g1006565-d2066794_4:4,,Op het landgoed Altembrouck werkt men met verse eerlijke producten.
u,u,u,Review-g1006565-d2066794_4,14,,,Review-g1006565-d2066794_4:5,,Zo hebben ze majalica (krulhaar) varkens en wagyu runderen.
u,u,u,Review-g1006565-d2066794_4,14,,,Review-g1006565-d2066794_4:6,,Er is geen menukaart.
u,u,u,Review-g1006565-d2066794_4,14,,,Review-g1006565-d2066794_4:7,,"Op zondag is er een 3 gang menu voor 27,50 wat echt prijs kwaliteit is."
u,u,u,Review-g1006565-d2066794_4,14,,,Review-g1006565-d2066794_4:8,,Nadeel is dat er geen menukaart is zelfs geen dagelijkse.
u,u,u,Review-g1006565-d2066794_4,14,,,Review-g1006565-d2066794_4:9,,Als de gastheer heeft opgenoemd wat er te eten is ben je alvorens hij of zij aan het dessert is kwijt wat het hoofdgerecht is.
u,u,u,Review-g1006565-d2066794_4,14,,,Review-g1006565-d2066794_4:10,,Het personeel is zeer vriendelijk en correct zonder stijf te zijn.
u,u,u,Review-g1006565-d2066794_4,14,,,Review-g1006565-d2066794_4:11,,Jammer alleen van de laatste keer dat men zowel varkens als rundvlees als hoofdgerecht noemde en onze hele tafel vond het vreemd dat niet gevraagd werd waar onze voorkeur naar uit ging.
u,u,u,Review-g1006565-d2066794_4,14,,,Review-g1006565-d2066794_4:12,,Navraag leerde dat het rund helaas al uitverkocht was.
u,u,u,Review-g1006565-d2066794_4,14,,,Review-g1006565-d2066794_4:13,,"Verder is, en zeer flexibel 3 pers wilde graag (met bijbetaling) gaan voor het voorgerecht van het paasmenu."
u,u,u,Review-g1006565-d2066794_4,14,,,Review-g1006565-d2066794_4:14,,Dat ging allemaal.
u,u,u,Review-g1006565-d2066794_4,14,,,Review-g1006565-d2066794_4:15,,Toch zou het een aanrader zijn om op z'n minst zoiets als een paasmenu op de website te zetten.
u,u,u,Review-g1006565-d2066794_4,14,,,Review-g1006565-d2066794_4:16,,"Nu moet je erachteraan bellen of mailen, dat is niet erg commercieel."
u,u,u,Review-g1006565-d2066794_4,14,,,Review-g1006565-d2066794_4:17,,Voor rest niets als lof.
u,u,u,Review-g1006565-d2066794_4,14,,,Review-g1006565-d2066794_4:18,,Zo heerlijk fantasievol opgedient eten in een fijne ambiance.
u,u,u,Review-g1006565-d2066794_4,14,,,Review-g1006565-d2066794_4:19,,Ik kan dit alleen maar aanraden.
u,u,u,Review-g1006565-d2066794_4,14,,,Review-g1006565-d2066794_4:20,,Kom je hier voor een glas wijn en of een salade... ook prima.
u,u,u,Review-g1006565-d2066794_4,14,,,Review-g1006565-d2066794_4:21,,Gewoon n keer doen en laat je verrassen.
u,u,u,Review-g1081485-d4399506_3,15,AMBIENCE#GENERAL,positive,,,
u,u,u,Review-g1081485-d4399506_3,15,DRINKS#QUALITY,positive,,,
u,u,u,Review-g1081485-d4399506_3,15,FOOD#QUALITY,positive,,,
u,u,u,Review-g1081485-d4399506_3,15,RESTAURANT#GENERAL,positive,,,
u,u,u,Review-g1081485-d4399506_3,15,,,Review-g1081485-d4399506_3:1,,Prachtige wijnen en heel gezellig ambiente.
u,u,u,Review-g1081485-d4399506_3,15,,,Review-g1081485-d4399506_3:2,,Authentieke recepten (als spanje kenners kunnen we dat bevestigen) en alles huisgemaakt (dat proef je!).
u,u,u,Review-g1081485-d4399506_3,15,,,Review-g1081485-d4399506_3:3,,Een aanrader voor een avond uit!
u,u,u,Review-g1081485-d4399506_2,16,AMBIENCE#GENERAL,positive,,,
u,u,u,Review-g1081485-d4399506_2,16,FOOD#QUALITY,positive,,,
u,u,u,Review-g1081485-d4399506_2,16,RESTAURANT#GENERAL,positive,,,
u,u,u,Review-g1081485-d4399506_2,16,,,Review-g1081485-d4399506_2:1,,Zuiderse sfeer...
u,u,u,Review-g1081485-d4399506_2,16,,,Review-g1081485-d4399506_2:2,,Gezellig en lekker.
u,u,u,Review-g1081485-d4399506_2,16,,,Review-g1081485-d4399506_2:3,,Geweldig concept voor een geweldige avond in Spaanse decor!!
u,u,u,Review-g1081485-d4399506_2,16,,,Review-g1081485-d4399506_2:4,,Komen zeker terug
u,u,u,Review-g1081485-d4399506_1,17,DRINKS#PRICES,positive,,,
u,u,u,Review-g1081485-d4399506_1,17,DRINKS#QUALITY,positive,,,
u,u,u,Review-g1081485-d4399506_1,17,FOOD#QUALITY,neutral,,,
u,u,u,Review-g1081485-d4399506_1,17,RESTAURANT#GENERAL,positive,,,
u,u,u,Review-g1081485-d4399506_1,17,SERVICE#GENERAL,positive,,,
u,u,u,Review-g1081485-d4399506_1,17,,,Review-g1081485-d4399506_1:1,,"De gastvrouw kreeg van ons de vrije keuze aan tapagerechtjes, zij leverde snel aan en alhoewel alles lekker was en van goede kwaliteit, miste ik verfijning."
u,u,u,Review-g1081485-d4399506_1,17,,,Review-g1081485-d4399506_1:2,,"Wij vertelden bij het begin te houden van de combinatie tapa en vis en hier werd helemaal niet op ingegaan: iberico, chorizo, manchego, Russiisch ei, champignons, tomaatjes...., gehaktballetjes in tomatensaus, allemaal lekker, echter niet authentiek..."
u,u,u,Review-g1081485-d4399506_1,17,,,Review-g1081485-d4399506_1:3,,"De wijn was lekker, duurste fles nog aan modeste prijs van 30 eur....."
u,u,u,Review-g1081485-d4399506_1,17,,,Review-g1081485-d4399506_1:4,,Dit is dus een leuk adresje voor gezellige babbel en eenvoudige maar toch lekkere tapàs
u,u,u,Review-g1081485-d4399506_1,17,,,Review-g1081485-d4399506_1:5,,Bediening vriendelijk maar gehaast....
u,u,u,Review-g188672-d4570177_1,18,AMBIENCE#GENERAL,negative,,,
u,u,u,Review-g188672-d4570177_1,18,RESTAURANT#GENERAL,negative,,,
u,u,u,Review-g188672-d4570177_1,18,RESTAURANT#MISCELLANEOUS,negative,,,
u,u,u,Review-g188672-d4570177_1,18,SERVICE#GENERAL,negative,,,
u,u,u,Review-g188672-d4570177_1,18,,,Review-g188672-d4570177_1:1,,Als je een snelle hap wilt in Oostende zijn er tientallen andere adresjes dan de McDonalds!!!!
u,u,u,Review-g188672-d4570177_1,18,,,Review-g188672-d4570177_1:2,,Ga desnoods aan de kaaien wat vishapjes gaan halen of een broodje halen in de plaatselijke slagerijen of de Panos!
u,u,u,Review-g188672-d4570177_1,18,,,Review-g188672-d4570177_1:3,,"Heel vuil, nauwelijks tafels afgeruimd."
u,u,u,Review-g188672-d4570177_1,18,,,Review-g188672-d4570177_1:4,,"Het toiletbezoek (tja, kinderen kunnen niet wachten) is een hel!"
u,u,u,Review-g188672-d4570177_1,18,,,Review-g188672-d4570177_1:5,,"Warm, vuile vloeren, stinken, lange wachtrij..."
u,u,u,Review-g188672-d4570177_1,18,,,Review-g188672-d4570177_1:6,,"Ik spreek me niet uit over McDonalds in het algemeen, maar ik vind het een misdaad als je in Oostende naar de McDo gaat!!!!"
u,u,u,Review-g1081485-d4399506_4,19,DRINKS#QUALITY,positive,,,
u,u,u,Review-g1081485-d4399506_4,19,FOOD#QUALITY,positive,,,
u,u,u,Review-g1081485-d4399506_4,19,RESTAURANT#GENERAL,positive,,,
u,u,u,Review-g1081485-d4399506_4,19,SERVICE#GENERAL,negative,,,
u,u,u,Review-g1081485-d4399506_4,19,,,Review-g1081485-d4399506_4:1,,"Leuk concept, zeer lekkere wijnen en tapas, deze wisselen regelmatig soms zeer goed andere gewoon goed."
u,u,u,Review-g1081485-d4399506_4,19,,,Review-g1081485-d4399506_4:2,,"komen steeds terug om een gezellige avond door te brengen met hapje en drankje, de bediening zou soms sneller kunnen, maar bekijk dit als een leuke en ontspannen middag of avond zonder stress"
u,u,u,Review-g801350-d5504291_4,20,AMBIENCE#GENERAL,positive,,,
u,u,u,Review-g801350-d5504291_4,20,FOOD#QUALITY,positive,,,
u,u,u,Review-g801350-d5504291_4,20,RESTAURANT#GENERAL,positive,,,
u,u,u,Review-g801350-d5504291_4,20,,,Review-g801350-d5504291_4:1,,Je kan er heel lekkere steppengras fritten met biefstuk of kip eten.
u,u,u,Review-g801350-d5504291_4,20,,,Review-g801350-d5504291_4:2,,Er is een groot terras en een leuke buiten speeltuin voor de kids.
u,u,u,Review-g680686-d3809665_2,21,RESTAURANT#GENERAL,negative,,,
u,u,u,Review-g680686-d3809665_2,21,SERVICE#GENERAL,negative,,,
