/Reviews,,,,,,,,,
/Review/@rid,/Review/#id,/Review/sentences/sentence/@id,/Review/sentences/sentence/#id,/Review/sentences/sentence/Opinions/Opinion/@category,/Review/sentences/sentence/Opinions/Opinion/@from,/Review/sentences/sentence/Opinions/Opinion/@polarity,/Review/sentences/sentence/Opinions/Opinion/@target,/Review/sentences/sentence/Opinions/Opinion/@to,/Review/sentences/sentence/text
16137,3,16137:6,25,SERVICE#GENERAL,91,negative,официантов,101,"Во-вторых: Встреча гостей в ресторане- отсутствовала, мы стояли ждали...оглядывались, пару официантов делали свои дела..."
16137,3,16137:7,26,SERVICE#GENERAL,71,negative,девушке-официанту,88,"Не дождавшись хоть какого-то внимания в наш адрес, подошли к ближайшей девушке-официанту, и попросили посадить нас за столик, заказанный ранее."
16137,3,16137:8,27,SERVICE#GENERAL,0,neutral,NULL,0,Провели.
16137,3,16137:9,28,SERVICE#GENERAL,0,neutral,NULL,0,Усадили.
16137,3,16137:10,29,,,,,,Дальше было лучше.
16137,3,16137:11,30,SERVICE#GENERAL,0,positive,Заказ,5,"Заказ принимали быстро, еду приносили тоже достаточно быстро, убирали пустые тарелки, бокалы вовремя."
16137,3,16137:12,31,FOOD#STYLE_OPTIONS,5,positive,еда,8,Сама еда-названия соответствуют выбранному стилю заведения.
16137,3,16137:12,31,RESTAURANT#GENERAL,49,neutral,заведения,58,Сама еда-названия соответствуют выбранному стилю заведения.
16137,3,16137:13,32,FOOD#STYLE_OPTIONS,0,negative,NULL,0,"Хотя на деле, ничего особенного и не предлагают."
16137,3,16137:14,33,SERVICE#GENERAL,0,positive,Персонал,8,"Персонал улыбчивый, приветливый."
16137,3,16137:15,34,FOOD#STYLE_OPTIONS,0,negative,Сырная тарелка,14,Сырная тарелка оставляет желать лучшего-для любителей сыра ее ну просто ОЧЕНЬ мало:)
16137,3,16137:16,35,FOOD#STYLE_OPTIONS,0,negative,Салат цезарь,12,"Салат цезарь-тарелка капусты, и три тонюсеньких (0,3см) ломтика курицы, сухарики, соус."
16137,3,16137:16,35,FOOD#STYLE_OPTIONS,64,negative,курицы,70,"Салат цезарь-тарелка капусты, и три тонюсеньких (0,3см) ломтика курицы, сухарики, соус."
16137,3,16137:17,36,FOOD#QUALITY,3,neutral,блюд,7,Из блюд больше ничего нареканий не вызвало.
16137,3,16137:18,37,FOOD#PRICES,0,positive,NULL,0,"В итоге, хочу сделать вывод: соотношение цена-качество выдержано."
16137,3,16137:19,38,RESTAURANT#GENERAL,9,positive,место,14,Отличное место для большой компании.
35867,4,35867:0,39,,,,,,"Здравствуйте! 12.08.2014 мы отмечали нашу свадьбу в ресторане ""Фаворит""."
35867,4,35867:1,40,RESTAURANT#PRICES,49,positive,места,54,"Выбор был сделан по нескольким качествам данного места: прекрасное меню (большой выбор), вкуснейшая выпечка!!!, отличный сервис, хорошее расположение (метро рядом), красивый интерьер, присутствие естественного освещения делает атмосферу еще уютнее, цена соответствует качеству!!!"
35867,4,35867:1,40,FOOD#STYLE_OPTIONS,67,positive,меню,71,"Выбор был сделан по нескольким качествам данного места: прекрасное меню (большой выбор), вкуснейшая выпечка!!!, отличный сервис, хорошее расположение (метро рядом), красивый интерьер, присутствие естественного освещения делает атмосферу еще уютнее, цена соответствует качеству!!!"
35867,4,35867:1,40,FOOD#QUALITY,100,positive,выпечка,107,"Выбор был сделан по нескольким качествам данного места: прекрасное меню (большой выбор), вкуснейшая выпечка!!!, отличный сервис, хорошее расположение (метро рядом), красивый интерьер, присутствие естественного освещения делает атмосферу еще уютнее, цена соответствует качеству!!!"
35867,4,35867:1,40,SERVICE#GENERAL,121,positive,сервис,127,"Выбор был сделан по нескольким качествам данного места: прекрасное меню (большой выбор), вкуснейшая выпечка!!!, отличный сервис, хорошее расположение (метро рядом), красивый интерьер, присутствие естественного освещения делает атмосферу еще уютнее, цена соответствует качеству!!!"
35867,4,35867:1,40,LOCATION#GENERAL,137,positive,расположение,149,"Выбор был сделан по нескольким качествам данного места: прекрасное меню (большой выбор), вкуснейшая выпечка!!!, отличный сервис, хорошее расположение (метро рядом), красивый интерьер, присутствие естественного освещения делает атмосферу еще уютнее, цена соответствует качеству!!!"
35867,4,35867:1,40,AMBIENCE#GENERAL,174,positive,интерьер,182,"Выбор был сделан по нескольким качествам данного места: прекрасное меню (большой выбор), вкуснейшая выпечка!!!, отличный сервис, хорошее расположение (метро рядом), красивый интерьер, присутствие естественного освещения делает атмосферу еще уютнее, цена соответствует качеству!!!"
35867,4,35867:1,40,AMBIENCE#GENERAL,227,positive,атмосферу,236,"Выбор был сделан по нескольким качествам данного места: прекрасное меню (большой выбор), вкуснейшая выпечка!!!, отличный сервис, хорошее расположение (метро рядом), красивый интерьер, присутствие естественного освещения делает атмосферу еще уютнее, цена соответствует качеству!!!"
35867,4,35867:1,40,FOOD#PRICES,249,positive,цена,253,"Выбор был сделан по нескольким качествам данного места: прекрасное меню (большой выбор), вкуснейшая выпечка!!!, отличный сервис, хорошее расположение (метро рядом), красивый интерьер, присутствие естественного освещения делает атмосферу еще уютнее, цена соответствует качеству!!!"
35867,4,35867:1,40,FOOD#QUALITY,268,positive,качеству,276,"Выбор был сделан по нескольким качествам данного места: прекрасное меню (большой выбор), вкуснейшая выпечка!!!, отличный сервис, хорошее расположение (метро рядом), красивый интерьер, присутствие естественного освещения делает атмосферу еще уютнее, цена соответствует качеству!!!"
35867,4,35867:2,41,SERVICE#GENERAL,37,positive,персоналу,46,Хотим сказать ОГРОМНОЕ спасибо всему персоналу!!!!!
35867,4,35867:3,42,SERVICE#GENERAL,35,positive,менеджера,44,"Отдельно благодарим ЗАМЕЧАТЕЛЬНОГО менеджера по банкетам Анну, которая профессионально помогла: все подробно рассказала о кухне и самом ресторане, помогла с выбором блюд, напитков, выпечки и украшением зала, качественно донесла до нас всю необходимую информацию и суперски организовала наш праздник!!!"
35867,4,35867:4,43,RESTAURANT#GENERAL,0,positive,NULL,0,Мы будем посещать Вас вновь и вновь!!!
35867,4,35867:5,44,RESTAURANT#GENERAL,0,positive,NULL,0,Спасибо!!!
6668,5,6668:0,45,RESTAURANT#GENERAL,31,positive,ресторанчик,42,"Мы посетили этот замечательный ресторанчик поздним вечером, ближе к полуночи, когда уже нигде не кормили по-настоящему."
6668,5,6668:1,46,,,,,,"Несмотря на плохую погоду, мы пытались показать приехавшим в гости родственникам (молодоженам) все красоты нашего города, включая белые ночи."
6668,5,6668:2,47,RESTAURANT#GENERAL,0,positive,"""Квартиру №55""",14,"""Квартиру №55"" выбрали из-за расположения и графика работы, ну и отзывы неплохие."
6668,5,6668:2,47,LOCATION#GENERAL,29,positive,расположения,41,"""Квартиру №55"" выбрали из-за расположения и графика работы, ну и отзывы неплохие."
6668,5,6668:3,48,,,,,,"Часто проезжали мимо, и вот выдался повод зайти."
6668,5,6668:4,49,FOOD#QUALITY,0,positive,NULL,0,Накормили и напоили нас в эту холодную ночь замечательно вкусно.
6668,5,6668:4,49,DRINK#QUALITY,0,positive,NULL,0,Накормили и напоили нас в эту холодную ночь замечательно вкусно.
6668,5,6668:5,50,SERVICE#GENERAL,0,positive,NULL,0,"Не хочется употреблять слова сервис, обслуживание, т.к. нас не ""обслуживали"", а радушно встречали, очень по-домашнему."
6668,5,6668:6,51,SERVICE#GENERAL,10,positive,заказом,17,"Помогли с заказом, посоветовали хорошее и недорогое вино."
6668,5,6668:6,51,DRINK#PRICES,52,positive,вино,56,"Помогли с заказом, посоветовали хорошее и недорогое вино."
6668,5,6668:6,51,DRINK#QUALITY,52,positive,вино,56,"Помогли с заказом, посоветовали хорошее и недорогое вино."
6668,5,6668:7,52,SERVICE#GENERAL,8,negative,заказ,13,"Правда, заказ принесли не быстро, хотя кроме нас в ресторане было занято всего 2 столика и там уже люди давно сидели, пили чай."
6668,5,6668:8,53,SERVICE#GENERAL,0,negative,NULL,0,"Салаты готовили минут 20, потом еще ждали горячее."
6668,5,6668:9,54,FOOD#GENERAL,33,neutral,вина,37,Мы скоротали время за бутылочкой вина.
6668,5,6668:10,55,FOOD#QUALITY,25,positive,пожарские котлеты,42,Гостям очень понравились пожарские котлеты и тушеная телятина.
6668,5,6668:10,55,FOOD#QUALITY,45,positive,тушеная телятина,61,Гостям очень понравились пожарские котлеты и тушеная телятина.
6668,5,6668:11,56,FOOD#QUALITY,8,positive,буженину на гриле,25,Я брала буженину на гриле - это восторг!
6668,5,6668:12,57,FOOD#QUALITY,0,neutral,Салаты,6,"Салаты были сытные и довольно вкусные, но как-то не запомнились."
6668,5,6668:13,58,FOOD#STYLE_OPTIONS,0,neutral,Порции,6,"Порции не огромные, но и не маленькие, мы наелись и не решились еще взять по десерту, хотя официант очень советовал и хвалил их десерты."
6668,5,6668:13,58,SERVICE#GENERAL,91,neutral,официант,99,"Порции не огромные, но и не маленькие, мы наелись и не решились еще взять по десерту, хотя официант очень советовал и хвалил их десерты."
6668,5,6668:14,59,RESTAURANT#GENERAL,35,positive,квартиру,43,"Так что, у нас есть повод придти в квартиру еще раз!"
6668,5,6668:15,60,SERVICE#GENERAL,38,positive,персоналу,47,"Хочу сказать большое спасибо ""ночному персоналу"" ресторана, который сделал наш поздний ужин таким приятным!"
6668,5,6668:15,60,RESTAURANT#GENERAL,49,positive,ресторана,58,"Хочу сказать большое спасибо ""ночному персоналу"" ресторана, который сделал наш поздний ужин таким приятным!"
6668,5,6668:15,60,FOOD#QUALITY,87,positive,ужин,91,"Хочу сказать большое спасибо ""ночному персоналу"" ресторана, который сделал наш поздний ужин таким приятным!"
