/Reviews,,,,,,,,,
/Review/@rid,/Review/#id,/Review/sentences/sentence/@id,/Review/sentences/sentence/#id,/Review/sentences/sentence/Opinions/Opinion/@category,/Review/sentences/sentence/Opinions/Opinion/@from,/Review/sentences/sentence/Opinions/Opinion/@polarity,/Review/sentences/sentence/Opinions/Opinion/@target,/Review/sentences/sentence/Opinions/Opinion/@to,/Review/sentences/sentence/text
505535,7,505535:1,33,FOOD#QUALITY,4,positive,pad se ew chicken,21,"the pad se ew chicken was delicious, however the pad thai was far too oily."
505535,7,505535:1,33,FOOD#QUALITY,49,negative,pad thai,57,"the pad se ew chicken was delicious, however the pad thai was far too oily."
505535,7,505535:2,34,,,,,,i would just ask for no oil next time.
1016296,8,1016296:0,35,RESTAURANT#GENERAL,34,negative,restaurant,44,I was very disappointed with this restaurant.
1016296,8,1016296:1,36,SERVICE#GENERAL,12,negative,cart attendant,26,Ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away.
1016296,8,1016296:2,37,SERVICE#GENERAL,0,negative,NULL,0,I had to ask her three times before she finally came back with the dish Ive requested.
1016296,8,1016296:3,38,FOOD#QUALITY,0,neutral,Food,4,"Food was okay, nothing great."
1016296,8,1016296:4,39,FOOD#QUALITY,0,negative,Chow fun,8,Chow fun was dry; pork shu mai was more than usually greasy and had to share a table with loud and rude family.
1016296,8,1016296:4,39,FOOD#QUALITY,18,negative,pork shu mai,30,Chow fun was dry; pork shu mai was more than usually greasy and had to share a table with loud and rude family.
1016296,8,1016296:4,39,RESTAURANT#MISCELLANEOUS,0,negative,NULL,0,Chow fun was dry; pork shu mai was more than usually greasy and had to share a table with loud and rude family.
1016296,8,1016296:5,40,RESTAURANT#GENERAL,32,negative,place,37,I/we will never go back to this place again.
Z#3,9,Z#3:0,41,FOOD#QUALITY,10,positive,food,14,"Excellent food, although the interior could use some help."
Z#3,9,Z#3:0,41,AMBIENCE#GENERAL,29,negative,interior,37,"Excellent food, although the interior could use some help."
Z#3,9,Z#3:1,42,AMBIENCE#GENERAL,4,negative,space,9,"The space kind of feels like an Alice in Wonderland setting, without it trying to be that."
Z#3,9,Z#3:2,43,FOOD#QUALITY,33,positive,meal,37,"I paid just about $60 for a good meal, though :)"
Z#3,9,Z#3:2,43,FOOD#PRICES,33,positive,meal,37,"I paid just about $60 for a good meal, though :)"
Z#3,9,Z#3:3,44,DRINKS#QUALITY,6,positive,sake,10,Great sake!
PP#9,10,PP#9:0,45,RESTAURANT#GENERAL,0,negative,NULL,0,Way below average
PP#9,10,PP#9:1,46,FOOD#QUALITY,12,negative,pizza,17,I think the pizza is so overrated and was under cooked.
PP#9,10,PP#9:2,47,SERVICE#GENERAL,22,negative,staff,27,Had no flavor and the staff is rude and not attentive.
PP#9,10,PP#9:2,47,FOOD#QUALITY,0,negative,NULL,0,Had no flavor and the staff is rude and not attentive.
PP#9,10,PP#9:3,48,RESTAURANT#GENERAL,0,negative,NULL,0,Would NEVER go back
