/Reviews,,,,,,,,,
/Review/@rid,/Review/#id,/Review/sentences/sentence/@id,/Review/sentences/sentence/#id,/Review/sentences/sentence/Opinions/Opinion/@category,/Review/sentences/sentence/Opinions/Opinion/@from,/Review/sentences/sentence/Opinions/Opinion/@polarity,/Review/sentences/sentence/Opinions/Opinion/@target,/Review/sentences/sentence/Opinions/Opinion/@to,/Review/sentences/sentence/text
g187095-d1872852-r270870454,3,g187095-d1872852-r270870454:0,13,RESTAURANT#GENERAL,0,positive,NULL,0,J'ai tout aimé ... :-)
g187095-d1872852-r270870454,3,g187095-d1872852-r270870454:1,14,SERVICE#GENERAL,0,positive,Accueil,7,Accueil et service sont agréables et efficaces
g187095-d1872852-r270870454,3,g187095-d1872852-r270870454:1,14,SERVICE#GENERAL,11,positive,service,18,Accueil et service sont agréables et efficaces
g187095-d1872852-r270870454,3,g187095-d1872852-r270870454:2,15,FOOD#QUALITY,59,positive,cassoulet breton,75,Tous les plats sont bons avec une mention spéciale pour le cassoulet breton
g187095-d1872852-r270870454,3,g187095-d1872852-r270870454:2,15,FOOD#QUALITY,9,positive,plats,14,Tous les plats sont bons avec une mention spéciale pour le cassoulet breton
g187095-d1872852-r270870454,3,g187095-d1872852-r270870454:3,16,,,,,,
g187095-d1872852-r270870454,3,g187095-d1872852-r270870454:4,17,AMBIENCE#GENERAL,0,negative,Restaurant,10,Restaurant bondé le midi mieux vaut arriver tôt
g187095-d1954560-r227348486,4,g187095-d1954560-r227348486:0,18,SERVICE#GENERAL,0,negative,Accueil,7,"Accueil glacial, à peine installés et la carte en main que l'on vient prendre commande."
g187095-d1954560-r227348486,4,g187095-d1954560-r227348486:0,18,SERVICE#GENERAL,0,negative,NULL,0,"Accueil glacial, à peine installés et la carte en main que l'on vient prendre commande."
g187095-d1954560-r227348486,4,g187095-d1954560-r227348486:1,19,SERVICE#GENERAL,0,negative,NULL,0,Comptez trois quarts d'heure pour avoir uniquement le plat.
g187095-d1954560-r227348486,4,g187095-d1954560-r227348486:2,20,SERVICE#GENERAL,0,negative,NULL,0,D'ailleurs plat qui nous est grossièrement transmit de mains à mains.
g187095-d1954560-r227348486,4,g187095-d1954560-r227348486:3,21,SERVICE#GENERAL,23,negative,service,30,Je n'appelle pas ça un service digne d'un restaurants.
g187095-d1954560-r227348486,4,g187095-d1954560-r227348486:4,22,FOOD#QUALITY,4,negative,viande,10,Une viande qui n'est pas cuite comme à notre demande : saignante et non à point comme demandé.
g187095-d1954560-r227348486,4,g187095-d1954560-r227348486:5,23,SERVICE#GENERAL,19,negative,dessert,26,Aucune commande de dessert n'a été prise après une demie heure d'attente à la fin du plat.
g187095-d1954560-r227348486,4,g187095-d1954560-r227348486:6,24,,,,,,Nous avons donc décidés de partir sans dessert !
g187095-d1954560-r227348486,4,g187095-d1954560-r227348486:7,25,SERVICE#GENERAL,31,negative,accueil,38,Départ aussi désagréable que l'accueil.
g187095-d1954560-r227348486,4,g187095-d1954560-r227348486:8,26,RESTAURANT#GENERAL,43,negative,taverne,50,Déçus de notre soirée car j'ai connu cette taverne sous de meilleurs jours.
g187095-d1954560-r227348486,4,g187095-d1954560-r227348486:9,27,FOOD#QUALITY,42,negative,plats,47,Beaucoup trop onéreux pour la qualité des plats.
g187095-d1954560-r227348486,4,g187095-d1954560-r227348486:9,27,RESTAURANT#PRICES,0,negative,NULL,0,Beaucoup trop onéreux pour la qualité des plats.
g187095-d1954560-r227348486,4,g187095-d1954560-r227348486:10,28,RESTAURANT#PRICES,0,negative,NULL,0,Un rapport qualité/prix qui se passe donc de commentaire.
g187095-d1954560-r227348486,4,g187095-d1954560-r227348486:10,28,FOOD#QUALITY,11,neutral,qualité/prix,23,Un rapport qualité/prix qui se passe donc de commentaire.
g187095-d1954560-r227348486,4,g187095-d1954560-r227348486:11,29,RESTAURANT#GENERAL,0,negative,NULL,0,Je déconseille +++ .
g3463365-d3594852-r200815446,5,g3463365-d3594852-r200815446:0,30,,,,,,Nous sommes allés dans ce restaurant un dimanche soir.
g3463365-d3594852-r200815446,5,g3463365-d3594852-r200815446:1,31,,,,,,"Nous avons pris le menu à 29,90€."
g3463365-d3594852-r200815446,5,g3463365-d3594852-r200815446:2,32,FOOD#QUALITY,8,negative,Saint Jacques en brochettes,35,Entrée: Saint Jacques en brochettes de qualité moyenne.
g3463365-d3594852-r200815446,5,g3463365-d3594852-r200815446:3,33,SERVICE#GENERAL,0,negative,NULL,0,On ne change pas les couverts...
g3463365-d3594852-r200815446,5,g3463365-d3594852-r200815446:4,34,FOOD#QUALITY,10,negative,pièce de boeuf grillée,32,"Plat: une pièce de boeuf grillée (pas très tendre), sans sauce, avec de la purée de carottes (très bonne), des brocolis et des pommes de terre pas cuites au milieu."
g3463365-d3594852-r200815446,5,g3463365-d3594852-r200815446:4,34,FOOD#QUALITY,75,positive,purée de carottes,92,"Plat: une pièce de boeuf grillée (pas très tendre), sans sauce, avec de la purée de carottes (très bonne), des brocolis et des pommes de terre pas cuites au milieu."
g3463365-d3594852-r200815446,5,g3463365-d3594852-r200815446:4,34,FOOD#QUALITY,127,negative,pommes de terre,142,"Plat: une pièce de boeuf grillée (pas très tendre), sans sauce, avec de la purée de carottes (très bonne), des brocolis et des pommes de terre pas cuites au milieu."
g3463365-d3594852-r200815446,5,g3463365-d3594852-r200815446:5,35,,,,,,Nous avons fait la remarque à la serveuse qui a transmis au cuisinier.
g3463365-d3594852-r200815446,5,g3463365-d3594852-r200815446:6,36,SERVICE#GENERAL,0,negative,NULL,0,Nous avons entendu ce dernier dire depuis la cuisine que si on n'était pas content on n'avait qu'à les manger en purée!...
g3463365-d3594852-r200815446,5,g3463365-d3594852-r200815446:7,37,FOOD#QUALITY,9,positive,mousse aux 2 chocolats,31,"Dessert: mousse aux 2 chocolats, bonne mais beaucoup trop sucrée."
g3463365-d3594852-r200815446,5,g3463365-d3594852-r200815446:8,38,RESTAURANT#MISCELLANEOUS,0,negative,NULL,0,La salle est bien mais les WC ne sont pas à la hauteur.
g3463365-d3594852-r200815446,5,g3463365-d3594852-r200815446:8,38,AMBIENCE#GENERAL,3,positive,salle,8,La salle est bien mais les WC ne sont pas à la hauteur.
g3463365-d3594852-r200815446,5,g3463365-d3594852-r200815446:9,39,AMBIENCE#GENERAL,42,positive,terrasse,50,L'établissement dispose aussi d'une jolie terrasse.
g3463365-d3594852-r200815446,5,g3463365-d3594852-r200815446:10,40,SERVICE#GENERAL,13,negative,cuisinier,22,"En résumé un cuisinier mal embouché, un repas peut-être bio mais pas gastronomique (on peut manger bio sans être forcément au régime...), le tout pour un prix trop élevé."
g3463365-d3594852-r200815446,5,g3463365-d3594852-r200815446:10,40,FOOD#QUALITY,40,negative,repas,45,"En résumé un cuisinier mal embouché, un repas peut-être bio mais pas gastronomique (on peut manger bio sans être forcément au régime...), le tout pour un prix trop élevé."
g3463365-d3594852-r200815446,5,g3463365-d3594852-r200815446:10,40,RESTAURANT#PRICES,0,negative,NULL,0,"En résumé un cuisinier mal embouché, un repas peut-être bio mais pas gastronomique (on peut manger bio sans être forcément au régime...), le tout pour un prix trop élevé."
g3463365-d3594852-r200815446,5,g3463365-d3594852-r200815446:10,40,FOOD#STYLE_OPTIONS,0,negative,NULL,0,"En résumé un cuisinier mal embouché, un repas peut-être bio mais pas gastronomique (on peut manger bio sans être forcément au régime...), le tout pour un prix trop élevé."
