/Reviews,,,,,,
/Review/@rid,/Review/#id,/Review/Opinions/Opinion/@category,/Review/Opinions/Opinion/@polarity,/Review/sentences/sentence/@id,/Review/sentences/sentence/Opinions,/Review/sentences/sentence/text
es_l_olive_22_IsabelSanchezSanchdez_2012-01-07,3,,,es_l_olive_22_IsabelSanchezSanchdez_2012-01-07:5,,Sin duda repetiremos.
es_balmes_rossello_83_CarlosLopezRodriguez_2012-12-23,4,RESTAURANT#GENERAL,positive,,,
es_balmes_rossello_83_CarlosLopezRodriguez_2012-12-23,4,,,es_balmes_rossello_83_CarlosLopezRodriguez_2012-12-23:0,,Perfecto.
es_colette-zaragoza_comment-1142,5,FOOD#QUALITY,positive,,,
es_colette-zaragoza_comment-1142,5,FOOD#STYLE_OPTIONS,positive,,,
es_colette-zaragoza_comment-1142,5,RESTAURANT#PRICES,neutral,,,
es_colette-zaragoza_comment-1142,5,SERVICE#GENERAL,neutral,,,
es_colette-zaragoza_comment-1142,5,RESTAURANT#GENERAL,positive,,,
es_colette-zaragoza_comment-1142,5,,,es_colette-zaragoza_comment-1142:0,,Ayer estuvimos cenando en Colette.
es_colette-zaragoza_comment-1142,5,,,es_colette-zaragoza_comment-1142:1,,¡Excelente cena!
es_colette-zaragoza_comment-1142,5,,,es_colette-zaragoza_comment-1142:2,,"Hacía mucho tiempo que un restaurante en Zaragoza no me sorprendía de esta manera: Gran calidad del producto, numerosos detalles, puntos de cocción perfectos en casi todos los platos, raciones abundantes y un precio elevado pero ajustado a la calidad.El servicio fue atento y educado aunque tuvo algún pequeño fallo (como servir la segunda botella de vino en las copas en que aún quedaba algo de la anterior)De comienzo una buena variedad de panes (pizza, oliva verde, oliva negra, …) con un cuenquito de aceite de oliva con tomate mozzarella y albahaca."
es_colette-zaragoza_comment-1142,5,,,es_colette-zaragoza_comment-1142:3,,Unos aperitivos ofrecidos por la casa con un cóctel de martini blanco enfriado con nitrógeno líquido y una pastilla de foie mi-cuit envuelto en frambuesa con sidral y algodón de coco.
es_colette-zaragoza_comment-1142,5,,,es_colette-zaragoza_comment-1142:4,,Muy logrados ambos.
es_colette-zaragoza_comment-1142,5,,,es_colette-zaragoza_comment-1142:5,,"Como entrantes compartimos:- un carpaccio de buey de Kobe, excelente, sabrosísimo.- una tempura de comenillas rellenas de foie y alchofas- una cola entera de bogavante a la plancha con salsa de su coral (muy sabrosa, aunque un poco pasada de punto)Antes del segundo la casa nos ofreció un pinco de membrillo y queso en tempura presentado en un palo de canela encendido."
es_colette-zaragoza_comment-1142,5,,,es_colette-zaragoza_comment-1142:6,,Muy original presentación y muy lograda la combinación.Los segundos fueron un poco más tradicionales:
es_colette-zaragoza_comment-1142,5,,,es_colette-zaragoza_comment-1142:7,,"- Solomillo con foie y setas de temporada: gigantesca ración y punto exactamente como se pidió, cosa poco común."
es_colette-zaragoza_comment-1142,5,,,es_colette-zaragoza_comment-1142:8,,- Jarrete a baja temperatura con salsa caramelizada y puré trufado.
es_colette-zaragoza_comment-1142,5,,,es_colette-zaragoza_comment-1142:9,,Extraordinario sabor y textura.
es_colette-zaragoza_comment-1142,5,,,es_colette-zaragoza_comment-1142:10,,- Rape con couscous y chipirón.
es_colette-zaragoza_comment-1142,5,,,es_colette-zaragoza_comment-1142:11,,Gran taco de rape cocido en su punto y muy sabroso.
es_colette-zaragoza_comment-1142,5,,,es_colette-zaragoza_comment-1142:12,,- Pichón.
es_colette-zaragoza_comment-1142,5,,,es_colette-zaragoza_comment-1142:13,,Sólo las pechugas.
es_colette-zaragoza_comment-1142,5,,,es_colette-zaragoza_comment-1142:14,,"Tal vez pod´ria haber estado un poco menos hecho, pero muy sabroso y también acompañado por un excelente puré."
es_colette-zaragoza_comment-1142,5,,,es_colette-zaragoza_comment-1142:15,,Otro entretenimiento de la casa antes del postre con unas migas con fresas deshidratadas y confitadas con sopa de vainilla (servida en una copita de hielo secos para que hiciera un efecto de volcán burbujeante).
es_colette-zaragoza_comment-1142,5,,,es_colette-zaragoza_comment-1142:16,,Espectacular y muy sabroso.
es_colette-zaragoza_comment-1142,5,,,es_colette-zaragoza_comment-1142:17,,Sólo pedimos dos postres y la verdad es que fueron lo más flojo de la cena:
es_colette-zaragoza_comment-1142,5,,,es_colette-zaragoza_comment-1142:18,,- Una tarta crujiente de manzana con helado de vainilla.- Un coulante de chocolate con helado de marron glacé.
es_colette-zaragoza_comment-1142,5,,,es_colette-zaragoza_comment-1142:19,,Cuando ya estábamos terminando los cafés nos trajeron unos pastelillos.
es_colette-zaragoza_comment-1142,5,,,es_colette-zaragoza_comment-1142:20,,"Ahí se quedaron la mayoría, eran bastante normalillos y además ya no podíamos más.En resumen 280 € para 4 personas incluyendo dos botellas de Enate Merlot-merlot (que contribuyeron en 60 € a la cuenta)Creo que una cuenta nada desproporcionada con la calidad y cantidad de la comida y de los detalles que nos ofrecieron."
es_colette-zaragoza_comment-1142,5,,,es_colette-zaragoza_comment-1142:21,,"Un buen sitio, a seguir."
es_colette-zaragoza_comment-1142,5,,,es_colette-zaragoza_comment-1142:22,,Si mantienen el nivel de innovación y calidad puede ser un soplo de aire fresco en Zaragoza.
es_colette-zaragoza_comment-1142,5,,,es_colette-zaragoza_comment-1142:23,,P.D.
es_colette-zaragoza_comment-1142,5,,,es_colette-zaragoza_comment-1142:24,,"Por lo que leo en comentarios anteriores han debido reducir los precios, pues ayer la tempura de colmenillas y foie costaba 18 € y no los 22 que se mencionan en otro comentario."
es_colette-zaragoza_comment-1142,5,,,es_colette-zaragoza_comment-1142:25,,"Si es así, bien hecho."
es_9reinas_55_JoseMCazorlaMontero_2011-11-03,6,FOOD#QUALITY,negative,,,
es_9reinas_55_JoseMCazorlaMontero_2011-11-03,6,RESTAURANT#GENERAL,negative,,,
es_9reinas_55_JoseMCazorlaMontero_2011-11-03,6,,,es_9reinas_55_JoseMCazorlaMontero_2011-11-03:0,,"Tomamos Vacío y Entrañas (especialidades conocidas, entre otras cosas, por lo blando de su carne)."
es_9reinas_55_JoseMCazorlaMontero_2011-11-03,6,,,es_9reinas_55_JoseMCazorlaMontero_2011-11-03:1,,"En algunos momentos, nos llegamos a preguntar si lo que teníamos en la boca era carne o un trozo de neumático."
es_9reinas_55_JoseMCazorlaMontero_2011-11-03,6,,,es_9reinas_55_JoseMCazorlaMontero_2011-11-03:2,,Decepcionante...
es_l_olive_74_Claudia_2008-05-16,7,RESTAURANT#GENERAL,positive,,,
es_l_olive_74_Claudia_2008-05-16,7,FOOD#QUALITY,positive,,,
es_l_olive_74_Claudia_2008-05-16,7,SERVICE#GENERAL,positive,,,
es_l_olive_74_Claudia_2008-05-16,7,,,es_l_olive_74_Claudia_2008-05-16:0,,estuvimos ayer mi marido y yo para celebrar su cumpleaños.
es_l_olive_74_Claudia_2008-05-16,7,,,es_l_olive_74_Claudia_2008-05-16:1,,Y la verdad que lo pasamos estupendo.
es_l_olive_74_Claudia_2008-05-16,7,,,es_l_olive_74_Claudia_2008-05-16:2,,"La comida muy pero muy buena, áun me acuerdo del foie y de mangret de pato con salsa de fresa."
es_l_olive_74_Claudia_2008-05-16,7,,,es_l_olive_74_Claudia_2008-05-16:3,,Me ha encantado.
es_l_olive_74_Claudia_2008-05-16,7,,,es_l_olive_74_Claudia_2008-05-16:4,,"Es verdad que los camareros van con mucha prisa, pero a nosotros nos ha ido bien, porque después de cenar teníamos que ir al teatro, y aun así salimos del restaurante corriendo."
es_barceloneta_61_ConsueloMateosCandeleda_2012-04-07,8,FOOD#QUALITY,positive,,,
es_barceloneta_61_ConsueloMateosCandeleda_2012-04-07,8,SERVICE#GENERAL,positive,,,
es_barceloneta_61_ConsueloMateosCandeleda_2012-04-07,8,AMBIENCE#GENERAL,positive,,,
es_barceloneta_61_ConsueloMateosCandeleda_2012-04-07,8,RESTAURANT#GENERAL,positive,,,
es_barceloneta_61_ConsueloMateosCandeleda_2012-04-07,8,,,es_barceloneta_61_ConsueloMateosCandeleda_2012-04-07:0,,"A pesar de ser un restaurante de pescado y marisco, mi marido encontró buenísimo el filete a la pimienta verde que pidió."
es_barceloneta_61_ConsueloMateosCandeleda_2012-04-07,8,,,es_barceloneta_61_ConsueloMateosCandeleda_2012-04-07:1,,El trato muy bueno.
es_barceloneta_61_ConsueloMateosCandeleda_2012-04-07,8,,,es_barceloneta_61_ConsueloMateosCandeleda_2012-04-07:2,,"Yo pedí una mesa bien situada y atendieron la petición, nos dieron una con muy buenas vistas."
es_barceloneta_120_Gabriela_2008-07-18,9,SERVICE#GENERAL,positive,,,
es_barceloneta_120_Gabriela_2008-07-18,9,RESTAURANT#GENERAL,positive,,,
es_barceloneta_120_Gabriela_2008-07-18,9,,,es_barceloneta_120_Gabriela_2008-07-18:0,,Servicio impecable y se come de maravilla!
es_salamanca_18_BegHispaniaLuisClaver_2014-12-15,10,AMBIENCE#GENERAL,negative,,,
es_salamanca_18_BegHispaniaLuisClaver_2014-12-15,10,SERVICE#GENERAL,negative,,,
es_salamanca_18_BegHispaniaLuisClaver_2014-12-15,10,FOOD#STYLE_OPTIONS,negative,,,
es_salamanca_18_BegHispaniaLuisClaver_2014-12-15,10,RESTAURANT#GENERAL,negative,,,
es_salamanca_18_BegHispaniaLuisClaver_2014-12-15,10,,,es_salamanca_18_BegHispaniaLuisClaver_2014-12-15:0,,"Nos pusieron en la terraza, sin avisar previamente."
es_salamanca_18_BegHispaniaLuisClaver_2014-12-15,10,,,es_salamanca_18_BegHispaniaLuisClaver_2014-12-15:1,,"En la mesa faltaban 3 cubiertos, habiendo confirmado previamente el número de comensales el mismo día."
es_salamanca_18_BegHispaniaLuisClaver_2014-12-15,10,,,es_salamanca_18_BegHispaniaLuisClaver_2014-12-15:2,,"Había un nivel de ruido excesivamente alto, muy molesto y del menú que contratamos casi no vimos ni un plato, prácticamente, nos trajeron prácticamente lo que quisieron."
